424 [3] / Zeitpunkt in s	424 [3] / Winkelbeschleunigung Y, MCS in rad/s²	
0.0	0.0	
0.005035257801639547	0.0	
0.01003525780163954	0.0	
0.01503525780163951	0.0	
0.02003525780163948	0.0	
0.02503525780163945	0.0	
0.03003525780163942	0.0	
0.03503525780163952	0.0	
0.04003525780163966	0.0	
0.045035257801639805	0.0	
0.05003525780163995	0.0	
0.05503525780164009	0.0	
0.060035257801640235	0.0	
0.06503525780164038	0.0	
0.07003525780164052	0.0	
0.07503525780164066	0.0	
0.08003525780164081	0.0	
0.08503525780164095	0.0	
0.0900352578016411	0.0	
0.09503525780164124	0.0	
0.10003525780164138	0.0	
0.10499824671443155	3.9096095200097962	
0.10999824671443169	3.909609407208142	
0.11499824671443183	3.9096090246267465	
0.11999824671443197	3.9096080801033444	
0.12499824671443212	3.9096061644147295	
0.12999824671443158	3.909602751275502	
0.13499824671443103	3.909597197336907	
0.13999824671443048	3.909588742186171	
0.14499824671442993	3.9095765083467433	
0.14999824671442938	3.90955950127999	
0.15499824671442883	3.9095366093889368	
0.15999824671442828	3.909506604024723	
0.16499824671442773	3.90946813949657	
0.16999824671442718	3.9094197530860533	
0.17499824671442663	3.909359865066662	
0.17999824671442607	3.9092867787296006	
0.18499824671442552	3.9091986804169383	
0.18999824671442497	3.909093639563284	
0.19499824671442442	3.9089696087471912	
0.19999824671442387	3.908824423753661	
0.20496123562721347	-2.9905267554217448E-5	
0.20996123562721292	-3.263407128526713E-5	
0.21496123562721237	-3.5363730243916314E-5	
0.21996123562721182	-3.809421603089736E-5	
0.22496123562721126	-4.082550023405817E-5	
0.2299612356272107	-4.355755442868144E-5	
0.23496123562721016	-4.629035017780449E-5	
0.2399612356272096	-4.9023859032539785E-5	
0.24496123562720906	-5.1758052532394296E-5	
0.2499612356272085	-5.4492902205591105E-5	
0.25496123562720796	-5.7228379569388996E-5	
0.2599612356272074	-5.99644561304038E-5	
0.26496123562720686	-6.27011033849289E-5	
0.2699612356272063	-6.543829281925607E-5	
0.27496123562720576	-6.817599590999685E-5	
0.2799612356272052	-7.091418412440349E-5	
0.28496123562720466	-7.365282892069102E-5	
0.2899612356272041	-7.639190174835813E-5	
0.29496123562720356	-7.913137404850877E-5	
0.299961235627203	-8.187121725417402E-5	
0.30496123562720245	-8.461140279063374E-5	
0.3099612356272019	-8.735190207573925E-5	
0.31496123562720135	-9.009268652023455E-5	
0.3199612356272008	-9.283372752807923E-5	
0.32496123562720025	-9.557499649676891E-5	
0.3299612356271997	-9.831646481765977E-5	
0.33496123562719915	-1.0105810387628962E-4	
0.3399612356271986	-1.037998850527011E-4	
0.34496123562719805	-1.0654177972176389E-4	
0.3499612356271975	-1.0928375925349747E-4	
0.35496123562719695	-1.1202579501339385E-4	
0.3599612356271964	-1.1476785836274001E-4	
0.36496123562719585	-1.175099206589416E-4	
0.3699612356271953	-1.202519532558447E-4	
0.37496123562719474	-1.2299392750405967E-4	
0.3799612356271942	-1.2573581475128383E-4	
0.38496123562719364	-1.284775863426244E-4	
0.3899612356271931	-1.3121921362092186E-4	
0.39496123562719254	-1.3396066792707292E-4	
0.399961235627192	-1.367019206003544E-4	
0.40496123562719144	-1.3944294297874412E-4	
0.4099612356271909	-1.4218370639924651E-4	
0.41496123562719034	-1.4492418219821482E-4	
0.4199612356271898	-1.4766434171167503E-4	
0.42496123562718924	-1.5040415627564835E-4	
0.4299612356271887	-1.5314359722647493E-4	
0.43496123562718814	-1.5588263590113688E-4	
0.4399612356271876	-1.5862124363758245E-4	
0.44496123562718704	-1.6135939177504795E-4	
0.4499612356271865	-1.6409705165438177E-4	
0.45496123562718593	-1.6683419461836803E-4	
0.4599612356271854	-1.6957079201204847E-4	
0.46496123562718483	-1.7230681518304729E-4	
0.4699612356271843	-1.750422354818929E-4	
0.47496123562718373	-1.7777702426234257E-4	
0.4799612356271832	-1.8051115288170578E-4	
0.48496123562718263	-1.8324459270116326E-4	
0.4899612356271821	-1.8597731508609533E-4	
0.49496123562718153	-1.8870929140640176E-4	
0.499961235627181	-1.914404930368282E-4	
