424 [3] / Zeitpunkt in s	424 [3] / Winkelbeschleunigung Z, MCS in rad/s²	
0.0	0.0	
0.005035257801639547	0.0	
0.01003525780163954	0.0	
0.01503525780163951	0.0	
0.02003525780163948	0.0	
0.02503525780163945	0.0	
0.03003525780163942	0.0	
0.03503525780163952	0.0	
0.04003525780163966	0.0	
0.045035257801639805	0.0	
0.05003525780163995	0.0	
0.05503525780164009	0.0	
0.060035257801640235	0.0	
0.06503525780164038	0.0	
0.07003525780164052	0.0	
0.07503525780164066	0.0	
0.08003525780164081	0.0	
0.08503525780164095	0.0	
0.0900352578016411	0.0	
0.09503525780164124	0.0	
0.10003525780164138	0.0	
0.10499824671443155	-0.3581046043912908	
0.10999824671443169	-0.3580907426668481	
0.11499824671443183	-0.35806727368775176	
0.11999824671443197	-0.3580336857385	
0.12499824671443212	-0.3579892621313075	
0.12999824671443158	-0.357933081263643	
0.13499824671443103	-0.35786401669654844	
0.13999824671443048	-0.3577807372569792	
0.14499824671442993	-0.35768170716813186	
0.14999824671442938	-0.35756518621244204	
0.15499824671442883	-0.35742922993265086	
0.15999824671442828	-0.35727168987705993	
0.16499824671442773	-0.35709021389581014	
0.16999824671442718	-0.3568822464957261	
0.17499824671442663	-0.3566450292619877	
0.17999824671442607	-0.35637560135558866	
0.18499824671442552	-0.35607080009625325	
0.18999824671442497	-0.3557272616411694	
0.19499824671442442	-0.35534142177060485	
0.19999824671442387	-0.35490951679213817	
0.20496123562721347	0.0014334545246090032	
0.20996123562721292	0.001455592835338206	
0.21496123562721237	0.0014777269236984603	
0.21996123562721182	0.001499856725601898	
0.22496123562721126	0.0015219821769776622	
0.2299612356272107	0.0015441032137721493	
0.23496123562721016	0.0015662197719492593	
0.2399612356272096	0.001588331787490649	
0.24496123562720906	0.001610439196395987	
0.2499612356272085	0.0016325419346831995	
0.25496123562720796	0.0016546399383887166	
0.2599612356272074	0.0016767331435677344	
0.26496123562720686	0.00169882148629445	
0.2699612356272063	0.0017209049026623237	
0.27496123562720576	0.0017429833287843184	
0.2799612356272052	0.0017650567007931567	
0.28496123562720466	0.0017871249548415695	
0.2899612356272041	0.001809188027102535	
0.29496123562720356	0.0018312458537695351	
0.299961235627203	0.0018532983710568068	
0.30496123562720245	0.001875345515199584	
0.3099612356272019	0.0018973872224543502	
0.31496123562720135	0.0019194234290990865	
0.3199612356272008	0.0019414540714335052	
0.32496123562720025	0.001963479085779311	
0.3299612356271997	0.0019854984084804544	
0.33496123562719915	0.002007511975903359	
0.3399612356271986	0.00202951972443719	
0.34496123562719805	0.0020515215904940752	
0.3499612356271975	0.00207351751050937	
0.35496123562719695	0.0020955074209418954	
0.3599612356271964	0.0021174912582741902	
0.36496123562719585	0.0021394689590127493	
0.3699612356271953	0.002161440459688275	
0.37496123562719474	0.0021834056968559105	
0.3799612356271942	0.0022053646070954963	
0.38496123562719364	0.002227317127011811	
0.3899612356271931	0.002249263193234805	
0.39496123562719254	0.0022712027424198764	
0.399961235627192	0.002293135711248066	
0.40496123562719144	0.0023150620364263443	
0.4099612356271909	0.0023369816546878167	
0.41496123562719034	0.0023588945027920145	
0.4199612356271898	0.0023808005175250764	
0.42496123562718924	0.002402699635700049	
0.4299612356271887	0.0024245917941571014	
0.43496123562718814	0.002446476929763743	
0.4399612356271876	0.002468354979415111	
0.44496123562718704	0.0024902258800341753	
0.4499612356271865	0.0025120895685720093	
0.45496123562718593	0.0025339459820079967	
0.4599612356271854	0.002555795057350117	
0.46496123562718483	0.002577636731635122	
0.4699612356271843	0.0025994709419288617	
0.47496123562718373	0.0026212976253264125	
0.4799612356271832	0.0026431167189524154	
0.48496123562718263	0.002664928159961258	
0.4899612356271821	0.002686731885537343	
0.49496123562718153	0.0027085278328953005	
0.499961235627181	0.002730315939280254	
