424 [3] / Zeitpunkt in s	424 [3] / Winkelbeschleunigung X, MCS in rad/s²	
0.0	0.0	
0.005035257801639547	0.0	
0.01003525780163954	0.0	
0.01503525780163951	0.0	
0.02003525780163948	0.0	
0.02503525780163945	0.0	
0.03003525780163942	0.0	
0.03503525780163952	0.0	
0.04003525780163966	0.0	
0.045035257801639805	0.0	
0.05003525780163995	0.0	
0.05503525780164009	0.0	
0.060035257801640235	0.0	
0.06503525780164038	0.0	
0.07003525780164052	0.0	
0.07503525780164066	0.0	
0.08003525780164081	0.0	
0.08503525780164095	0.0	
0.0900352578016411	0.0	
0.09503525780164124	0.0	
0.10003525780164138	0.0	
0.105002792168977	0.8460296119453699	
0.11000279216897714	0.8460296110882858	
0.11500279216897728	0.8460296077637809	
0.12000279216897743	0.8460295991298462	
0.12500279216897756	0.8460295812087586	
0.130002792168977	0.8460295488870824	
0.13500279216897645	0.8460294959156687	
0.1400027921689759	0.8460294149096586	
0.14500279216897535	0.8460292973484826	
0.1500027921689748	0.8460291335758661	
0.15500279216897425	0.8460289127998311	
0.1600027921689737	0.846028623092704	
0.16500279216897315	0.8460282513911195	
0.1700027921689726	0.8460277834960329	
0.17500279216897205	0.8460272040727307	
0.1800027921689715	0.8460264966508423	
0.18500279216897095	0.8460256436243605	
0.1900027921689704	0.8460246262516623	
0.19500279216896985	0.846023424655533	
0.2000027921689693	0.8460220178231964	
0.20497032653630431	-1.3981568107502347E-9	
0.20997032653630376	-1.5729595712432825E-9	
0.2149703265363032	-1.7475780970395019E-9	
0.21997032653630266	-1.9220125299740476E-9	
0.2249703265363021	-2.096263011780624E-9	
0.22997032653630156	-2.2703296840918273E-9	
0.234970326536301	-2.444212688438719E-9	
0.23997032653630046	-2.6179121662513263E-9	
0.2449703265362999	-2.791428258858574E-9	
0.24997032653629936	-2.964761107488241E-9	
0.2549703265362988	-3.1379108532671366E-9	
0.25997032653629826	-3.3108776372212392E-9	
0.2649703265362977	-3.483661600275665E-9	
0.26997032653629716	-3.6562628832546546E-9	
0.2749703265362966	-3.828681626881802E-9	
0.27997032653629605	-4.000917971780081E-9	
0.2849703265362955	-4.172972058471988E-9	
0.28997032653629495	-4.34484402737927E-9	
0.2949703265362944	-4.516534018823423E-9	
0.29997032653629385	-4.6880421730255994E-9	
0.3049703265362933	-4.859368630106485E-9	
0.30997032653629275	-5.030513530086782E-9	
0.3149703265362922	-5.201477012886913E-9	
0.31997032653629165	-5.372259218327183E-9	
0.3249703265362911	-5.5428602861279525E-9	
0.32997032653629055	-5.7132803559095186E-9	
0.33497032653629	-5.883519567192453E-9	
0.33997032653628945	-6.0535780593973585E-9	
0.3449703265362889	-6.2234559718452124E-9	
0.34997032653628835	-6.393153443757286E-9	
0.3549703265362878	-6.562670614255206E-9	
0.35997032653628724	-6.7320076223610315E-9	
0.3649703265362867	-6.901164606997536E-9	
0.36997032653628614	-7.0701417069878285E-9	
0.3749703265362856	-7.238939061055887E-9	
0.37997032653628504	-7.4075568078263415E-9	
0.3849703265362845	-7.575995085824624E-9	
0.38997032653628394	-7.744254033477055E-9	
0.3949703265362834	-7.9123337891108E-9	
0.39997032653628284	-8.08023449095424E-9	
0.4049703265362823	-8.247956277136637E-9	
0.40997032653628174	-8.41549928568852E-9	
0.4149703265362812	-8.582863654541443E-9	
0.41997032653628064	-8.750049521528418E-9	
0.4249703265362801	-8.917057024383807E-9	
0.42997032653627953	-9.08388630074312E-9	
0.434970326536279	-9.25053748814387E-9	
0.43997032653627843	-9.417010724024547E-9	
0.4449703265362779	-9.58330614572555E-9	
0.44997032653627733	-9.749423890489027E-9	
0.4549703265362768	-9.915364095458539E-9	
0.45997032653627623	-1.0081126897679916E-8	
0.4649703265362757	-1.0246712434100632E-8	
0.46997032653627513	-1.0412120841569943E-8	
0.4749703265362746	-1.0577352256839368E-8	
0.47997032653627403	-1.0742406816562647E-8	
0.4849703265362735	-1.0907284657295358E-8	
0.4899703265362729	-1.1071985915495214E-8	
0.4949703265362724	-1.123651072752248E-8	
0.4999703265362718	-1.1400859229639895E-8	
