424_3D [13] / Zeitpunkt in s	424_3D [13] / Winkelgeschwindigkeit X, MCS in rad/s	424_3D [13] / Zeitpunkt in s	424_3D [13] / Winkelgeschwindigkeit Y, MCS in rad/s	424_3D [13] / Zeitpunkt in s	424_3D [13] / Winkelgeschwindigkeit Z, MCS in rad/s	
0.25496123562720796	0.0016384093764106335	0.25496123562720796	-0.39120503953098745	0.25496123562720796	-0.03570402104758345	
0.2599612356272074	0.0017139973381654632	0.2599612356272074	-0.3912047936393237	0.2599612356272074	-0.035695688047190956	
0.26496123562720686	0.0017895692725801715	0.26496123562720686	-0.39120453428595164	0.26496123562720686	-0.035687244463509654	
0.2699612356272063	0.0018651249669813822	0.2699612356272063	-0.39120426147953585	0.2699612356272063	-0.035678690321029244	
0.27496123562720576	0.0019406642087465063	0.27496123562720576	-0.3912039752288801	0.27496123562720576	-0.03567002564455935	
0.2799612356272052	0.002016186785304443	0.2799612356272052	-0.3912036755429277	0.2799612356272052	-0.03566125045922941	
0.28496123562720466	0.002091692484136229	0.28496123562720466	-0.3912033624307607	0.28496123562720466	-0.03565236479048858	
0.2899612356272041	0.002167181092775726	0.2899612356272041	-0.3912030359016003	0.2899612356272041	-0.03564336866410552	
0.29496123562720356	0.002242652398810299	0.29496123562720356	-0.39120269596480595	0.29496123562720356	-0.03563426210616857	
0.299961235627203	0.002318106189881482	0.299961235627203	-0.3912023426298757	0.299961235627203	-0.03562504514308536	
0.30496123562720245	0.002393542253685658	0.30496123562720245	-0.3912019759064468	0.30496123562720245	-0.03561571780158283	
0.3099612356272019	0.0024689603779747362	0.3099612356272019	-0.39120159580429437	0.3099612356272019	-0.03560628010870715	
0.31496123562720135	0.0025443603505567796	0.31496123562720135	-0.3912012023333318	0.31496123562720135	-0.0355967320918236	
0.3199612356272008	0.002619741959296734	0.3199612356272008	-0.3912007955036107	0.3199612356272008	-0.035587073778616404	
0.32496123562720025	0.002695104992117079	0.32496123562720025	-0.3912003753253204	0.32496123562720025	-0.03557730519708863	
0.3299612356271997	0.002770449236998496	0.3299612356271997	-0.3911999418087887	0.3299612356271997	-0.03556742637556231	
0.33496123562719915	0.0028457744819805576	0.33496123562719915	-0.3911994949644806	0.33496123562719915	-0.03555743734267799	
0.3399612356271986	0.002921080515162358	0.3399612356271986	-0.39119903480299895	0.3399612356271986	-0.0355473381273945	
0.34496123562719805	0.0029963671247032098	0.34496123562719805	-0.39119856133508385	0.34496123562719805	-0.03553712875898936	
0.3499612356271975	0.003071634098823323	0.3499612356271975	-0.39119807457161254	0.3499612356271975	-0.035526809267058285	
0.35496123562719695	0.0031468812258044552	0.35496123562719695	-0.3911975745236	0.35496123562719695	-0.03551637968151528	
0.3599612356271964	0.0032221082939906005	0.3599612356271964	-0.39119706120219766	0.3599612356271964	-0.03550584003259232	
0.36496123562719585	0.0032973150917886443	0.36496123562719585	-0.3911965346186944	0.36496123562719585	-0.035495190350839444	
0.3699612356271953	0.003372501407669017	0.3699612356271953	-0.39119599478451544	0.3699612356271953	-0.03548443066712443	
0.37496123562719474	0.003447667030166391	0.37496123562719474	-0.39119544171122295	0.37496123562719474	-0.03547356101263281	
0.3799612356271942	0.003522811747880338	0.3799612356271942	-0.39119487541051495	0.3799612356271942	-0.035462581418867684	
0.38496123562719364	0.0035979353494760037	0.38496123562719364	-0.39119429589422605	0.38496123562719364	-0.035451491917649645	
0.3899612356271931	0.0036730376236847645	0.3899612356271931	-0.39119370317432745	0.3899612356271931	-0.03544029254111654	
0.39496123562719254	0.0037481183593048714	0.39496123562719254	-0.3911930972629256	0.39496123562719254	-0.0354289833217235	
0.399961235627192	0.003823177345202159	0.399961235627192	-0.39119247817226327	0.399961235627192	-0.03541756429224275	
0.40496123562719144	0.003898214370310696	0.40496123562719144	-0.39119184591471917	0.40496123562719144	-0.035406035485763425	
0.4099612356271909	0.003973229223633464	0.4099612356271909	-0.39119120050280654	0.4099612356271909	-0.035394396935691505	
0.41496123562719034	0.004048221694242958	0.41496123562719034	-0.3911905419491748	0.41496123562719034	-0.03538264867574991	
0.4199612356271898	0.0041231915712819315	0.4199612356271898	-0.3911898702666087	0.4199612356271898	-0.03537079073997755	
0.42496123562718924	0.004198138643964028	0.42496123562718924	-0.3911891854680273	0.42496123562718924	-0.03535882316273009	
0.4299612356271887	0.004273062701574427	0.4299612356271887	-0.39118848756648517	0.4299612356271887	-0.035346745978679456	
0.43496123562718814	0.004347963533470549	0.43496123562718814	-0.3911877765751717	0.43496123562718814	-0.03533455922281371	
0.4399612356271876	0.0044228409290826805	0.4399612356271876	-0.39118705250741054	0.4399612356271876	-0.035322262930436936	
0.44496123562718704	0.004497694677914679	0.44496123562718704	-0.3911863153766592	0.44496123562718704	-0.03530985713716913	
0.4499612356271865	0.004572524569544564	0.4499612356271865	-0.39118556519651	0.4499612356271865	-0.03529734187894598	
0.45496123562718593	0.004647330393625215	0.45496123562718593	-0.39118480198069006	0.45496123562718593	-0.03528471719201881	
0.4599612356271854	0.004722111939885065	0.4599612356271854	-0.3911840257430587	0.4599612356271854	-0.03527198311295425	
0.46496123562718483	0.004796868998128723	0.46496123562718483	-0.39118323649761033	0.46496123562718483	-0.03525913967863445	
0.4699612356271843	0.004871601358237661	0.4699612356271843	-0.391182434258472	0.4699612356271843	-0.03524618692625656	
0.47496123562718373	0.00494630881017084	0.47496123562718373	-0.3911816190399047	0.47496123562718373	-0.03523312489333287	
0.4799612356271832	0.005020991143965394	0.4799612356271832	-0.3911807908563026	0.4799612356271832	-0.03521995361769047	
0.48496123562718263	0.005095648149737302	0.48496123562718263	-0.3911799497221923	0.48496123562718263	-0.03520667313747116	
0.4899612356271821	0.005170279617682021	0.4899612356271821	-0.39117909565223385	0.4899612356271821	-0.03519328349113136	
0.49496123562718153	0.0052448853380751064	0.49496123562718153	-0.39117822866121954	0.49496123562718153	-0.035179784717442084	
0.499961235627181	0.005319465101272938	0.499961235627181	-0.39117734876407406	0.499961235627181	-0.035166176855488326	
0.5049612356271804	0.005394018697713358	0.5049612356271804	-0.39117645597585443	0.5049612356271804	-0.03515245994466916	
0.5099612356271799	0.005468545917916332	0.5099612356271799	-0.39117555031175	0.5099612356271799	-0.03513863402469772	
0.5149612356271793	0.005543046552484565	0.5149612356271793	-0.3911746317870817	0.5149612356271793	-0.035124699135601	
0.5199612356271788	0.0056175203921042015	0.5199612356271788	-0.3911737004173025	0.5199612356271788	-0.0351106553177196	
0.5249612356271782	0.005691967227545492	0.5249612356271782	-0.39117275621799674	0.5249612356271782	-0.03509650261170763	
0.5299612356271777	0.005766386849663386	0.5299612356271777	-0.39117179920487966	0.5299612356271777	-0.035082241058532505	
0.5349612356271771	0.005840779049398204	0.5349612356271771	-0.3911708293937982	0.5349612356271771	-0.03506787069947485	
0.5399612356271766	0.005915143617776332	0.5399612356271766	-0.39116984680073	0.5399612356271766	-0.035053391576128246	
0.544961235627176	0.005989480345910834	0.544961235627176	-0.3911688514417832	0.544961235627176	-0.03503880373039917	
0.5499612356271755	0.0060637890250021375	0.5499612356271755	-0.3911678433331968	0.5499612356271755	-0.03502410720450682	
0.5549612356271749	0.006138069446338662	0.5549612356271749	-0.3911668224913399	0.5549612356271749	-0.03500930204098275	
0.5599612356271744	0.006212321401297477	0.5599612356271744	-0.3911657889327117	0.5599612356271744	-0.03499438828267103	
0.5649612356271738	0.006286544681344988	0.5649612356271738	-0.3911647426739419	0.5649612356271738	-0.03497936597272779	
0.5699612356271733	0.006360739078037478	0.5699612356271733	-0.39116368373178884	0.5699612356271733	-0.034964235154621326	
0.5749612356271727	0.0064349043830218495	0.5749612356271727	-0.39116261212314146	0.5749612356271727	-0.0349489958721317	
0.5799612356271722	0.00650904038803628	0.5799612356271722	-0.3911615278650174	0.5799612356271722	-0.03493364816935093	
0.5849612356271716	0.006583146884910834	0.5849612356271716	-0.391160430974564	0.5849612356271716	-0.034918192090681914	
0.5899612356271711	0.006657223665568117	0.5899612356271711	-0.3911593214690564	0.5899612356271711	-0.034902627680839196	
0.5949612356271705	0.006731270522023942	0.5949612356271705	-0.39115819936589924	0.5949612356271705	-0.03488695498484858	
0.59996123562717	0.00680528724638799	0.59996123562717	-0.3911570646826257	0.59996123562717	-0.034871174048046676	
0.6049612356271694	0.006879273630864352	0.6049612356271694	-0.39115591743689654	0.6049612356271694	-0.03485528491608104	
0.6099612356271689	0.0069532294677523	0.6099612356271689	-0.3911547576465013	0.6099612356271689	-0.03483928763490978	
0.6149612356271683	0.007027154549446874	0.6149612356271683	-0.3911535853293567	0.6149612356271683	-0.03482318225080149	
0.6199612356271678	0.00710104866843955	0.6199612356271678	-0.3911524005035076	0.6199612356271678	-0.03480696881033495	
0.6249612356271672	0.007174911617318866	0.6249612356271672	-0.3911512031871257	0.6249612356271672	-0.03479064736039915	
0.6299612356271667	0.00724874318877108	0.6299612356271667	-0.39114999339851025	0.6299612356271667	-0.03477421794819288	
0.6349612356271661	0.007322543175580812	0.6349612356271661	-0.3911487711560874	0.6349612356271661	-0.034757680621224696	
0.6399612356271656	0.007396311370631644	0.6399612356271656	-0.3911475364784103	0.6399612356271656	-0.0347410354273127	
0.644961235627165	0.007470047566906814	0.644961235627165	-0.39114628938415774	0.644961235627165	-0.03472428241458432	
0.6499612356271645	0.007543751557489841	0.6499612356271645	-0.39114502989213545	0.6499612356271645	-0.03470742163147609	
0.6549612356271639	0.007617423135565179	0.6549612356271639	-0.3911437580212748	0.6549612356271639	-0.03469045312673362	
0.6599612356271634	0.007691062094418828	0.6599612356271634	-0.39114247379063305	0.6599612356271634	-0.034673376949411305	
0.6649612356271628	0.00776466822743904	0.6649612356271628	-0.39114117721939345	0.6649612356271628	-0.0346561931488723	
0.6699612356271623	0.00783824132811682	0.6699612356271623	-0.39113986832686387	0.6699612356271623	-0.03463890177478767	
0.6749612356271617	0.007911781190046685	0.6749612356271617	-0.39113854713247803	0.6749612356271617	-0.03462150287713695	
0.6799612356271612	0.007985287606927353	0.6799612356271612	-0.3911372136557941	0.6799612356271612	-0.034603996506207726	
0.6849612356271606	0.00805876037256222	0.6849612356271606	-0.39113586791649496	0.6849612356271606	-0.034586382712595405	
0.68996123562716	0.008132199280860035	0.68996123562716	-0.3911345099343876	0.68996123562716	-0.03456866154720297	
0.6949612356271595	0.00820560412583562	0.6949612356271595	-0.39113313972940306	0.6949612356271595	-0.034550833061240904	
0.699961235627159	0.008278974701610467	0.699961235627159	-0.3911317573215972	0.699961235627159	-0.03453289730622683	
0.7049612356271584	0.008352310802413356	0.7049612356271584	-0.3911303627311489	0.7049612356271584	-0.03451485433398545	
0.7099612356271578	0.008425612222580993	0.7099612356271578	-0.39112895597836045	0.7099612356271578	-0.034496704196648284	
0.7149612356271573	0.008498878756558659	0.7149612356271573	-0.3911275370836575	0.7149612356271573	-0.03447844694665355	
0.7199612356271567	0.008572110198900834	0.7199612356271567	-0.3911261060675886	0.7199612356271567	-0.03446008263674578	
0.7249612356271562	0.008645306344271826	0.7249612356271562	-0.39112466295082604	0.7249612356271562	-0.034441611319975814	
0.7299612356271556	0.00871846698744641	0.7299612356271556	-0.391123207754164	0.7299612356271556	-0.03442303304970038	
0.7349612356271551	0.008791591923310426	0.7349612356271551	-0.3911217404985162	0.7349612356271551	-0.0344043478795822	
0.7399612356271545	0.008864680946861535	0.7399612356271545	-0.3911202612049205	0.7399612356271545	-0.03438555586358947	
0.744961235627154	0.008937733853209636	0.744961235627154	-0.39111876989453664	0.744961235627154	-0.03436665705599593	
0.7499612356271534	0.009010750437577625	0.7499612356271534	-0.3911172665886453	0.7499612356271534	-0.03434765151138054	
0.7549612356271529	0.00908373049530204	0.7549612356271529	-0.3911157513086485	0.7549612356271529	-0.0343285392846268	
0.7599612356271523	0.009156673821833645	0.7599612356271523	-0.3911142240760691	0.7599612356271523	-0.03430932043092326	
0.7649612356271518	0.009229580212738073	0.7649612356271518	-0.3911126849125504	0.7649612356271518	-0.03428999500576309	
0.7699612356271512	0.009302449463696447	0.7699612356271512	-0.39111113383985713	0.7699612356271512	-0.034270563064943686	
0.7749612356271507	0.009375281370506017	0.7749612356271507	-0.3911095708798729	0.7749612356271507	-0.03425102466456661	
0.7799612356271501	0.009448075729080772	0.7799612356271501	-0.3911079960546016	0.7799612356271501	-0.03423137986103727	
0.7849612356271496	0.00952083233545206	0.7849612356271496	-0.391106409386167	0.7849612356271496	-0.034211628711064916	
0.789961235627149	0.009593550985769233	0.789961235627149	-0.391104810896812	0.789961235627149	-0.034191771271662154	
0.7949612356271485	0.009666231476300283	0.7949612356271485	-0.3911032006088985	0.7949612356271485	-0.03417180760014478	
0.7999612356271479	0.009738873603432417	0.7999612356271479	-0.3911015785449075	0.7999612356271479	-0.03415173775413173	
0.8049612356271474	0.009811477163672628	0.8049612356271474	-0.3910999447274384	0.8049612356271474	-0.03413156179154479	
0.8099612356271468	0.00988404195364847	0.8099612356271468	-0.3910982991792088	0.8099612356271468	-0.034111279770608245	
0.8149612356271463	0.009956567770108556	0.8149612356271463	-0.3910966419230544	0.8149612356271463	-0.03409089174984871	
0.8199612356271457	0.01002905440992324	0.8199612356271457	-0.3910949729819281	0.8199612356271457	-0.03407039778809508	
0.8249612356271452	0.010101501670085205	0.8249612356271452	-0.3910932923789011	0.8249612356271452	-0.03404979794447807	
0.8299612356271446	0.010173909347710092	0.8299612356271446	-0.39109160013716116	0.8299612356271446	-0.03402909227843013	
0.8349612356271441	0.010246277240037136	0.8349612356271441	-0.39108989628001345	0.8349612356271441	-0.03400828084968533	
0.8399612356271435	0.010318605144429727	0.8399612356271435	-0.3910881808308795	0.8399612356271435	-0.03398736371827855	
0.844961235627143	0.010390892858376088	0.844961235627143	-0.3910864538132967	0.844961235627143	-0.03396634094454584	
0.8499612356271424	0.01046314017948992	0.8499612356271424	-0.39108471525091937	0.8499612356271424	-0.033945212589124134	
0.8549612356271419	0.010535346905510846	0.8549612356271419	-0.3910829651675166	0.8549612356271419	-0.03392397871295081	
0.8599612356271413	0.010607512834305152	0.8599612356271413	-0.391081203586974	0.8599612356271413	-0.03390263937726363	
0.8649612356271408	0.010679637763866432	0.8649612356271408	-0.39107943053329197	0.8649612356271408	-0.03388119464360038	
0.8699612356271402	0.010751721492316145	0.8699612356271402	-0.391077646030586	0.8699612356271402	-0.033859644573798704	
0.8749612356271397	0.010823763817904262	0.8749612356271397	-0.3910758501030856	0.8749612356271397	-0.03383798922999589	
0.8799612356271391	0.01089576453900981	0.8799612356271391	-0.3910740427751354	0.8799612356271391	-0.03381622867462833	
0.8849612356271386	0.010967723454141537	0.8849612356271386	-0.39107222407119374	0.8849612356271386	-0.03379436297043193	
0.889961235627138	0.011039640361938536	0.889961235627138	-0.39107039401583266	0.889961235627138	-0.03377239218044126	
0.8949612356271375	0.011111515061170798	0.8949612356271375	-0.39106855263373785	0.8949612356271375	-0.033750316367989544	
0.8999612356271369	0.011183347350739928	0.8999612356271369	-0.391066699949708	0.8999612356271369	-0.03372813559670846	
0.9049612356271364	0.011255137029679558	0.9049612356271364	-0.3910648359886548	0.9049612356271364	-0.03370584993052781	
0.9099612356271358	0.011326883897156107	0.9099612356271358	-0.3910629607756028	0.9099612356271358	-0.03368345943367538	
0.9149612356271353	0.01139858775246936	0.9149612356271353	-0.39106107433568876	0.9149612356271353	-0.03366096417067654	
0.9199612356271347	0.011470248395053046	0.9199612356271347	-0.391059176694161	0.9199612356271347	-0.0336383642063544	
0.9249612356271342	0.01154186562447549	0.9249612356271342	-0.39105726787637973	0.9249612356271342	-0.03361565960582889	
0.9299612356271336	0.011613439240440164	0.9299612356271336	-0.3910553479078167	0.9299612356271336	-0.033592850434516805	
0.9349612356271331	0.011684969042786316	0.9349612356271331	-0.39105341681405476	0.9349612356271331	-0.03356993675813182	
0.9399612356271325	0.01175645483148958	0.9399612356271325	-0.39105147462078776	0.9399612356271325	-0.03354691864268399	
0.944961235627132	0.011827896406662541	0.944961235627132	-0.39104952135381954	0.944961235627132	-0.03352379615447967	
0.9499612356271314	0.011899293568555439	0.9499612356271314	-0.3910475570390644	0.9499612356271314	-0.033500569360120976	
0.9549612356271309	0.011970646117556553	0.9549612356271309	-0.3910455817025468	0.9549612356271309	-0.033477238326505836	
0.9599612356271303	0.012041953854192997	0.9599612356271303	-0.3910435953704002	0.9599612356271303	-0.03345380312082754	
0.9649612356271298	0.012113216579131258	0.9649612356271298	-0.39104159806886785	0.9649612356271298	-0.0334302638105746	
0.9699612356271292	0.012184434093177786	0.9699612356271292	-0.39103958982430137	0.9699612356271292	-0.03340662046353048	
0.9749612356271287	0.012255606197279608	0.9749612356271287	-0.3910375706631617	0.9749612356271287	-0.03338287314777318	
0.9799612356271281	0.012326732692524916	0.9799612356271281	-0.39103554061201784	0.9799612356271281	-0.03335902193167525	
0.9849612356271276	0.012397813380143648	0.9849612356271276	-0.3910334996975464	0.9849612356271276	-0.03333506688390336	
0.989961235627127	0.012468848061508086	0.989961235627127	-0.3910314479465326	0.989961235627127	-0.03331100807341793	
0.9949612356271265	0.01253983653813355	0.9949612356271265	-0.3910293853858683	0.9949612356271265	-0.03328684556947315	
0.9999612356271259	0.012610778611678721	0.9999612356271259	-0.39102731204255214	0.9999612356271259	-0.03326257944161653	
1.0049612356271254	0.012681674083946505	1.0049612356271254	-0.3910252279436908	1.0049612356271254	-0.0332382097596887	
1.0099612356271248	0.01275252275688452	1.0099612356271248	-0.3910231331164965	1.0099612356271248	-0.03321373659382341	
1.0149612356271243	0.01282332443258568	1.0149612356271243	-0.39102102758828716	1.0149612356271243	-0.03318916001444641	
1.0199612356271237	0.012894078913288826	1.0199612356271237	-0.39101891138648776	1.0199612356271237	-0.033164480092276044	
1.0249612356271232	0.01296478600137925	1.0249612356271232	-0.3910167845386266	1.0249612356271232	-0.03313969689832262	
1.0299612356271226	0.013035445499389344	1.0299612356271226	-0.39101464707234035	1.0299612356271226	-0.033114810503888314	
1.034961235627122	0.013106057209999179	1.034961235627122	-0.3910124990153674	1.034961235627122	-0.03308982098056685	
1.0399612356271215	0.013176620936037099	1.0399612356271215	-0.39101034039555294	1.0399612356271215	-0.03306472840024314	
1.044961235627121	0.013247136480480173	1.044961235627121	-0.3910081712408446	1.044961235627121	-0.03303953283509307	
1.0499612356271204	0.013317603646454935	1.0499612356271204	-0.3910059915792941	1.0499612356271204	-0.03301423435758319	
1.0549612356271199	0.01338802223723793	1.0549612356271199	-0.39100380143905805	1.0549612356271199	-0.0329888330404705	
1.0599612356271193	0.013458392056256286	1.0599612356271193	-0.39100160084839486	1.0599612356271193	-0.03296332895680215	
1.0649612356271188	0.013528712907088309	1.0649612356271188	-0.39099938983566657	1.0649612356271188	-0.03293772217991518	
1.0699612356271182	0.013598984593464042	1.0699612356271182	-0.3909971684293372	1.0699612356271182	-0.03291201278343629	
1.0749612356271177	0.01366920691926586	1.0749612356271177	-0.3909949366579729	1.0749612356271177	-0.032886200841281375	
1.079961235627117	0.01373937968852907	1.079961235627117	-0.39099269455024255	1.079961235627117	-0.032860286427655476	
1.0849612356271165	0.013809502705442438	1.0849612356271165	-0.39099044213491535	1.0849612356271165	-0.03283426961705243	
1.089961235627116	0.013879575774348766	1.089961235627116	-0.3909881794408626	1.089961235627116	-0.03280815048425454	
1.0949612356271154	0.013949598699745507	1.0949612356271154	-0.39098590649705617	1.0949612356271154	-0.0327819291043323	
1.099961235627115	0.014019571286285337	1.099961235627115	-0.39098362333256786	1.099961235627115	-0.032755605552644416	
1.1049612356271143	0.014089493338776739	1.1049612356271143	-0.3909813299765704	1.1049612356271143	-0.03272917990483671	
1.1099612356271138	0.014159364662184556	1.1099612356271138	-0.3909790264583359	1.1099612356271138	-0.03270265223684264	
1.1149612356271132	0.014229185061630536	1.1149612356271132	-0.39097671280723606	1.1149612356271132	-0.03267602262488277	
1.1199612356271127	0.014298954342394022	1.1199612356271127	-0.39097438905274184	1.1199612356271127	-0.03264929114546445	
1.1249612356271121	0.014368672309912426	1.1249612356271121	-0.39097205522442247	1.1249612356271121	-0.03262245787538154	
1.1299612356271116	0.01443833876978171	1.1299612356271116	-0.3909697113519465	1.1299612356271116	-0.03259552289171416	
1.134961235627111	0.014507953527757123	1.134961235627111	-0.39096735746507966	1.134961235627111	-0.0325684862718284	
1.1399612356271105	0.0145775163897537	1.1399612356271105	-0.390964993593686	1.1399612356271105	-0.03254134809337594	
1.14496123562711	0.014647027161846867	1.14496123562711	-0.39096261976772645	1.14496123562711	-0.03251410843429386	
1.1499612356271094	0.014716485650272951	1.1499612356271094	-0.39096023601725977	1.1499612356271094	-0.032486767372804363	
1.1549612356271088	0.014785891661429785	1.1549612356271088	-0.39095784237244074	1.1549612356271088	-0.0324593249874144	
1.1599612356271083	0.014855245001877262	1.1599612356271083	-0.39095543886352063	1.1599612356271083	-0.03243178135691538	
1.1649612356271077	0.014924545478337978	1.1649612356271077	-0.390953025520847	1.1649612356271077	-0.032404136560382976	
1.1699612356271072	0.01499379289769757	1.1699612356271072	-0.39095060237486257	1.1699612356271072	-0.03237639067717679	
1.1749612356271066	0.015062987067005493	1.1749612356271066	-0.39094816945610555	1.1749612356271066	-0.03234854378693998	
1.179961235627106	0.015132127793475525	1.179961235627106	-0.3909457267952087	1.179961235627106	-0.032320595969599096	
1.1849612356271055	0.015201214884486332	1.1849612356271055	-0.3909432744229007	1.1849612356271055	-0.03229254730536361	
1.189961235627105	0.015270248147581999	1.189961235627105	-0.39094081237000283	1.189961235627105	-0.03226439787472609	
1.1949612356271044	0.015339227390472608	1.1949612356271044	-0.3909383406674311	1.1949612356271044	-0.032236147758460995	
1.1999612356271039	0.015408152421034825	1.1999612356271039	-0.39093585934619424	1.1999612356271039	-0.03220779703762513	
1.2049612356271033	0.01547702304731245	1.2049612356271033	-0.390933368437395	1.2049612356271033	-0.03217934579355712	
1.2099612356271028	0.015545839077516856	1.2099612356271028	-0.39093086797222854	1.2099612356271028	-0.0321507941078772	
1.2149612356271022	0.015614600320027669	1.2149612356271022	-0.39092835798198206	1.2149612356271022	-0.03212214206248678	
1.2199612356271017	0.015683306583393317	1.2199612356271017	-0.3909258384980354	1.2199612356271017	-0.03209338973956824	
1.2249612356271011	0.01575195767633166	1.2249612356271011	-0.3909233095518598	1.2249612356271011	-0.032064537221584546	
