424_3D [13] / Zeitpunkt in s	424_3D [13] / Winkelbeschleunigung X, MCS in rad/s²	424_3D [13] / Zeitpunkt in s	424_3D [13] / Winkelbeschleunigung Y, MCS in rad/s²	424_3D [13] / Zeitpunkt in s	424_3D [13] / Winkelbeschleunigung Z, MCS in rad/s²	
0.2599612356272074	0.01511606080777597	0.2599612356272074	5.0470942759082114E-5	0.2599612356272074	0.0016772168841612295	
0.26496123562720686	0.015112834921427508	0.26496123562720686	5.316245727005438E-5	0.26496123562720686	0.0016993312015552878	
0.2699612356272063	0.015109566505256728	0.2699612356272063	5.585222546314861E-5	0.2699612356272063	0.0017214405902950946	
0.27496123562720576	0.015106255569488553	0.27496123562720576	5.8540219503812904E-5	0.27496123562720576	0.00174354498640796	
0.2799612356272052	0.01510290212448285	0.2799612356272052	6.122641158102923E-5	0.2799612356272052	0.001765644325940987	
0.28496123562720466	0.015099506180734273	0.28496123562720466	6.391077390762455E-5	0.28496123562720466	0.0017877385449613	
0.2899612356272041	0.015096067748872238	0.2899612356272041	6.659327872058271E-5	0.2899612356272041	0.0018098275795563072	
0.29496123562720356	0.015092586839660914	0.29496123562720356	6.927389828135606E-5	0.29496123562720356	0.001831911365833939	
0.299961235627203	0.015089063463999079	0.299961235627203	7.195260487617612E-5	0.299961235627203	0.0018539898399229	
0.30496123562720245	0.015085497632920105	0.30496123562720245	7.462937081636433E-5	0.30496123562720245	0.0018760629379729317	
0.3099612356272019	0.015081889357591877	0.3099612356272019	7.730416843864289E-5	0.3099612356272019	0.001898130596155046	
0.31496123562720135	0.015078238649316742	0.31496123562720135	7.997697010544288E-5	0.31496123562720135	0.001920192750661771	
0.3199612356272008	0.015074545519531413	0.3199612356272008	8.264774820521588E-5	0.3199612356272008	0.001942249337707392	
0.32496123562720025	0.015070809979806902	0.32496123562720025	8.53164751527429E-5	0.32496123562720025	0.001964300293528235	
0.3299612356271997	0.015067032041848531	0.3299612356271997	8.798312338944332E-5	0.3299612356271997	0.0019863455543828847	
0.33496123562719915	0.015063211717495778	0.33496123562719915	9.064766538368383E-5	0.33496123562719915	0.0020083850565524265	
0.3399612356271986	0.015059349018722103	0.3399612356271986	9.3310073631085E-5	0.3399612356271986	0.0020304187363407245	
0.34496123562719805	0.015055443957635096	0.34496123562719805	9.597032065483103E-5	0.34496123562719805	0.00205244653007462	
0.3499612356271975	0.01505149654647625	0.3499612356271975	9.86283790059772E-5	0.3499612356271975	0.002074468374104234	
0.35496123562719695	0.015047506797621023	0.35496123562719695	1.0128422126375663E-4	0.35496123562719695	0.002096484204803165	
0.3599612356271964	0.015043474723578625	0.3599612356271964	1.0393782003588779E-4	0.3599612356271964	0.00211849395856878	
0.36496123562719585	0.01503940033699203	0.36496123562719585	1.0658914795888046E-4	0.36496123562719585	0.002140497571822414	
0.3699612356271953	0.015035283650637872	0.3699612356271953	1.0923817769834149E-4	0.3699612356271953	0.002162494981009644	
0.37496123562719474	0.015031124677426382	0.37496123562719474	1.1188488194928154E-4	0.37496123562719474	0.0021844861226005376	
0.3799612356271942	0.015026923430401249	0.3799612356271942	1.1452923343642008E-4	0.3799612356271942	0.0022064709330898782	
0.38496123562719364	0.015022679922739654	0.38496123562719364	1.1717120491449089E-4	0.38496123562719364	0.002228449348997423	
0.3899612356271931	0.015018394167752094	0.3899612356271931	1.1981076916854582E-4	0.3899612356271931	0.00225042130686815	
0.39496123562719254	0.015014066178882344	0.39496123562719254	1.2244789901425917E-4	0.39496123562719254	0.0022723867432724856	
0.399961235627192	0.015009695969707394	0.399961235627192	1.2508256729823206E-4	0.399961235627192	0.0022943455948065666	
0.40496123562719144	0.015005283553937342	0.40496123562719144	1.2771474689829624E-4	0.40496123562719144	0.0023162977980924837	
0.4099612356271909	0.01500082894541528	0.4099612356271909	1.3034441072381684E-4	0.4099612356271909	0.0023382432897785057	
0.41496123562719034	0.014996332158117397	0.41496123562719034	1.329715317159943E-4	0.41496123562719034	0.0023601820065393443	
0.4199612356271898	0.0149917932061525	0.4199612356271898	1.3559608284816643E-4	0.4199612356271898	0.0023821138850763806	
0.42496123562718924	0.014987212103762306	0.42496123562718924	1.382180371261121E-4	0.42496123562718924	0.0024040388621179264	
0.4299612356271887	0.014982588865321228	0.4299612356271887	1.4083736758835095E-4	0.4299612356271887	0.0024259568744194374	
0.43496123562718814	0.01497792350533629	0.43496123562718814	1.4345404730644587E-4	0.43496123562718814	0.0024478678587637973	
0.4399612356271876	0.014973216038447038	0.4399612356271876	1.460680493853022E-4	0.4399612356271876	0.0024697717519615073	
0.44496123562718704	0.014968466479425444	0.44496123562718704	1.4867934696346992E-4	0.44496123562718704	0.0024916684908509895	
0.4499612356271865	0.014963674843175822	0.4499612356271865	1.512879132134403E-4	0.4499612356271865	0.0025135580122987652	
0.45496123562718593	0.014958841144734829	0.45496123562718593	1.538937213419469E-4	0.45496123562718593	0.0025354402531997345	
0.4599612356271854	0.014953965399271147	0.4599612356271854	1.5649674459026472E-4	0.4599612356271854	0.0025573151504773924	
0.46496123562718483	0.014949047622085668	0.46496123562718483	1.5909695623450925E-4	0.46496123562718483	0.0025791826410841135	
0.4699612356271843	0.0149440878286112	0.4699612356271843	1.616943295859331E-4	0.4699612356271843	0.0026010426620013353	
0.47496123562718373	0.014939086034412508	0.47496123562718373	1.6428883799122422E-4	0.47496123562718373	0.002622895150239846	
0.4799612356271832	0.014934042255186143	0.4799612356271832	1.668804548328028E-4	0.4799612356271832	0.002644740042839984	
0.48496123562718263	0.01492895650676035	0.48496123562718263	1.6946915352911864E-4	0.48496123562718263	0.0026665772768719085	
0.4899612356271821	0.014923828805095013	0.4899612356271821	1.7205490753494673E-4	0.4899612356271821	0.0026884067894358283	
0.49496123562718153	0.014918659166281628	0.49496123562718153	1.7463769034168212E-4	0.49496123562718153	0.0027102285176622168	
0.499961235627181	0.014913447606542986	0.499961235627181	1.7721747547763586E-4	0.499961235627181	0.0027320423987120743	
0.5049612356271804	0.014908194142233202	0.5049612356271804	1.7979423650833027E-4	0.5049612356271804	0.00275384836977719	
0.5099612356271799	0.014902898789837695	0.5099612356271799	1.8236794703679337E-4	0.5099612356271799	0.0027756463680803146	
0.5149612356271793	0.014897561565973003	0.5149612356271793	1.8493858070385186E-4	0.5149612356271793	0.002797436330875457	
0.5199612356271788	0.014892182487386727	0.5199612356271788	1.875061111884253E-4	0.5199612356271788	0.002819218195448083	
0.5249612356271782	0.014886761570957419	0.5249612356271782	1.900705122078196E-4	0.5249612356271782	0.0028409918991153965	
0.5299612356271777	0.014881298833694412	0.5299612356271777	1.9263175751801744E-4	0.5299612356271777	0.0028627573792265114	
0.5349612356271771	0.014875794292737858	0.5349612356271771	1.9518982091397082E-4	0.5349612356271771	0.002884514573162743	
0.5399612356271766	0.014870247965358496	0.5399612356271766	1.9774467622989372E-4	0.5399612356271766	0.0029062634183378124	
0.544961235627176	0.014864659868957634	0.544961235627176	2.0029629733955134E-4	0.544961235627176	0.0029280038521980857	
0.5499612356271755	0.014859030021067022	0.5499612356271755	2.0284465815655273E-4	0.5499612356271755	0.002949735812222837	
0.5549612356271749	0.014853358439348681	0.5549612356271749	2.0538973263463852E-4	0.5549612356271749	0.002971459235924445	
0.5599612356271744	0.014847645141594938	0.5599612356271744	2.0793149476797164E-4	0.5599612356271744	0.0029931740608486425	
0.5649612356271738	0.014841890145728207	0.5649612356271738	2.10469918591427E-4	0.5649612356271738	0.0030148802245747713	
0.5699612356271733	0.014836093469800908	0.5699612356271733	2.1300497818087607E-4	0.5699612356271733	0.0030365776647159723	
0.5749612356271727	0.01483025513199544	0.5749612356271727	2.1553664765347849E-4	0.5749612356271727	0.003058266318919442	
0.5799612356271722	0.014824375150624045	0.5799612356271722	2.1806490116797013E-4	0.5799612356271722	0.003079946124866671	
0.5849612356271716	0.01481845354412848	0.5849612356271716	2.2058971292494465E-4	0.5849612356271716	0.0031016170202736804	
0.5899612356271711	0.014812490331080137	0.5899612356271711	2.231110571671447E-4	0.5899612356271711	0.003123278942891213	
0.5949612356271705	0.014806485530179976	0.5949612356271705	2.2562890817974735E-4	0.5949612356271705	0.003144931830505035	
0.59996123562717	0.014800439160258264	0.59996123562717	2.281432402906478E-4	0.59996123562717	0.0031665756209361224	
0.6049612356271694	0.014794351240274563	0.6049612356271694	2.3065402787074294E-4	0.6049612356271694	0.0031882102520408473	
0.6099612356271689	0.014788221789317569	0.6099612356271689	2.3316124533421804E-4	0.6099612356271689	0.0032098356617113175	
0.6149612356271683	0.014782050826605003	0.6149612356271683	2.3566486713882902E-4	0.6149612356271683	0.0032314517878755176	
0.6199612356271678	0.014775838371483508	0.6199612356271678	2.3816486778618624E-4	0.6199612356271678	0.003253058568497571	
0.6249612356271672	0.014769584443428551	0.6249612356271672	2.4066122182203647E-4	0.6249612356271672	0.0032746559415779844	
0.6299612356271667	0.014763289062044297	0.6299612356271667	2.4315390383654515E-4	0.6299612356271667	0.0032962438451538526	
0.6349612356271661	0.01475695224706347	0.6349612356271661	2.4564288846457786E-4	0.6349612356271661	0.0033178222172990796	
0.6399612356271656	0.0147505740183473	0.6399612356271656	2.481281503859797E-4	0.6399612356271656	0.003339390996124635	
0.644961235627165	0.014744154395885306	0.644961235627165	2.506096643258569E-4	0.644961235627165	0.0033609501197787604	
0.6499612356271645	0.014737693399795276	0.6499612356271645	2.530874050548563E-4	0.6499612356271645	0.003382499526447223	
0.6549612356271639	0.014731191050323092	0.6549612356271639	2.555613473894455E-4	0.6549612356271639	0.003404039154353501	
0.6599612356271634	0.014724647367842661	0.6599612356271634	2.5803146619218965E-4	0.6599612356271634	0.003425568941759046	
0.6649612356271628	0.014718062372855844	0.6649612356271628	2.6049773637203295E-4	0.6649612356271628	0.0034470888269635233	
0.6699612356271623	0.01471143608599204	0.6699612356271623	2.6296013288456746E-4	0.6699612356271623	0.0034685987483049573	
0.6749612356271617	0.01470476852800841	0.6749612356271617	2.654186307323179E-4	0.6749612356271617	0.003490098644160062	
0.6799612356271612	0.014698059719789621	0.6799612356271612	2.678732049650188E-4	0.6799612356271612	0.0035115884529443968	
0.6849612356271606	0.014691309682347761	0.6849612356271606	2.703238306798849E-4	0.6849612356271606	0.0035330681131126255	
0.68996123562716	0.014684518436822122	0.68996123562716	2.7277048302188543E-4	0.68996123562716	0.003554537563158695	
0.6949612356271595	0.014677686004479199	0.6949612356271595	2.752131371840244E-4	0.6949612356271595	0.0035759967416161085	
0.699961235627159	0.0146708124067125	0.699961235627159	2.776517684076104E-4	0.699961235627159	0.0035974455870581433	
0.7049612356271584	0.014663897665042414	0.7049612356271584	2.800863519825308E-4	0.7049612356271584	0.0036188840380980587	
0.7099612356271578	0.014656941801116125	0.7099612356271578	2.8251686324752394E-4	0.7099612356271578	0.003640312033389291	
0.7149612356271573	0.01464994483670747	0.7149612356271573	2.8494327759045254E-4	0.7149612356271573	0.0036617295116257646	
0.7199612356271567	0.014642906793716786	0.7199612356271567	2.873655704485724E-4	0.7199612356271567	0.0036831364115419945	
0.7249612356271562	0.014635827694170864	0.7249612356271562	2.897837173088068E-4	0.7249612356271562	0.003704532671913448	
0.7299612356271556	0.014628707560222715	0.7299612356271556	2.9219769370801243E-4	0.7299612356271556	0.003725918231556635	
0.7349612356271551	0.014621546414151407	0.7349612356271551	2.9460747523325174E-4	0.7349612356271551	0.003747293029329363	
0.7399612356271545	0.014614344278362104	0.7399612356271545	2.970130375220632E-4	0.7399612356271545	0.0037686570041310097	
0.744961235627154	0.014607101175385885	0.744961235627154	2.9941435626272566E-4	0.744961235627154	0.0037900100949027193	
0.7499612356271534	0.014599817127879581	0.7499612356271534	3.0181140719452715E-4	0.7499612356271534	0.003811352240627569	
0.7549612356271529	0.01459249215862548	0.7549612356271529	3.042041661080313E-4	0.7549612356271529	0.0038326833803308574	
0.7599612356271523	0.014585126290531474	0.7599612356271523	3.0659260884534643E-4	0.7599612356271523	0.003854003453080321	
0.7649612356271518	0.01457771954663079	0.7649612356271518	3.0897671130038966E-4	0.7649612356271518	0.00387531239798627	
0.7699612356271512	0.014570271950081919	0.7699612356271512	3.113564494191519E-4	0.7699612356271512	0.003896610154201932	
0.7749612356271507	0.014562783524168375	0.7749612356271507	3.1373179919996243E-4	0.7749612356271507	0.003917896660923575	
0.7799612356271501	0.01455525429229862	0.7799612356271501	3.161027366937517E-4	0.7799612356271501	0.003939171857390721	
0.7849612356271496	0.014547684278006026	0.7849612356271496	3.184692380043166E-4	0.7849612356271496	0.003960435682886433	
0.789961235627149	0.014540073504948568	0.789961235627149	3.2083127928858075E-4	0.789961235627149	0.003981688076737486	
0.7949612356271485	0.014532421996908752	0.7949612356271485	3.2318883675685773E-4	0.7949612356271485	0.0040029289783146	
0.7999612356271479	0.014524729777793536	0.7999612356271479	3.25541886673111E-4	0.7999612356271479	0.004024158327032609	
0.8049612356271474	0.014516996871634163	0.8049612356271474	3.2789040535521316E-4	0.8049612356271474	0.0040453760623507164	
0.8099612356271468	0.014509223302585984	0.8099612356271468	3.3023436917520895E-4	0.8099612356271468	0.004066582123772719	
0.8149612356271463	0.014501409094928313	0.8149612356271463	3.32573754559572E-4	0.8149612356271463	0.004087776450847211	
0.8199612356271457	0.014493554273064377	0.8199612356271457	3.349085379894643E-4	0.8199612356271457	0.004108958983167739	
0.8249612356271452	0.014485658861521089	0.8249612356271452	3.3723869600099383E-4	0.8249612356271452	0.004130129660373139	
0.8299612356271446	0.014477722884948937	0.8299612356271446	3.395642051854711E-4	0.8299612356271446	0.004151288422147627	
0.8349612356271441	0.014469746368121941	0.8349612356271441	3.4188504218966815E-4	0.8349612356271441	0.004172435208221095	
0.8399612356271435	0.014461729335937215	0.8399612356271435	3.442011837160668E-4	0.8399612356271435	0.004193569958369272	
0.844961235627143	0.01445367181341509	0.844961235627143	3.465126065231214E-4	0.844961235627143	0.004214692612413946	
0.8499612356271424	0.014445573825698955	0.8499612356271424	3.4881928742551215E-4	0.8499612356271424	0.004235803110223207	
0.8549612356271419	0.014437435398054999	0.8549612356271419	3.5112120329439323E-4	0.8549612356271419	0.004256901391711596	
0.8599612356271413	0.014429256555872207	0.8599612356271413	3.5341833105765E-4	0.8599612356271413	0.004277987396840363	
0.8649612356271408	0.014421037324662083	0.8649612356271408	3.557106477001515E-4	0.8649612356271408	0.004299061065617654	
0.8699612356271402	0.014412777730058581	0.8699612356271402	3.5799813026400075E-4	0.8699612356271402	0.004320122338098774	
0.8749612356271397	0.014404477797817946	0.8749612356271397	3.602807558487863E-4	0.8749612356271397	0.004341171154386284	
0.8799612356271391	0.014396137553818444	0.8799612356271391	3.6255850161182897E-4	0.8799612356271391	0.004362207454630335	
0.8849612356271386	0.014387757024060512	0.8849612356271386	3.648313447684367E-4	0.8849612356271386	0.004383231179028753	
0.889961235627138	0.014379336234666298	0.889961235627138	3.670992625921495E-4	0.889961235627138	0.004404242267827388	
0.8949612356271375	0.014370875211879679	0.8949612356271375	3.69362232414987E-4	0.8949612356271375	0.004425240661320168	
0.8999612356271369	0.014362373982066077	0.8999612356271369	3.716202316276995E-4	0.8999612356271369	0.004446226299849437	
0.9049612356271364	0.014353832571712273	0.9049612356271364	3.738732376800087E-4	0.9049612356271364	0.00446719912380606	
0.9099612356271358	0.014345251007426377	0.9099612356271358	3.7612122808085616E-4	0.9099612356271358	0.004488159073629684	
0.9149612356271353	0.014336629315937493	0.9149612356271353	3.7836418039864937E-4	0.9149612356271353	0.00450910608980893	
0.9199612356271347	0.014327967524095802	0.9199612356271347	3.8060207226150674E-4	0.9199612356271347	0.004530040112881594	
0.9249612356271342	0.014319265658872139	0.9249612356271342	3.82834881357497E-4	0.9249612356271342	0.004550961083434827	
0.9299612356271336	0.014310523747357933	0.9299612356271336	3.850625854348829E-4	0.9299612356271336	0.004571868942105416	
0.9349612356271331	0.014301741816765186	0.9349612356271331	3.872851623023671E-4	0.9349612356271331	0.004592763629579895	
0.9399612356271325	0.01429291989442622	0.9399612356271325	3.8950258982933046E-4	0.9399612356271325	0.004613645086594816	
0.944961235627132	0.014284058007793535	0.944961235627132	3.917148459460729E-4	0.944961235627132	0.0046345132539368965	
0.9499612356271314	0.014275156184439605	0.9499612356271314	3.939219086440551E-4	0.9499612356271314	0.0046553680724432615	
0.9549612356271309	0.014266214452056834	0.9549612356271309	3.9612375597613197E-4	0.9549612356271309	0.004676209483001626	
0.9599612356271303	0.01425723283845728	0.9599612356271303	3.983203660567956E-4	0.9599612356271303	0.004697037426550446	
0.9649612356271298	0.014248211371572582	0.9649612356271298	4.0051171706241285E-4	0.9649612356271298	0.004717851844079252	
0.9699612356271292	0.014239150079453785	0.9699612356271292	4.0269778723146105E-4	0.9699612356271292	0.004738652676628718	
0.9749612356271287	0.014230048990271133	0.9749612356271287	4.0487855486476227E-4	0.9749612356271287	0.0047594398652909	
0.9799612356271281	0.014220908132313994	0.9799612356271281	4.07053998325723E-4	0.9799612356271281	0.004780213351209492	
0.9849612356271276	0.014211727533990632	0.9849612356271276	4.092240960405629E-4	0.9849612356271276	0.004800973075579917	
0.989961235627127	0.014202507223828069	0.989961235627127	4.1138882649855227E-4	0.989961235627127	0.0048217189796496175	
0.9949612356271265	0.014193247230471941	0.9949612356271265	4.1354816825224614E-4	0.9949612356271265	0.004842451004718219	
0.9999612356271259	0.014183947582686282	0.9999612356271259	4.157020999177088E-4	0.9999612356271259	0.004863169092137688	
1.0049612356271254	0.014174608309353496	1.0049612356271254	4.178506001747535E-4	1.0049612356271254	0.004883873183312581	
1.0099612356271248	0.014165229439474167	1.0099612356271248	4.1999364776717265E-4	1.0099612356271248	0.0049045632197002465	
1.0149612356271243	0.014155811002166577	1.0149612356271243	4.2213122150295754E-4	1.0149612356271243	0.004925239142810945	
1.0199612356271237	0.014146353026666995	1.0199612356271237	4.2426330025453974E-4	1.0199612356271237	0.0049459008942081455	
1.0249612356271232	0.014136855542329194	1.0249612356271232	4.2638986295901E-4	1.0249612356271232	0.004966548415508604	
1.0299612356271226	0.014127318578624568	1.0299612356271226	4.285108886183533E-4	1.0299612356271226	0.00498718164838268	
1.034961235627122	0.014117742165141722	1.034961235627122	4.3062635629967074E-4	1.034961235627122	0.005007800534554467	
1.0399612356271215	0.01410812633158647	1.0399612356271215	4.3273624513540766E-4	1.0399612356271215	0.0050284050158019514	
1.044961235627121	0.01409847110778153	1.044961235627121	4.348405343235735E-4	1.044961235627121	0.005048995033957257	
1.0499612356271204	0.01408877652366645	1.0499612356271204	4.3693920312796997E-4	1.0499612356271204	0.005069570530906785	
1.0549612356271199	0.014079042609297435	1.0549612356271199	4.3903223087841524E-4	1.0549612356271199	0.005090131448591482	
1.0599612356271193	0.014069269394847175	1.0599612356271193	4.411195969709652E-4	1.0599612356271193	0.005110677729006967	
1.0649612356271188	0.014059456910604656	1.0649612356271188	4.432012808681355E-4	1.0649612356271188	0.005131209314203765	
1.0699612356271182	0.014049605186975034	1.0699612356271182	4.4527726209912154E-4	1.0699612356271182	0.005151726146287398	
1.0749612356271177	0.014039714254479385	1.0749612356271177	4.473475202600193E-4	1.0749612356271177	0.005172228167418717	
1.079961235627117	0.014029784143754652	1.079961235627117	4.494120350140455E-4	1.079961235627117	0.005192715319814029	
1.0849612356271165	0.01401981488555339	1.0849612356271165	4.51470786091754E-4	1.0849612356271165	0.0052131875457452495	
1.089961235627116	0.014009806510743645	1.089961235627116	4.5352375329125425E-4	1.089961235627116	0.0052336447875400505	
1.0949612356271154	0.013999759050308728	1.0949612356271154	4.5557091647842725E-4	1.0949612356271154	0.005254086987582236	
1.099961235627115	0.013989672535347181	1.099961235627115	4.5761225558714637E-4	1.099961235627115	0.005274514088311645	
1.1049612356271143	0.013979546997072323	1.1049612356271143	4.59647750619483E-4	1.1049612356271143	0.005294926032224685	
1.1099612356271138	0.01396938246681234	1.1099612356271138	4.6167738164592875E-4	1.1099612356271138	0.005315322761874157	
1.1149612356271132	0.013959178976010046	1.1149612356271132	4.637011288056067E-4	1.1149612356271132	0.00533570421986968	
1.1199612356271127	0.013948936556222691	1.1199612356271127	4.6571897230648565E-4	1.1199612356271127	0.005356070348877857	
1.1249612356271121	0.013938655239121776	1.1249612356271121	4.677308924255893E-4	1.1249612356271121	0.005376421091622309	
1.1299612356271116	0.01392833505649294	1.1299612356271116	4.6973686950920623E-4	1.1299612356271116	0.005396756390884018	
1.134961235627111	0.013917976040235721	1.134961235627111	4.717368839731024E-4	1.134961235627111	0.005417076189501406	
1.1399612356271105	0.013907578222363397	1.1399612356271105	4.737309163027304E-4	1.1399612356271105	0.005437380430370567	
1.14496123562711	0.01389714163500281	1.14496123562711	4.7571894705343744E-4	1.14496123562711	0.005457669056445448	
1.1499612356271094	0.013886666310394263	1.1499612356271094	4.777009568506726E-4	1.1499612356271094	0.005477942010737993	
1.1549612356271088	0.013876152280891216	1.1549612356271088	4.7967692639019357E-4	1.1549612356271088	0.005498199236318392	
1.1599612356271083	0.013865599578960178	1.1599612356271083	4.81646836438272E-4	1.1599612356271083	0.005518440676315175	
1.1649612356271077	0.013855008237180574	1.1649612356271077	4.836106678319025E-4	1.1649612356271077	0.005538666273915468	
1.1699612356271072	0.013844378288244493	1.1699612356271072	4.855684014789976E-4	1.1699612356271072	0.005558875972365106	
1.1749612356271066	0.013833709764956532	1.1749612356271066	4.875200183585991E-4	1.1749612356271066	0.005579069714968827	
1.179961235627106	0.013823002700233629	1.179961235627106	4.894654995210782E-4	1.179961235627106	0.005599247445090493	
1.1849612356271055	0.013812257127104923	1.1849612356271055	4.914048260883368E-4	1.1849612356271055	0.005619409106153237	
1.189961235627105	0.013801473078711567	1.189961235627105	4.93337979254011E-4	1.189961235627105	0.005639554641639616	
1.1949612356271044	0.013790650588306395	1.1949612356271044	4.952649402836625E-4	1.1949612356271044	0.0056596839950918435	
1.1999612356271039	0.01377978968925387	1.1999612356271039	4.971856905149854E-4	1.1999612356271039	0.0056797971101118765	
1.2049612356271033	0.013768890415029952	1.2049612356271033	4.991002113580034E-4	1.2049612356271033	0.005699893930361725	
1.2099612356271028	0.013757952799221871	1.2099612356271028	5.010084842952625E-4	1.2099612356271028	0.005719974399563455	
1.2149612356271022	0.013746976875527912	1.2149612356271022	5.029104908820307E-4	1.2149612356271022	0.005740038461499499	
