x;y;u;v;column;row
0.3793;1.0000;0.3723;1.1364;11;19
0.4138;1.0000;0.4086;1.1409;12;19
0.4483;1.0000;0.4451;1.1440;13;19
0.4828;1.0000;0.4817;1.1456;14;19
0.5172;1.0000;0.5183;1.1456;15;19
0.5517;1.0000;0.5549;1.1440;16;19
0.5862;1.0000;0.5914;1.1409;17;19
0.6207;1.0000;0.6277;1.1364;18;19
0.6552;1.0000;0.6637;1.1303;19;19
0.6897;1.0000;0.6995;1.1229;20;19
0.7241;1.0000;0.7350;1.1141;21;19
0.7586;1.0000;0.7700;1.1039;22;19
0.7931;1.0000;0.8046;1.0926;23;19
0.8276;1.0000;0.8386;1.0802;24;19
0.8621;1.0000;0.8722;1.0667;25;19
0.8966;1.0000;0.9051;1.0524;26;19
0.9310;1.0000;0.9374;1.0373;27;19
0.9655;1.0000;0.9690;1.0216;28;19
1.0000;1.0000;1.0000;1.0054;29;19
