posX;posY;rotation;extentX;extentY;pivotX;pivotY;c0x;c0y;c1x;c1y;c2x;c2y;c3x;c3y
3.1989;0.5000;0.0000;1.6022;1.0000;0.8011;0.5000;2.3978;0.0000;4.0000;0.0000;4.0000;1.0000;2.3978;1.0000;2.3978;0.0000
