posX;posY;rotation;extentX;extentY;pivotX;pivotY;c0x;c0y;c1x;c1y;c2x;c2y;c3x;c3y
2.0000;0.5000;0.0000;1.6488;1.0000;0.8244;0.5000;1.1756;0.0000;2.8244;0.0000;2.8244;1.0000;1.1756;1.0000;1.1756;0.0000
