x;y;z;heading;pitch;bank;left;right;bottom;top;width;height;normalx;normaly;normalz;c0x;c0y;c0z;c1x;c1y;c1z;c2x;c2y;c2z;c3x;c3y;c3z
0.0000;1600.0000;1279.2473;0.0000;0.0000;0.0000;-1312.5599;1312.5599;-777.6555;777.6555;2625.1197;1555.3109;0.0000;1.0000;0.0000;-1312.5599;1600.0000;2056.9027;1312.5599;1600.0000;2056.9027;1312.5599;1600.0000;501.5918;-1312.5599;1600.0000;501.5918
