x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
1000.0202637;0.0005873;1000.0153809;-90.00;-55.00;-0.00;-18.4345951;18.4344826;-0.0003965;22.6190414;-0.3333265;0.3333243;-0.0000069;0.4166498;0.6666508;0.4166567
