x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
0.0003668;999.9985962;1500.0137939;-160.00;-60.00;-90.00;-18.4352818;18.4343224;-0.0004604;22.6192989;-0.3333398;0.3333212;-0.0000080;0.4166551;0.6666610;0.4166631
