x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-1000.0137329;0.0005449;1000.0095215;90.00;-55.00;0.00;-18.4345989;18.4347076;-0.0004724;22.6191120;-0.3333265;0.3333287;-0.0000082;0.4166512;0.6666552;0.4166595
