x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
0.0009724;-999.9925537;999.9990845;15.00;-50.00;-90.00;-18.4351501;18.4348774;-0.0003357;22.6196556;-0.3333372;0.3333319;-0.0000059;0.4166624;0.6666692;0.4166682
