Frame,Time,Distance,TotalTime,TotalDistance,SegmentNum,Sector,Markers,MarkerTime,MarkerFlag,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,SteeringAngle,Throttle,Brake,Gear,Speed,RawSteer,RawThrottle,RawBrake,AutomaticGear,LapDistance,AccelerationLat,AccelerationLong,AccelerationVert,PreEfficiencyPowerFront,PreEfficiencyPowerRear,BatteryPower,BatteryPowerRMS,BatteryNetEnergy,MotorRpmFront,MotorRpmRear,TorqueDiffFront,TorqueDiffRear,MguRotorTorqueFront,MguRotorTorqueRear,WheelSpinFL,WheelSpinFR,WheelSpinRL,WheelSpinRR,VelocityYaw,SuspensionTravelFL,SuspensionTravelFR,SuspensionTravelRL,SuspensionTravelRR,nWheelFL,nWheelFR,nWheelRL,nWheelRR,AeroDrsPosition,AeroSczFront,AeroSczRear,AeroScx,AeroBalance,RideHeightFront,RideHeightRear
n/a,s,m,s,m,n/a,n/a,n/a,n/a,n/a,m,m,m,°,°,°,°,%,%,,km/h,,,,,km,G,G,G,kW,kW,,,,rpm,rpm,Nm,Nm,Nm,Nm,km/h,km/h,km/h,km/h,°/s,mm,mm,mm,mm,rpm,rpm,rpm,rpm,%,,,,%,mm,mm
62319.00000,114.03290,7571.84400,124.63800,7846.15900,1.00000,1.00000,0.00000,0.00000,0.00000,808.32230,-115.84020,-1987.01300,4.39863,266.44320,-0.87302,7.25340,100.00000,0.00000,1.00000,225.29330,0.00000,0.00000,0.00000,4.00000,7.57152,1.01066,1.08960,-0.03698,274.62400,525.37600,800.00000,658.93060,16.02652,1717.70300,1728.72500,-276.10970,-663.64540,1434.80700,2708.13900,227.76060,228.41910,227.60400,228.72930,6.50639,41.65322,48.90150,50.12259,59.92946,1717.97400,1717.85600,1729.29000,1729.16800,100.00000,2.38726,3.40598,0.96734,41.20766,47.00000,54.00000
62329.00000,114.05290,7573.09700,124.65800,7847.41300,1.00000,1.00000,0.00000,0.00000,0.00000,807.07460,-115.93360,-1987.09000,4.40959,266.58030,-0.89041,6.14940,100.00000,0.00000,1.00000,225.97860,0.00000,0.00000,0.00000,4.00000,7.57277,1.00421,0.97593,0.33507,277.27800,522.72100,799.99900,658.95810,16.03098,1720.50300,1733.98700,-287.13820,-667.72950,1440.69200,2708.16400,227.70160,228.80450,228.51010,229.12860,6.62926,40.06064,48.39468,50.34351,59.26412,1721.40500,1720.98600,1734.20300,1734.29900,100.00000,2.50928,3.38073,0.97100,42.60231,44.00000,54.00000
62339.00000,114.07290,7574.35400,124.67800,7848.66900,1.00000,1.00000,0.00000,0.00000,0.00000,805.82270,-116.02630,-1987.16400,4.41829,266.71450,-0.96335,5.01810,100.00000,0.00000,1.00000,226.64690,0.00000,0.00000,0.00000,4.00000,7.57403,0.78293,0.96556,-0.25761,274.68400,525.31600,800.00000,658.98550,16.03545,1727.15800,1737.84400,-347.98790,-440.34620,1421.09900,2714.68600,229.02350,229.94400,229.58970,229.86630,5.67218,40.22354,48.44734,51.24605,58.75262,1727.52100,1728.18000,1737.98600,1738.18700,100.00000,2.54750,3.38943,0.97360,42.90937,47.00000,56.00000
62349.00000,114.09290,7575.61400,124.69800,7849.93000,1.00000,1.00000,0.00000,0.00000,0.00000,804.56700,-116.11930,-1987.23500,4.42502,266.82930,-1.03095,4.15670,100.00000,0.00000,1.00000,227.32900,0.00000,0.00000,0.00000,4.00000,7.57529,0.55392,0.80506,-0.17877,274.54300,525.45600,799.99900,659.01300,16.03991,1733.50700,1742.18300,25.61719,-256.23660,1410.43400,2774.47300,230.65050,231.02370,229.65500,230.20030,3.98867,42.23886,49.37729,51.99212,58.86048,1733.91400,1734.28800,1741.36900,1741.77400,100.00000,2.33761,3.43194,0.97580,40.51638,51.00000,55.00000
62359.00000,114.11290,7576.87800,124.71800,7851.19300,1.00000,1.00000,0.00000,0.00000,0.00000,803.30790,-116.21550,-1987.30600,4.49006,266.91260,-1.06915,3.65040,100.00000,0.00000,1.00000,228.01270,0.00000,0.00000,0.00000,4.00000,7.57655,0.28279,0.89916,-0.24805,272.83200,527.16700,799.99900,659.04050,16.04437,1735.13500,1746.47200,171.38720,-371.79850,1461.24900,2689.06700,229.99650,230.34700,230.59860,231.30510,3.46876,43.50981,49.39538,51.73805,58.96896,1734.87500,1734.45100,1747.10100,1746.95200,100.00000,2.16833,3.44572,0.96902,38.62328,50.00000,57.00000
62369.00000,114.13290,7578.14500,124.73800,7852.46100,1.00000,1.00000,0.00000,0.00000,0.00000,802.04560,-116.31410,-1987.37400,4.60372,266.98150,-1.11667,3.52800,100.00000,0.00000,1.00000,228.66740,0.00000,0.00000,0.00000,4.00000,7.57781,0.76753,0.92523,-0.32400,278.59300,521.40600,799.99900,659.06790,16.04884,1737.34200,1751.83700,-173.72360,-138.86820,1420.83200,2673.17500,230.31770,231.09050,232.12320,232.41790,3.70238,42.66515,48.64201,53.26456,59.89760,1738.49500,1738.09500,1752.09000,1752.18100,100.00000,2.48606,3.40753,0.98194,42.18242,47.00000,61.00000
62379.00000,114.15290,7579.41700,124.75800,7853.73300,1.00000,1.00000,0.00000,0.00000,0.00000,800.77900,-116.41180,-1987.44100,4.63757,267.05780,-1.19470,4.03860,100.00000,0.00000,1.00000,229.31810,0.00000,0.00000,0.00000,4.00000,7.57908,0.66553,0.87482,-0.12635,276.69900,523.30000,799.99900,659.09540,16.05330,1745.21800,1756.90400,-310.81260,-346.92460,1411.13300,2700.31800,231.05040,232.10780,232.48000,232.34870,4.70055,41.05812,47.93850,55.27982,60.33763,1745.90500,1745.87500,1756.97300,1757.02700,100.00000,2.65481,3.38554,0.98961,43.95122,45.00000,62.00000
62389.00000,114.17290,7580.69300,124.77800,7855.00800,1.00000,1.00000,0.00000,0.00000,0.00000,799.50790,-116.50790,-1987.50500,4.56550,267.15270,-1.23184,4.58790,100.00000,0.00000,1.00000,229.95870,0.00000,0.00000,0.00000,4.00000,7.58035,0.88541,1.08514,0.10515,271.08800,528.91100,799.99900,659.12290,16.05776,1753.26500,1758.93900,-262.47540,-186.97630,1380.81800,2669.46400,231.76430,233.14790,232.33340,232.70210,4.47422,39.85733,48.15149,55.15727,58.92092,1753.50100,1753.76200,1759.67100,1759.71100,100.00000,2.64619,3.38897,0.98335,43.84621,45.00000,57.00000
62399.00000,114.19280,7581.97200,124.79800,7856.28800,1.00000,1.00000,0.00000,0.00000,0.00000,798.23300,-116.60390,-1987.56700,4.48390,267.24560,-1.37506,5.20800,100.00000,0.00000,1.00000,230.60370,0.00000,0.00000,0.00000,4.00000,7.58163,0.93167,0.91928,0.34394,272.99300,527.00600,799.99900,659.15030,16.06223,1758.10400,1767.27400,-317.09420,-410.25510,1401.02500,2663.91700,232.61420,233.71300,232.94290,233.21940,4.91083,39.51797,48.35081,53.65825,56.04839,1758.28400,1758.22300,1767.70300,1767.43300,100.00000,2.56118,3.39880,0.97360,42.97296,45.00000,53.00000
62409.00000,114.21280,7583.25500,124.81800,7857.57000,1.00000,1.00000,0.00000,0.00000,0.00000,796.95470,-116.70030,-1987.62700,4.44671,267.34440,-1.59393,5.47240,100.00000,0.00000,1.00000,231.25930,0.00000,0.00000,0.00000,4.00000,7.58291,0.72424,0.95318,0.13348,275.79800,524.20100,799.99900,659.17780,16.06669,1761.32800,1773.15000,-246.64720,-380.66910,1408.93100,2651.02200,233.39200,233.97890,233.70690,233.95750,4.88409,40.13303,48.24311,52.59398,54.82033,1761.52600,1761.53700,1773.45900,1773.51400,100.00000,2.45227,3.42157,0.96514,41.74904,47.00000,52.00000
62419.00000,114.23280,7584.54000,124.83800,7858.85500,1.00000,1.00000,0.00000,0.00000,0.00000,795.67300,-116.79800,-1987.68500,4.47173,267.44050,-1.78366,5.23470,100.00000,0.00000,1.00000,231.92240,0.00000,0.00000,0.00000,4.00000,7.58419,0.48368,0.88276,-0.13440,276.61600,523.38300,799.99900,659.20530,16.07115,1764.68800,1777.19500,-130.01070,-325.35340,1407.81400,2635.76900,233.91080,234.24990,234.36660,234.76530,4.55711,40.96150,47.96919,52.25247,54.98406,1764.91500,1765.01100,1777.70800,1777.69700,100.00000,2.34642,3.44119,0.96397,40.54217,47.00000,53.00000
62429.00000,114.25280,7585.82900,124.85800,7860.14500,1.00000,1.00000,0.00000,0.00000,0.00000,794.38790,-116.89700,-1987.74000,4.53739,267.53570,-1.93018,4.82040,100.00000,0.00000,1.00000,232.58220,0.00000,0.00000,0.00000,4.00000,7.58547,0.56245,0.88722,-0.03610,277.58700,522.41200,799.99900,659.23270,16.07561,1767.87100,1781.31300,-237.04390,-340.53200,1404.12700,2645.54100,234.26040,234.66670,235.36270,235.58280,5.28519,41.15614,46.64985,52.77020,55.58929,1768.24200,1768.29700,1781.41900,1781.55100,100.00000,2.51864,3.43190,0.97055,42.32630,45.00000,56.00000
62439.00000,114.27280,7587.12300,124.87800,7861.43800,1.00000,1.00000,0.00000,0.00000,0.00000,793.09890,-116.99560,-1987.79200,4.57819,267.64140,-2.01080,4.26690,100.00000,0.00000,1.00000,233.22180,0.00000,0.00000,0.00000,4.00000,7.58676,0.36360,0.92103,-0.10225,275.80600,524.19300,799.99900,659.26010,16.08008,1773.96000,1785.11400,-277.52750,-213.98830,1392.39000,2629.34200,235.18630,235.61300,236.04730,236.33780,5.03460,41.36446,45.53384,53.61947,56.39207,1774.29100,1774.32500,1785.50100,1785.79100,100.00000,2.64556,3.42279,0.97860,43.59603,45.00000,58.00000
62449.00000,114.29280,7588.41900,124.89800,7862.73500,1.00000,1.00000,0.00000,0.00000,0.00000,791.80580,-117.09390,-1987.84300,4.56884,267.74530,-2.03583,3.58210,100.00000,0.00000,1.00000,233.87010,0.00000,0.00000,0.00000,4.00000,7.58806,0.75224,0.88994,0.18805,274.19500,525.80400,799.99900,659.28750,16.08454,1779.41800,1789.16800,-155.97620,-258.80100,1395.92000,2631.09700,235.57590,235.94670,236.29550,236.69300,4.74932,41.23473,45.48830,53.63411,56.65380,1779.26300,1779.13600,1789.65600,1789.56100,100.00000,2.58635,3.42530,0.97819,43.02231,45.00000,56.00000
62459.00000,114.31280,7589.72000,124.91800,7864.03500,1.00000,1.00000,0.00000,0.00000,0.00000,790.50920,-117.19290,-1987.89200,4.55389,267.83610,-2.04843,3.34800,100.00000,0.00000,1.00000,234.49260,0.00000,0.00000,0.00000,4.00000,7.58936,0.66519,0.85298,0.35388,274.85500,525.14400,799.99900,659.31490,16.08900,1782.14600,1794.82200,-230.13330,-339.60530,1391.01500,2604.10600,236.01210,236.43130,236.91950,237.22180,4.62062,40.65010,43.12837,52.93861,56.49400,1782.93900,1782.90600,1795.55200,1795.41600,100.00000,2.69414,3.40159,0.97427,44.19712,40.00000,55.00000
62469.00000,114.33280,7591.02400,124.93800,7865.34000,1.00000,1.00000,0.00000,0.00000,0.00000,789.20890,-117.29080,-1987.93800,4.52428,267.93060,-2.02072,3.57870,100.00000,0.00000,1.00000,235.09440,0.00000,0.00000,0.00000,4.00000,7.59066,0.52499,0.86510,0.33479,274.65300,525.34600,799.99900,659.34220,16.09347,1790.36500,1801.04800,-475.33150,-219.50150,1356.73500,2604.59300,236.55950,237.37030,237.62290,238.08480,4.47042,37.44492,41.67572,52.93512,56.66149,1791.53900,1791.13000,1801.40200,1801.49000,100.00000,2.93232,3.33590,0.97714,46.78073,37.00000,55.00000
62479.00000,114.35280,7592.33200,124.95800,7866.64700,1.00000,1.00000,0.00000,0.00000,0.00000,787.90460,-117.38610,-1987.98300,4.43321,268.02470,-2.06549,4.01770,100.00000,0.00000,1.00000,235.70950,0.00000,0.00000,0.00000,4.00000,7.59196,0.54617,0.79723,0.51876,273.06100,526.93800,799.99900,659.36950,16.09793,1796.77600,1805.74300,-431.98300,-721.90780,1357.95500,2505.45300,237.32510,237.99620,238.08470,238.14990,4.01607,36.70484,40.50222,51.83798,54.88849,1797.12300,1797.36500,1806.35400,1807.59700,100.00000,2.98975,3.31906,0.97185,47.39006,36.00000,51.00000
62489.00000,114.37280,7593.64300,124.97800,7867.95900,1.00000,1.00000,0.00000,0.00000,0.00000,786.59650,-117.47890,-1988.02600,4.31194,268.11470,-2.05045,4.62500,100.00000,0.00000,1.00000,236.32270,0.00000,0.00000,0.00000,4.00000,7.59327,0.62198,0.92487,0.72618,274.50400,525.49600,800.00000,659.39690,16.10239,1801.85400,1812.56600,-291.87570,-303.66720,1367.49500,2581.14800,238.11420,238.90310,238.39860,239.02080,4.15501,36.84515,40.99357,49.01952,52.91030,1801.90500,1802.17500,1813.07900,1812.77900,100.00000,2.81312,3.32334,0.95561,45.84276,38.00000,47.00000
62499.00000,114.39280,7594.95800,124.99800,7869.27300,1.00000,1.00000,0.00000,0.00000,0.00000,785.28520,-117.57160,-1988.06700,4.25106,268.20270,-2.08496,4.91480,100.00000,0.00000,1.00000,236.96430,0.00000,0.00000,0.00000,4.00000,7.59458,0.91980,0.98657,0.56411,277.63000,522.36900,799.99900,659.42410,16.10686,1803.86700,1818.17200,-310.26270,-495.26610,1387.91000,2589.84300,238.75510,239.30740,239.17230,239.48810,4.62832,37.69761,41.35030,47.70681,51.96527,1803.97500,1804.05400,1818.20100,1818.31300,100.00000,2.69090,3.34481,0.95266,44.58301,40.00000,47.00000
62509.00000,114.41280,7596.27600,125.01800,7870.59100,1.00000,1.00000,0.00000,0.00000,0.00000,783.97070,-117.66500,-1988.10500,4.26712,268.29450,-2.11490,4.87710,100.00000,0.00000,1.00000,237.59080,0.00000,0.00000,0.00000,4.00000,7.59590,0.86790,0.96632,0.18167,278.04100,521.95800,799.99900,659.45150,16.11132,1807.62300,1821.66600,-251.69760,-348.76090,1378.03600,2578.14500,239.26840,240.09410,240.14620,240.51740,4.64679,37.89180,42.06002,48.29285,52.35291,1808.13700,1807.99800,1822.04200,1821.94800,100.00000,2.66581,3.35841,0.95556,44.25157,40.00000,50.00000
62519.00000,114.43280,7597.59700,125.03800,7871.91200,1.00000,1.00000,0.00000,0.00000,0.00000,782.65280,-117.75850,-1988.14200,4.30110,268.38920,-2.19016,4.32030,100.00000,0.00000,1.00000,238.22800,0.00000,0.00000,0.00000,4.00000,7.59721,0.46648,0.85643,-0.22888,276.06100,523.93800,799.99900,659.47880,16.11578,1812.04500,1824.00000,-338.41820,-365.40720,1369.35400,2592.45700,240.00660,240.65190,241.11550,241.19220,5.24249,38.51339,42.59667,49.75343,53.04992,1812.17500,1812.38700,1824.15700,1824.14400,100.00000,2.70229,3.38254,0.96404,44.41022,42.00000,53.00000
62529.00000,114.45280,7598.92200,125.05800,7873.23700,1.00000,1.00000,0.00000,0.00000,0.00000,781.33140,-117.85250,-1988.17600,4.32023,268.49220,-2.21759,3.61920,100.00000,0.00000,1.00000,238.84840,0.00000,0.00000,0.00000,4.00000,7.59854,0.47751,0.80547,-0.12156,275.25100,524.74800,799.99900,659.50620,16.12025,1816.02000,1827.19100,-282.64040,-189.61340,1362.26000,2569.87100,240.70260,241.46450,241.36040,241.80590,4.32587,39.19923,43.27357,50.47527,54.08981,1816.31900,1816.37200,1827.51100,1827.67700,100.00000,2.69886,3.39304,0.96930,44.30247,43.00000,53.00000
62539.00000,114.47280,7600.24900,125.07800,7874.56500,1.00000,1.00000,0.00000,0.00000,0.00000,780.00650,-117.94750,-1988.20900,4.33301,268.58070,-2.28186,2.66230,100.00000,0.00000,1.00000,239.46760,0.00000,0.00000,0.00000,4.00000,7.59986,0.36418,0.85725,-0.34311,275.01200,524.98700,799.99900,659.53360,16.12471,1820.37400,1832.08700,-343.60800,-327.59790,1369.91400,2573.10900,241.38110,241.91970,242.05420,242.22360,3.42529,39.98351,44.09346,51.37315,54.48061,1821.21400,1820.75000,1832.43500,1832.40100,100.00000,2.66924,3.40029,0.97169,43.97772,45.00000,54.00000
62549.00000,114.49280,7601.58100,125.09800,7875.89600,1.00000,1.00000,0.00000,0.00000,0.00000,778.67830,-118.04420,-1988.24100,4.36124,268.64790,-2.35925,1.90390,100.00000,0.00000,1.00000,240.07920,0.00000,0.00000,0.00000,4.00000,7.60119,0.28013,0.85583,-0.22441,276.35500,523.64400,799.99900,659.56090,16.12917,1823.57300,1836.43000,-226.31730,-204.04270,1367.52000,2560.40800,241.85320,242.42580,242.64290,242.68770,2.59762,40.22926,44.47639,52.08516,54.61067,1823.84200,1823.79000,1836.67600,1836.61600,100.00000,2.62789,3.41595,0.97138,43.48046,44.00000,54.00000
62559.00000,114.51280,7602.91500,125.11800,7877.23000,1.00000,1.00000,0.00000,0.00000,0.00000,777.34680,-118.14210,-1988.27200,4.39482,268.69890,-2.43506,1.18870,100.00000,0.00000,1.00000,240.68310,0.00000,0.00000,0.00000,4.00000,7.60252,0.34547,1.24666,-0.28804,276.97600,523.02300,799.99900,659.58830,16.13364,1828.15400,1841.19100,-159.38430,-89.13953,1355.11300,2555.49000,242.50680,242.73400,243.38020,243.51910,1.93751,40.50630,44.51001,52.89939,54.84989,1828.68000,1828.57000,1841.45100,1841.20800,100.00000,2.62693,3.41481,0.97138,43.47972,45.00000,55.00000
62569.00000,114.53280,7604.25300,125.13800,7878.56900,1.00000,1.00000,0.00000,0.00000,0.00000,776.01190,-118.24090,-1988.30300,4.42098,268.73360,-2.50470,0.75420,100.00000,0.00000,1.00000,241.29950,0.00000,0.00000,0.00000,4.00000,7.60385,0.42305,0.83966,-0.01352,275.88600,524.11300,799.99900,659.61570,16.13810,1831.98900,1844.84600,-47.28223,-64.76294,1360.19700,2542.09400,242.79940,242.96580,243.69020,243.94870,1.48257,40.91346,43.92838,53.01765,55.15853,1832.29400,1832.41800,1845.34800,1845.23800,100.00000,2.65974,3.42057,0.97397,43.74345,42.00000,55.00000
62579.00000,114.55280,7605.59400,125.15800,7879.91000,1.00000,1.00000,0.00000,0.00000,0.00000,774.67360,-118.34010,-1988.33300,4.43355,268.76170,-2.55243,0.66600,100.00000,0.00000,1.00000,241.87980,0.00000,0.00000,0.00000,4.00000,7.60519,0.37386,0.83042,0.10836,276.53500,523.46400,799.99900,659.64290,16.14256,1838.33700,1849.97100,-150.01960,-106.97130,1335.54500,2547.56700,243.56980,243.48810,244.33850,244.57170,1.22729,40.57655,41.96641,52.96913,55.28205,1839.01400,1838.91900,1850.23500,1850.33100,100.00000,2.79643,3.38332,0.97465,45.25158,40.00000,55.00000
62589.00000,114.57280,7606.93900,125.17800,7881.25500,1.00000,1.00000,0.00000,0.00000,0.00000,773.33190,-118.43870,-1988.36100,4.42218,268.78790,-2.58124,0.66600,100.00000,0.00000,1.00000,242.46120,0.00000,0.00000,0.00000,4.00000,7.60653,0.31014,0.79546,0.31393,275.77800,524.22100,799.99900,659.67000,16.14703,1843.59000,1855.34300,-119.66980,-218.82450,1328.18600,2520.12200,244.00940,244.11250,244.94960,244.94710,1.52479,39.15805,40.38969,53.17643,55.07007,1844.51600,1844.13900,1855.08400,1855.70100,100.00000,2.92585,3.35826,0.97216,46.55951,38.00000,53.00000
62599.00000,114.59280,7608.28800,125.19800,7882.60300,1.00000,1.00000,0.00000,0.00000,0.00000,771.98650,-118.53570,-1988.38900,4.36657,268.81930,-2.57074,0.66600,100.00000,0.00000,1.00000,243.05160,0.00000,0.00000,0.00000,4.00000,7.60788,-0.00802,0.88178,0.29720,274.66900,525.33000,799.99900,659.69720,16.15149,1849.34800,1860.08100,-58.59387,-109.51450,1336.04900,2511.42500,244.76830,244.64600,245.50240,245.48500,1.36697,38.93352,39.47386,52.31282,54.02544,1849.47300,1849.59300,1860.83200,1860.68700,100.00000,2.86727,3.36083,0.96421,46.03764,37.00000,51.00000
62609.00000,114.61280,7609.63900,125.21800,7883.95500,1.00000,1.00000,0.00000,0.00000,0.00000,770.63780,-118.63150,-1988.41600,4.30550,268.84900,-2.51633,0.66600,100.00000,0.00000,1.00000,243.64370,0.00000,0.00000,0.00000,4.00000,7.60923,0.09947,0.84263,0.50528,275.99100,524.00800,799.99900,659.72440,16.15595,1853.31500,1865.64000,12.60645,-17.01636,1335.27200,2517.62200,245.36730,245.40360,245.78390,246.08840,0.48457,38.92958,38.59338,50.46615,53.15366,1853.66100,1853.64200,1866.09300,1866.00500,100.00000,2.86279,3.34156,0.95851,46.14165,36.00000,49.00000
62619.00000,114.63280,7610.99400,125.23800,7885.31000,1.00000,1.00000,0.00000,0.00000,0.00000,769.28580,-118.72650,-1988.44300,4.26081,268.86650,-2.45404,0.62960,100.00000,0.00000,1.00000,244.23330,0.00000,0.00000,0.00000,4.00000,7.61058,-0.05734,0.77808,0.20761,276.66200,523.33700,799.99900,659.75140,16.16042,1857.54700,1871.26200,-84.77991,-166.69950,1348.33000,2504.37200,245.73280,245.78490,246.48630,246.74920,0.68042,39.04193,38.74567,49.96666,52.58828,1857.74000,1857.31800,1871.61800,1871.59500,100.00000,2.86687,3.34430,0.95851,46.15664,37.00000,49.00000
62629.00000,114.65280,7612.35200,125.25800,7886.66700,1.00000,1.00000,0.00000,0.00000,0.00000,767.93070,-118.82140,-1988.46900,4.24554,268.88180,-2.40604,0.61190,100.00000,0.00000,1.00000,244.81250,0.00000,0.00000,0.00000,4.00000,7.61194,-0.09180,0.82177,0.03838,277.28800,522.71100,799.99900,659.77840,16.16488,1861.99900,1874.65100,-60.93372,-112.29210,1328.35800,2506.47600,246.57170,246.83800,247.18550,247.13950,0.92649,38.89877,38.78745,50.09028,52.22565,1862.15600,1862.54400,1874.76500,1875.00900,100.00000,2.88227,3.35516,0.95851,46.20921,38.00000,49.00000
62639.00000,114.67280,7613.71300,125.27800,7888.02900,1.00000,1.00000,0.00000,0.00000,0.00000,766.57230,-118.91590,-1988.49500,4.24035,268.90240,-2.34912,0.61190,100.00000,0.00000,1.00000,245.41660,0.00000,0.00000,0.00000,4.00000,7.61329,-0.01203,0.75635,-0.20436,277.30500,522.69400,799.99900,659.80530,16.16934,1864.91400,1879.18800,-133.79120,11.13293,1336.69000,2514.79900,247.23220,247.39330,247.91220,247.88650,0.43114,39.50077,39.63521,50.64055,52.53399,1865.72500,1865.13500,1879.18200,1878.96400,100.00000,2.80090,3.37413,0.96143,45.35848,40.00000,50.00000
62649.00000,114.69280,7615.07700,125.29800,7889.39300,1.00000,1.00000,0.00000,0.00000,0.00000,765.21080,-119.01180,-1988.52000,4.26165,268.91520,-2.32849,0.61190,100.00000,0.00000,1.00000,246.00470,0.00000,0.00000,0.00000,4.00000,7.61466,0.15447,0.81210,-0.34402,276.39600,523.60300,799.99900,659.83220,16.17381,1868.30200,1881.22000,-24.91699,-41.80762,1336.00600,2486.37100,247.89210,247.89400,248.69500,248.66040,0.27885,40.41323,40.53891,50.92636,52.49131,1868.55200,1868.34500,1882.03900,1881.73800,100.00000,2.69324,3.41994,0.96384,44.05629,43.00000,51.00000
62659.00000,114.71280,7616.44500,125.31800,7890.76000,1.00000,1.00000,0.00000,0.00000,0.00000,763.84640,-119.10990,-1988.54600,4.33144,268.91930,-2.29254,0.61190,100.00000,0.00000,1.00000,246.59860,0.00000,0.00000,0.00000,4.00000,7.61602,-0.08476,1.07579,-0.29722,278.32200,521.67700,799.99900,659.85900,16.17827,1871.37600,1885.29200,10.87988,-64.68079,1335.03900,2498.92900,248.37600,248.50440,249.23300,249.34250,0.64140,41.21810,41.31037,51.71886,53.45681,1871.73500,1871.64100,1886.16000,1885.05100,100.00000,2.68405,3.42598,0.96905,43.92856,44.00000,54.00000
62669.00000,114.73280,7617.81500,125.33800,7892.13000,1.00000,1.00000,0.00000,0.00000,0.00000,762.47890,-119.20990,-1988.57100,4.40421,268.92950,-2.27918,0.61190,100.00000,0.00000,1.00000,247.17490,0.00000,0.00000,0.00000,4.00000,7.61739,0.16037,0.77718,-0.53893,277.10700,522.89200,799.99900,659.88590,16.18273,1875.43400,1888.85100,-57.95654,-11.63208,1317.50300,2485.92200,249.26940,249.13300,249.94800,249.88080,0.84399,42.03445,41.81343,52.90860,54.47981,1876.24600,1875.90000,1889.12000,1888.93000,100.00000,2.68222,3.43613,0.97397,43.83897,44.00000,56.00000
62679.00000,114.75280,7619.18800,125.35800,7893.50400,1.00000,1.00000,0.00000,0.00000,0.00000,761.10820,-119.31180,-1988.59600,4.46589,268.94470,-2.25061,0.53930,100.00000,0.00000,1.00000,247.76060,0.00000,0.00000,0.00000,4.00000,7.61876,-0.18323,0.84628,-0.35240,276.06400,523.93500,799.99900,659.91270,16.18719,1879.36600,1892.49300,-6.19812,4.46802,1319.79500,2480.67700,249.32000,249.52550,250.34990,250.47580,0.61123,41.66448,42.05898,53.71061,54.99861,1879.73300,1879.78000,1892.74700,1892.79900,100.00000,2.74997,3.42246,0.97678,44.55252,42.00000,56.00000
62689.00000,114.77280,7620.56500,125.37800,7894.88000,1.00000,1.00000,0.00000,0.00000,0.00000,759.73430,-119.41470,-1988.62100,4.50055,268.95920,-2.23261,0.50400,100.00000,0.00000,1.00000,248.32270,0.00000,0.00000,0.00000,4.00000,7.62013,0.25141,0.88205,-0.21087,275.21200,524.78700,799.99900,659.93960,16.19166,1885.12400,1896.78000,-36.44232,-32.39392,1310.34200,2472.39900,249.87320,250.03920,251.03760,250.90820,0.46679,41.05365,41.89336,54.09578,55.22975,1885.58100,1885.63300,1897.31500,1897.22400,100.00000,2.83803,3.39672,0.97714,45.51952,41.00000,56.00000
62699.00000,114.79270,7621.94500,125.39800,7896.26100,1.00000,1.00000,0.00000,0.00000,0.00000,758.35700,-119.51760,-1988.64500,4.49969,268.97040,-2.23389,0.50400,100.00000,0.00000,1.00000,248.88360,0.00000,0.00000,0.00000,4.00000,7.62151,0.08475,0.68199,0.12402,276.02500,523.97400,799.99900,659.96640,16.19612,1890.71600,1901.50000,-64.87030,77.74646,1302.00900,2488.17700,250.47600,250.53910,251.19100,251.27170,0.81215,40.44515,41.30581,53.83205,54.96225,1891.28400,1891.30000,1901.82900,1901.85100,100.00000,2.88793,3.38848,0.97721,46.01245,40.00000,54.00000
62709.00000,114.81270,7623.32800,125.41800,7897.64400,1.00000,1.00000,0.00000,0.00000,0.00000,756.97640,-119.62040,-1988.66900,4.47467,268.98650,-2.22690,0.50400,100.00000,0.00000,1.00000,249.43240,0.00000,0.00000,0.00000,4.00000,7.62289,0.27957,0.70759,0.15996,276.09200,523.90700,799.99900,659.99330,16.20058,1895.64700,1908.12000,-34.83313,-14.25879,1301.46700,2483.67600,250.95350,251.13890,251.76270,251.84640,0.77567,40.06749,40.85225,52.70219,54.32123,1896.24700,1896.13500,1907.68800,1908.09300,100.00000,2.82492,3.39009,0.96958,45.45320,39.00000,52.00000
62719.00000,114.83270,7624.71500,125.43800,7899.03000,1.00000,1.00000,0.00000,0.00000,0.00000,755.59290,-119.72300,-1988.69300,4.45366,268.99920,-2.24323,0.43140,100.00000,0.00000,1.00000,249.99390,0.00000,0.00000,0.00000,4.00000,7.62427,0.21110,0.81554,0.16066,276.77900,523.22000,799.99900,660.02010,16.20505,1899.69800,1912.79700,-80.82697,-60.90747,1300.46600,2449.07000,251.69220,251.75560,252.35730,252.31340,0.48564,38.99074,39.86317,52.25483,53.07749,1900.56900,1900.43700,1913.22700,1913.26600,100.00000,2.87168,3.36369,0.96421,46.05470,38.00000,51.00000
62729.00000,114.85270,7626.10400,125.45800,7900.41900,1.00000,1.00000,0.00000,0.00000,0.00000,754.20620,-119.82510,-1988.71700,4.43513,269.01590,-2.26660,0.39590,100.00000,0.00000,1.00000,250.55550,0.00000,0.00000,0.00000,4.00000,7.62566,0.09953,0.78697,0.29293,276.69600,523.30300,799.99900,660.04700,16.20951,1904.43600,1917.57700,-63.46216,-14.59033,1304.78100,2450.31500,251.94460,252.21530,252.96360,252.94090,0.65293,38.33991,39.61444,52.16873,52.45334,1904.83200,1904.68100,1917.86500,1917.89800,100.00000,2.85363,3.36564,0.96142,45.88368,37.00000,51.00000
