x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
2499.9963379;1000.0019531;500.0005188;-115.00;-10.00;-0.00;-26.5653343;26.5648136;-17.3541985;17.3538818;-0.5000062;0.4999948;-0.3125033;0.3124973;1.0000010;0.6250006
