x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-0.0000430;-2999.9965820;-499.9996643;0.00;10.00;0.00;-26.5650826;26.5650806;-17.3540020;17.3540897;-0.5000007;0.5000006;-0.3124996;0.3125012;1.0000013;0.6250008
