x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-1000.0001831;1500.0012207;-2500.0012207;145.00;55.00;-0.00;-26.5650139;26.5650578;-17.3539982;17.3540306;-0.4999992;0.5000001;-0.3124995;0.3125001;0.9999993;0.6249996
