x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
-2000.0069580;500.0014343;2500.0097656;104.00;-48.00;0.00;-26.5649128;26.5650043;-17.3539906;17.3539276;-0.4999970;0.4999990;-0.3124993;0.3124981;0.9999960;0.6249975
