x;y;z;heading;pitch;bank;left;right;bottom;top;width;height;normalx;normaly;normalz;c0x;c0y;c0z;c1x;c1y;c1z;c2x;c2y;c2z;c3x;c3y;c3z
1281.7256;957.9386;1279.2473;54.0000;0.0000;0.0000;-1243.2811;1243.2811;-777.6555;777.6555;2486.5623;1555.3109;0.8090;0.5878;0.0000;550.9433;1963.7742;2056.9027;2012.5079;-47.8969;2056.9027;2012.5079;-47.8969;501.5918;550.9433;1963.7742;501.5918
