x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
0.0000000;0.0000000;1500.0000000;0.00;0.00;0.00;-38.0000000;38.0000000;-31.0000000;18.0000000;-0.7812856;0.7812856;-0.6008606;0.3249197;1.5625713;0.9257803
