x;y;u;v;column;row
0.4138;0.1579;0.3986;0.2257;12;3
0.4483;0.1579;0.4309;0.2268;13;3
0.4828;0.1579;0.4630;0.2274;14;3
0.5172;0.1579;0.4951;0.2275;15;3
0.5517;0.1579;0.5271;0.2271;16;3
0.5862;0.1579;0.5592;0.2262;17;3
0.6207;0.1579;0.5915;0.2249;18;3
0.6552;0.1579;0.6240;0.2231;19;3
0.6897;0.1579;0.6569;0.2208;20;3
0.7241;0.1579;0.6902;0.2180;21;3
0.7586;0.1579;0.7240;0.2147;22;3
0.7931;0.1579;0.7583;0.2108;23;3
0.8276;0.1579;0.7935;0.2065;24;3
0.8621;0.1579;0.8294;0.2015;25;3
0.8966;0.1579;0.8662;0.1961;26;3
0.9310;0.1579;0.9041;0.1900;27;3
0.9655;0.1579;0.9432;0.1833;28;3
1.0000;0.1579;0.9835;0.1759;29;3
0.0000;0.2105;-0.0388;0.2257;0;4
0.0345;0.2105;0.0036;0.2329;1;4
0.0690;0.2105;0.0445;0.2394;2;4
0.1034;0.2105;0.0840;0.2453;3;4
0.1379;0.2105;0.1223;0.2506;4;4
0.1724;0.2105;0.1595;0.2554;5;4
0.2069;0.2105;0.1957;0.2596;6;4
0.2414;0.2105;0.2311;0.2634;7;4
0.2759;0.2105;0.2657;0.2666;8;4
0.3103;0.2105;0.2996;0.2693;9;4
0.3448;0.2105;0.3330;0.2716;10;4
0.3793;0.2105;0.3660;0.2734;11;4
0.4138;0.2105;0.3986;0.2748;12;4
0.4483;0.2105;0.4309;0.2758;13;4
0.4828;0.2105;0.4630;0.2763;14;4
0.5172;0.2105;0.4951;0.2763;15;4
0.5517;0.2105;0.5271;0.2759;16;4
0.5862;0.2105;0.5592;0.2751;17;4
0.6207;0.2105;0.5915;0.2739;18;4
0.6552;0.2105;0.6240;0.2722;19;4
0.6897;0.2105;0.6569;0.2701;20;4
0.7241;0.2105;0.6902;0.2675;21;4
0.7586;0.2105;0.7240;0.2645;22;4
0.7931;0.2105;0.7583;0.2609;23;4
0.8276;0.2105;0.7935;0.2569;24;4
0.8621;0.2105;0.8294;0.2524;25;4
0.8966;0.2105;0.8662;0.2474;26;4
0.9310;0.2105;0.9041;0.2418;27;4
0.9655;0.2105;0.9432;0.2357;28;4
1.0000;0.2105;0.9835;0.2290;29;4
0.0000;0.2632;-0.0388;0.2802;0;5
0.0345;0.2632;0.0036;0.2866;1;5
0.0690;0.2632;0.0445;0.2924;2;5
0.1034;0.2632;0.0840;0.2977;3;5
0.1379;0.2632;0.1223;0.3024;4;5
0.1724;0.2632;0.1595;0.3067;5;5
0.2069;0.2632;0.1957;0.3105;6;5
0.2414;0.2632;0.2311;0.3138;7;5
0.2759;0.2632;0.2657;0.3167;8;5
0.3103;0.2632;0.2996;0.3191;9;5
0.3448;0.2632;0.3330;0.3211;10;5
0.3793;0.2632;0.3660;0.3227;11;5
0.4138;0.2632;0.3986;0.3239;12;5
0.4483;0.2632;0.4309;0.3247;13;5
0.4828;0.2632;0.4630;0.3251;14;5
0.5172;0.2632;0.4951;0.3252;15;5
0.5517;0.2632;0.5271;0.3248;16;5
0.5862;0.2632;0.5592;0.3240;17;5
0.6207;0.2632;0.5915;0.3229;18;5
0.6552;0.2632;0.6240;0.3213;19;5
0.6897;0.2632;0.6569;0.3194;20;5
0.7241;0.2632;0.6902;0.3170;21;5
0.7586;0.2632;0.7240;0.3142;22;5
0.7931;0.2632;0.7583;0.3110;23;5
0.8276;0.2632;0.7935;0.3074;24;5
0.8621;0.2632;0.8294;0.3033;25;5
0.8966;0.2632;0.8662;0.2987;26;5
0.9310;0.2632;0.9041;0.2937;27;5
0.9655;0.2632;0.9432;0.2881;28;5
1.0000;0.2632;0.9835;0.2820;29;5
0.0000;0.3158;-0.0388;0.3347;0;6
0.0345;0.3158;0.0036;0.3403;1;6
0.0690;0.3158;0.0445;0.3454;2;6
0.1034;0.3158;0.0840;0.3500;3;6
0.1379;0.3158;0.1223;0.3542;4;6
0.1724;0.3158;0.1595;0.3580;5;6
0.2069;0.3158;0.1957;0.3613;6;6
0.2414;0.3158;0.2311;0.3642;7;6
0.2759;0.3158;0.2657;0.3667;8;6
0.3103;0.3158;0.2996;0.3688;9;6
0.3448;0.3158;0.3330;0.3706;10;6
0.3793;0.3158;0.3660;0.3720;11;6
0.4138;0.3158;0.3986;0.3730;12;6
0.4483;0.3158;0.4309;0.3737;13;6
0.4828;0.3158;0.4630;0.3740;14;6
0.5172;0.3158;0.4951;0.3740;15;6
0.5517;0.3158;0.5271;0.3736;16;6
0.5862;0.3158;0.5592;0.3729;17;6
0.6207;0.3158;0.5915;0.3719;18;6
0.6552;0.3158;0.6240;0.3705;19;6
0.6897;0.3158;0.6569;0.3687;20;6
0.7241;0.3158;0.6902;0.3665;21;6
0.7586;0.3158;0.7240;0.3640;22;6
0.7931;0.3158;0.7583;0.3611;23;6
0.8276;0.3158;0.7935;0.3579;24;6
0.8621;0.3158;0.8294;0.3542;25;6
0.8966;0.3158;0.8662;0.3501;26;6
0.9310;0.3158;0.9041;0.3455;27;6
0.9655;0.3158;0.9432;0.3405;28;6
1.0000;0.3158;0.9835;0.3351;29;6
0.0000;0.3684;-0.0388;0.3891;0;7
0.0345;0.3684;0.0036;0.3940;1;7
0.0690;0.3684;0.0445;0.3984;2;7
0.1034;0.3684;0.0840;0.4024;3;7
0.1379;0.3684;0.1223;0.4060;4;7
0.1724;0.3684;0.1595;0.4093;5;7
0.2069;0.3684;0.1957;0.4121;6;7
0.2414;0.3684;0.2311;0.4146;7;7
0.2759;0.3684;0.2657;0.4168;8;7
0.3103;0.3684;0.2996;0.4186;9;7
0.3448;0.3684;0.3330;0.4201;10;7
0.3793;0.3684;0.3660;0.4213;11;7
0.4138;0.3684;0.3986;0.4221;12;7
0.4483;0.3684;0.4309;0.4227;13;7
0.4828;0.3684;0.4630;0.4229;14;7
0.5172;0.3684;0.4951;0.4229;15;7
0.5517;0.3684;0.5271;0.4225;16;7
0.5862;0.3684;0.5592;0.4218;17;7
0.6207;0.3684;0.5915;0.4209;18;7
0.6552;0.3684;0.6240;0.4196;19;7
0.6897;0.3684;0.6569;0.4180;20;7
0.7241;0.3684;0.6902;0.4161;21;7
0.7586;0.3684;0.7240;0.4138;22;7
0.7931;0.3684;0.7583;0.4112;23;7
0.8276;0.3684;0.7935;0.4083;24;7
0.8621;0.3684;0.8294;0.4050;25;7
0.8966;0.3684;0.8662;0.4014;26;7
0.9310;0.3684;0.9041;0.3974;27;7
0.9655;0.3684;0.9432;0.3929;28;7
1.0000;0.3684;0.9835;0.3881;29;7
0.0000;0.4211;-0.0388;0.4436;0;8
0.0345;0.4211;0.0036;0.4477;1;8
0.0690;0.4211;0.0445;0.4514;2;8
0.1034;0.4211;0.0840;0.4548;3;8
0.1379;0.4211;0.1223;0.4578;4;8
0.1724;0.4211;0.1595;0.4606;5;8
0.2069;0.4211;0.1957;0.4630;6;8
0.2414;0.4211;0.2311;0.4650;7;8
0.2759;0.4211;0.2657;0.4668;8;8
0.3103;0.4211;0.2996;0.4684;9;8
0.3448;0.4211;0.3330;0.4696;10;8
0.3793;0.4211;0.3660;0.4705;11;8
0.4138;0.4211;0.3986;0.4712;12;8
0.4483;0.4211;0.4309;0.4716;13;8
0.4828;0.4211;0.4630;0.4718;14;8
0.5172;0.4211;0.4951;0.4717;15;8
0.5517;0.4211;0.5271;0.4713;16;8
0.5862;0.4211;0.5592;0.4707;17;8
0.6207;0.4211;0.5915;0.4698;18;8
0.6552;0.4211;0.6240;0.4687;19;8
0.6897;0.4211;0.6569;0.4673;20;8
0.7241;0.4211;0.6902;0.4656;21;8
0.7586;0.4211;0.7240;0.4636;22;8
0.7931;0.4211;0.7583;0.4613;23;8
0.8276;0.4211;0.7935;0.4588;24;8
0.8621;0.4211;0.8294;0.4559;25;8
0.8966;0.4211;0.8662;0.4527;26;8
0.9310;0.4211;0.9041;0.4492;27;8
0.9655;0.4211;0.9432;0.4454;28;8
1.0000;0.4211;0.9835;0.4412;29;8
0.0000;0.4737;-0.0388;0.4980;0;9
0.0345;0.4737;0.0036;0.5014;1;9
0.0690;0.4737;0.0445;0.5044;2;9
0.1034;0.4737;0.0840;0.5072;3;9
0.1379;0.4737;0.1223;0.5097;4;9
0.1724;0.4737;0.1595;0.5119;5;9
0.2069;0.4737;0.1957;0.5138;6;9
0.2414;0.4737;0.2311;0.5155;7;9
0.2759;0.4737;0.2657;0.5169;8;9
0.3103;0.4737;0.2996;0.5181;9;9
0.3448;0.4737;0.3330;0.5191;10;9
0.3793;0.4737;0.3660;0.5198;11;9
0.4138;0.4737;0.3986;0.5203;12;9
0.4483;0.4737;0.4309;0.5206;13;9
0.4828;0.4737;0.4630;0.5207;14;9
0.5172;0.4737;0.4951;0.5206;15;9
0.5517;0.4737;0.5271;0.5202;16;9
0.5862;0.4737;0.5592;0.5196;17;9
0.6207;0.4737;0.5915;0.5188;18;9
0.6552;0.4737;0.6240;0.5178;19;9
0.6897;0.4737;0.6569;0.5166;20;9
0.7241;0.4737;0.6902;0.5151;21;9
0.7586;0.4737;0.7240;0.5134;22;9
0.7931;0.4737;0.7583;0.5114;23;9
0.8276;0.4737;0.7935;0.5092;24;9
0.8621;0.4737;0.8294;0.5068;25;9
0.8966;0.4737;0.8662;0.5041;26;9
0.9310;0.4737;0.9041;0.5011;27;9
0.9655;0.4737;0.9432;0.4978;28;9
1.0000;0.4737;0.9835;0.4942;29;9
0.0000;0.5263;-0.0388;0.5525;0;10
0.0345;0.5263;0.0036;0.5551;1;10
0.0690;0.5263;0.0445;0.5575;2;10
0.1034;0.5263;0.0840;0.5596;3;10
0.1379;0.5263;0.1223;0.5615;4;10
0.1724;0.5263;0.1595;0.5632;5;10
0.2069;0.5263;0.1957;0.5646;6;10
0.2414;0.5263;0.2311;0.5659;7;10
0.2759;0.5263;0.2657;0.5670;8;10
0.3103;0.5263;0.2996;0.5679;9;10
0.3448;0.5263;0.3330;0.5686;10;10
0.3793;0.5263;0.3660;0.5691;11;10
0.4138;0.5263;0.3986;0.5694;12;10
0.4483;0.5263;0.4309;0.5696;13;10
0.4828;0.5263;0.4630;0.5696;14;10
0.5172;0.5263;0.4951;0.5694;15;10
0.5517;0.5263;0.5271;0.5691;16;10
0.5862;0.5263;0.5592;0.5685;17;10
0.6207;0.5263;0.5915;0.5678;18;10
0.6552;0.5263;0.6240;0.5669;19;10
0.6897;0.5263;0.6569;0.5659;20;10
0.7241;0.5263;0.6902;0.5646;21;10
0.7586;0.5263;0.7240;0.5632;22;10
0.7931;0.5263;0.7583;0.5615;23;10
0.8276;0.5263;0.7935;0.5597;24;10
0.8621;0.5263;0.8294;0.5577;25;10
0.8966;0.5263;0.8662;0.5554;26;10
0.9310;0.5263;0.9041;0.5529;27;10
0.9655;0.5263;0.9432;0.5502;28;10
1.0000;0.5263;0.9835;0.5472;29;10
0.0000;0.5789;-0.0388;0.6070;0;11
0.0345;0.5789;0.0036;0.6088;1;11
0.0690;0.5789;0.0445;0.6105;2;11
0.1034;0.5789;0.0840;0.6120;3;11
0.1379;0.5789;0.1223;0.6133;4;11
0.1724;0.5789;0.1595;0.6144;5;11
0.2069;0.5789;0.1957;0.6155;6;11
0.2414;0.5789;0.2311;0.6163;7;11
0.2759;0.5789;0.2657;0.6170;8;11
0.3103;0.5789;0.2996;0.6176;9;11
0.3448;0.5789;0.3330;0.6181;10;11
0.3793;0.5789;0.3660;0.6184;11;11
0.4138;0.5789;0.3986;0.6185;12;11
0.4483;0.5789;0.4309;0.6186;13;11
0.4828;0.5789;0.4630;0.6185;14;11
0.5172;0.5789;0.4951;0.6183;15;11
0.5517;0.5789;0.5271;0.6179;16;11
0.5862;0.5789;0.5592;0.6174;17;11
0.6207;0.5789;0.5915;0.6168;18;11
0.6552;0.5789;0.6240;0.6161;19;11
0.6897;0.5789;0.6569;0.6152;20;11
0.7241;0.5789;0.6902;0.6141;21;11
0.7586;0.5789;0.7240;0.6130;22;11
0.7931;0.5789;0.7583;0.6116;23;11
0.8276;0.5789;0.7935;0.6102;24;11
0.8621;0.5789;0.8294;0.6085;25;11
0.8966;0.5789;0.8662;0.6067;26;11
0.9310;0.5789;0.9041;0.6048;27;11
0.9655;0.5789;0.9432;0.6026;28;11
1.0000;0.5789;0.9835;0.6003;29;11
0.0000;0.6316;-0.0388;0.6614;0;12
0.0345;0.6316;0.0036;0.6625;1;12
0.0690;0.6316;0.0445;0.6635;2;12
0.1034;0.6316;0.0840;0.6643;3;12
0.1379;0.6316;0.1223;0.6651;4;12
0.1724;0.6316;0.1595;0.6657;5;12
0.2069;0.6316;0.1957;0.6663;6;12
0.2414;0.6316;0.2311;0.6667;7;12
0.2759;0.6316;0.2657;0.6671;8;12
0.3103;0.6316;0.2996;0.6674;9;12
0.3448;0.6316;0.3330;0.6675;10;12
0.3793;0.6316;0.3660;0.6676;11;12
0.4138;0.6316;0.3986;0.6676;12;12
0.4483;0.6316;0.4309;0.6675;13;12
0.4828;0.6316;0.4630;0.6674;14;12
0.5172;0.6316;0.4951;0.6671;15;12
0.5517;0.6316;0.5271;0.6668;16;12
0.5862;0.6316;0.5592;0.6663;17;12
0.6207;0.6316;0.5915;0.6658;18;12
0.6552;0.6316;0.6240;0.6652;19;12
0.6897;0.6316;0.6569;0.6645;20;12
0.7241;0.6316;0.6902;0.6637;21;12
0.7586;0.6316;0.7240;0.6628;22;12
0.7931;0.6316;0.7583;0.6617;23;12
0.8276;0.6316;0.7935;0.6606;24;12
0.8621;0.6316;0.8294;0.6594;25;12
0.8966;0.6316;0.8662;0.6581;26;12
0.9310;0.6316;0.9041;0.6566;27;12
0.9655;0.6316;0.9432;0.6550;28;12
1.0000;0.6316;0.9835;0.6533;29;12
0.0000;0.6842;-0.0388;0.7159;0;13
0.0345;0.6842;0.0036;0.7162;1;13
0.0690;0.6842;0.0445;0.7165;2;13
0.1034;0.6842;0.0840;0.7167;3;13
0.1379;0.6842;0.1223;0.7169;4;13
0.1724;0.6842;0.1595;0.7170;5;13
0.2069;0.6842;0.1957;0.7171;6;13
0.2414;0.6842;0.2311;0.7172;7;13
0.2759;0.6842;0.2657;0.7172;8;13
0.3103;0.6842;0.2996;0.7171;9;13
0.3448;0.6842;0.3330;0.7170;10;13
0.3793;0.6842;0.3660;0.7169;11;13
0.4138;0.6842;0.3986;0.7167;12;13
0.4483;0.6842;0.4309;0.7165;13;13
0.4828;0.6842;0.4630;0.7163;14;13
0.5172;0.6842;0.4951;0.7160;15;13
0.5517;0.6842;0.5271;0.7156;16;13
0.5862;0.6842;0.5592;0.7152;17;13
0.6207;0.6842;0.5915;0.7148;18;13
0.6552;0.6842;0.6240;0.7143;19;13
0.6897;0.6842;0.6569;0.7138;20;13
0.7241;0.6842;0.6902;0.7132;21;13
0.7586;0.6842;0.7240;0.7125;22;13
0.7931;0.6842;0.7583;0.7118;23;13
0.8276;0.6842;0.7935;0.7111;24;13
0.8621;0.6842;0.8294;0.7103;25;13
0.8966;0.6842;0.8662;0.7094;26;13
0.9310;0.6842;0.9041;0.7085;27;13
0.9655;0.6842;0.9432;0.7075;28;13
1.0000;0.6842;0.9835;0.7064;29;13
0.0000;0.7368;-0.0388;0.7704;0;14
0.0345;0.7368;0.0036;0.7699;1;14
0.0690;0.7368;0.0445;0.7695;2;14
0.1034;0.7368;0.0840;0.7691;3;14
0.1379;0.7368;0.1223;0.7687;4;14
0.1724;0.7368;0.1595;0.7683;5;14
0.2069;0.7368;0.1957;0.7680;6;14
0.2414;0.7368;0.2311;0.7676;7;14
0.2759;0.7368;0.2657;0.7672;8;14
0.3103;0.7368;0.2996;0.7669;9;14
0.3448;0.7368;0.3330;0.7665;10;14
0.3793;0.7368;0.3660;0.7662;11;14
0.4138;0.7368;0.3986;0.7658;12;14
0.4483;0.7368;0.4309;0.7655;13;14
0.4828;0.7368;0.4630;0.7651;14;14
0.5172;0.7368;0.4951;0.7648;15;14
0.5517;0.7368;0.5271;0.7645;16;14
0.5862;0.7368;0.5592;0.7641;17;14
0.6207;0.7368;0.5915;0.7638;18;14
0.6552;0.7368;0.6240;0.7634;19;14
0.6897;0.7368;0.6569;0.7631;20;14
0.7241;0.7368;0.6902;0.7627;21;14
0.7586;0.7368;0.7240;0.7623;22;14
0.7931;0.7368;0.7583;0.7619;23;14
0.8276;0.7368;0.7935;0.7616;24;14
0.8621;0.7368;0.8294;0.7612;25;14
0.8966;0.7368;0.8662;0.7607;26;14
0.9310;0.7368;0.9041;0.7603;27;14
0.9655;0.7368;0.9432;0.7599;28;14
1.0000;0.7368;0.9835;0.7594;29;14
0.0000;0.7895;-0.0388;0.8248;0;15
0.0345;0.7895;0.0036;0.8236;1;15
0.0690;0.7895;0.0445;0.8225;2;15
0.1034;0.7895;0.0840;0.8215;3;15
0.1379;0.7895;0.1223;0.8205;4;15
0.1724;0.7895;0.1595;0.8196;5;15
0.2069;0.7895;0.1957;0.8188;6;15
0.2414;0.7895;0.2311;0.8180;7;15
0.2759;0.7895;0.2657;0.8173;8;15
0.3103;0.7895;0.2996;0.8166;9;15
0.3448;0.7895;0.3330;0.8160;10;15
0.3793;0.7895;0.3660;0.8154;11;15
0.4138;0.7895;0.3986;0.8149;12;15
0.4483;0.7895;0.4309;0.8145;13;15
0.4828;0.7895;0.4630;0.8140;14;15
0.5172;0.7895;0.4951;0.8137;15;15
0.5517;0.7895;0.5271;0.8133;16;15
0.5862;0.7895;0.5592;0.8130;17;15
0.6207;0.7895;0.5915;0.8128;18;15
0.6552;0.7895;0.6240;0.8125;19;15
0.6897;0.7895;0.6569;0.8124;20;15
0.7241;0.7895;0.6902;0.8122;21;15
0.7586;0.7895;0.7240;0.8121;22;15
0.7931;0.7895;0.7583;0.8120;23;15
0.8276;0.7895;0.7935;0.8120;24;15
0.8621;0.7895;0.8294;0.8120;25;15
0.8966;0.7895;0.8662;0.8121;26;15
0.9310;0.7895;0.9041;0.8122;27;15
0.9655;0.7895;0.9432;0.8123;28;15
1.0000;0.7895;0.9835;0.8125;29;15
0.0000;0.8421;-0.0388;0.8793;0;16
0.0345;0.8421;0.0036;0.8773;1;16
0.0690;0.8421;0.0445;0.8755;2;16
0.1034;0.8421;0.0840;0.8739;3;16
0.1379;0.8421;0.1223;0.8723;4;16
0.1724;0.8421;0.1595;0.8709;5;16
0.2069;0.8421;0.1957;0.8696;6;16
0.2414;0.8421;0.2311;0.8684;7;16
0.2759;0.8421;0.2657;0.8674;8;16
0.3103;0.8421;0.2996;0.8664;9;16
0.3448;0.8421;0.3330;0.8655;10;16
0.3793;0.8421;0.3660;0.8647;11;16
0.4138;0.8421;0.3986;0.8640;12;16
0.4483;0.8421;0.4309;0.8634;13;16
0.4828;0.8421;0.4630;0.8629;14;16
0.5172;0.8421;0.4951;0.8625;15;16
0.5517;0.8421;0.5271;0.8622;16;16
0.5862;0.8421;0.5592;0.8619;17;16
0.6207;0.8421;0.5915;0.8617;18;16
0.6552;0.8421;0.6240;0.8617;19;16
0.6897;0.8421;0.6569;0.8617;20;16
0.7241;0.8421;0.6902;0.8617;21;16
0.7586;0.8421;0.7240;0.8619;22;16
0.7931;0.8421;0.7583;0.8621;23;16
0.8276;0.8421;0.7935;0.8625;24;16
0.8621;0.8421;0.8294;0.8629;25;16
0.8966;0.8421;0.8662;0.8634;26;16
0.9310;0.8421;0.9041;0.8640;27;16
0.9655;0.8421;0.9432;0.8647;28;16
1.0000;0.8421;0.9835;0.8655;29;16
0.0000;0.8947;-0.0388;0.9337;0;17
0.0345;0.8947;0.0036;0.9310;1;17
0.0690;0.8947;0.0445;0.9286;2;17
0.1034;0.8947;0.0840;0.9263;3;17
0.1379;0.8947;0.1223;0.9242;4;17
0.1724;0.8947;0.1595;0.9222;5;17
0.2069;0.8947;0.1957;0.9205;6;17
0.2414;0.8947;0.2311;0.9189;7;17
0.2759;0.8947;0.2657;0.9174;8;17
0.3103;0.8947;0.2996;0.9161;9;17
0.3448;0.8947;0.3330;0.9150;10;17
0.3793;0.8947;0.3660;0.9140;11;17
0.4138;0.8947;0.3986;0.9131;12;17
0.4483;0.8947;0.4309;0.9124;13;17
0.4828;0.8947;0.4630;0.9118;14;17
0.5172;0.8947;0.4951;0.9114;15;17
0.5517;0.8947;0.5271;0.9110;16;17
0.5862;0.8947;0.5592;0.9108;17;17
0.6207;0.8947;0.5915;0.9107;18;17
0.6552;0.8947;0.6240;0.9108;19;17
0.6897;0.8947;0.6569;0.9110;20;17
0.7241;0.8947;0.6902;0.9113;21;17
0.7586;0.8947;0.7240;0.9117;22;17
0.7931;0.8947;0.7583;0.9122;23;17
0.8276;0.8947;0.7935;0.9129;24;17
0.8621;0.8947;0.8294;0.9138;25;17
0.8966;0.8947;0.8662;0.9148;26;17
0.9310;0.8947;0.9041;0.9159;27;17
0.9655;0.8947;0.9432;0.9172;28;17
1.0000;0.8947;0.9835;0.9186;29;17
0.0000;0.9474;-0.0388;0.9882;0;18
0.0345;0.9474;0.0036;0.9848;1;18
0.0690;0.9474;0.0445;0.9816;2;18
0.1034;0.9474;0.0840;0.9786;3;18
0.1379;0.9474;0.1223;0.9760;4;18
0.1724;0.9474;0.1595;0.9735;5;18
0.2069;0.9474;0.1957;0.9713;6;18
0.2414;0.9474;0.2311;0.9693;7;18
0.2759;0.9474;0.2657;0.9675;8;18
0.3103;0.9474;0.2996;0.9659;9;18
0.3448;0.9474;0.3330;0.9645;10;18
0.3793;0.9474;0.3660;0.9633;11;18
0.4138;0.9474;0.3986;0.9622;12;18
0.4483;0.9474;0.4309;0.9614;13;18
0.4828;0.9474;0.4630;0.9607;14;18
0.5172;0.9474;0.4951;0.9602;15;18
0.5517;0.9474;0.5271;0.9599;16;18
0.5862;0.9474;0.5592;0.9597;17;18
0.6207;0.9474;0.5915;0.9597;18;18
0.6552;0.9474;0.6240;0.9599;19;18
0.6897;0.9474;0.6569;0.9602;20;18
0.7241;0.9474;0.6902;0.9608;21;18
0.7586;0.9474;0.7240;0.9615;22;18
0.7931;0.9474;0.7583;0.9623;23;18
0.8276;0.9474;0.7935;0.9634;24;18
0.8621;0.9474;0.8294;0.9646;25;18
0.8966;0.9474;0.8662;0.9661;26;18
0.9310;0.9474;0.9041;0.9677;27;18
0.9655;0.9474;0.9432;0.9696;28;18
1.0000;0.9474;0.9835;0.9716;29;18
0.0000;1.0000;-0.0388;1.0427;0;19
0.0345;1.0000;0.0036;1.0385;1;19
0.0690;1.0000;0.0445;1.0346;2;19
0.1034;1.0000;0.0840;1.0310;3;19
0.1379;1.0000;0.1223;1.0278;4;19
0.1724;1.0000;0.1595;1.0248;5;19
0.2069;1.0000;0.1957;1.0221;6;19
0.2414;1.0000;0.2311;1.0197;7;19
0.2759;1.0000;0.2657;1.0175;8;19
0.3103;1.0000;0.2996;1.0156;9;19
0.3448;1.0000;0.3330;1.0140;10;19
