x;y;u;v;column;row
0.4828;0.3158;0.4848;0.3740;14;6
0.5172;0.3158;0.5152;0.3740;15;6
0.5517;0.3158;0.5456;0.3737;16;6
0.5862;0.3158;0.5761;0.3730;17;6
0.6207;0.3158;0.6068;0.3719;18;6
0.6552;0.3158;0.6378;0.3705;19;6
0.6897;0.3158;0.6691;0.3688;20;6
0.7241;0.3158;0.7010;0.3666;21;6
0.7586;0.3158;0.7333;0.3641;22;6
0.7931;0.3158;0.7664;0.3612;23;6
0.8276;0.3158;0.8001;0.3579;24;6
0.8621;0.3158;0.8347;0.3542;25;6
0.8966;0.3158;0.8703;0.3500;26;6
0.9310;0.3158;0.9069;0.3455;27;6
0.9655;0.3158;0.9448;0.3404;28;6
1.0000;0.3158;0.9840;0.3349;29;6
0.0000;0.3684;0.0160;0.3886;0;7
0.0345;0.3684;0.0552;0.3934;1;7
0.0690;0.3684;0.0931;0.3979;2;7
0.1034;0.3684;0.1297;0.4019;3;7
0.1379;0.3684;0.1653;0.4055;4;7
0.1724;0.3684;0.1999;0.4088;5;7
0.2069;0.3684;0.2336;0.4117;6;7
0.2414;0.3684;0.2667;0.4142;7;7
0.2759;0.3684;0.2990;0.4164;8;7
0.3103;0.3684;0.3309;0.4183;9;7
0.3448;0.3684;0.3622;0.4198;10;7
0.3793;0.3684;0.3932;0.4210;11;7
0.4138;0.3684;0.4239;0.4220;12;7
0.4483;0.3684;0.4544;0.4226;13;7
0.4828;0.3684;0.4848;0.4229;14;7
0.5172;0.3684;0.5152;0.4229;15;7
0.5517;0.3684;0.5456;0.4226;16;7
0.5862;0.3684;0.5761;0.4220;17;7
0.6207;0.3684;0.6068;0.4210;18;7
0.6552;0.3684;0.6378;0.4198;19;7
0.6897;0.3684;0.6691;0.4183;20;7
0.7241;0.3684;0.7010;0.4164;21;7
0.7586;0.3684;0.7333;0.4142;22;7
0.7931;0.3684;0.7664;0.4117;23;7
0.8276;0.3684;0.8001;0.4088;24;7
0.8621;0.3684;0.8347;0.4055;25;7
0.8966;0.3684;0.8703;0.4019;26;7
0.9310;0.3684;0.9069;0.3979;27;7
0.9655;0.3684;0.9448;0.3934;28;7
1.0000;0.3684;0.9840;0.3886;29;7
0.0000;0.4211;0.0160;0.4423;0;8
0.0345;0.4211;0.0552;0.4465;1;8
0.0690;0.4211;0.0931;0.4503;2;8
0.1034;0.4211;0.1297;0.4537;3;8
0.1379;0.4211;0.1653;0.4569;4;8
0.1724;0.4211;0.1999;0.4596;5;8
0.2069;0.4211;0.2336;0.4621;6;8
0.2414;0.4211;0.2667;0.4643;7;8
0.2759;0.4211;0.2990;0.4662;8;8
0.3103;0.4211;0.3309;0.4678;9;8
0.3448;0.4211;0.3622;0.4691;10;8
0.3793;0.4211;0.3932;0.4702;11;8
0.4138;0.4211;0.4239;0.4710;12;8
0.4483;0.4211;0.4544;0.4715;13;8
0.4828;0.4211;0.4848;0.4717;14;8
0.5172;0.4211;0.5152;0.4717;15;8
0.5517;0.4211;0.5456;0.4715;16;8
0.5862;0.4211;0.5761;0.4710;17;8
0.6207;0.4211;0.6068;0.4702;18;8
0.6552;0.4211;0.6378;0.4691;19;8
0.6897;0.4211;0.6691;0.4678;20;8
0.7241;0.4211;0.7010;0.4662;21;8
0.7586;0.4211;0.7333;0.4643;22;8
0.7931;0.4211;0.7664;0.4621;23;8
0.8276;0.4211;0.8001;0.4596;24;8
0.8621;0.4211;0.8347;0.4569;25;8
0.8966;0.4211;0.8703;0.4537;26;8
0.9310;0.4211;0.9069;0.4503;27;8
0.9655;0.4211;0.9448;0.4465;28;8
1.0000;0.4211;0.9840;0.4423;29;8
0.0000;0.4737;0.0160;0.4961;0;9
0.0345;0.4737;0.0552;0.4995;1;9
0.0690;0.4737;0.0931;0.5027;2;9
0.1034;0.4737;0.1297;0.5056;3;9
0.1379;0.4737;0.1653;0.5082;4;9
0.1724;0.4737;0.1999;0.5105;5;9
0.2069;0.4737;0.2336;0.5126;6;9
0.2414;0.4737;0.2667;0.5144;7;9
0.2759;0.4737;0.2990;0.5160;8;9
0.3103;0.4737;0.3309;0.5173;9;9
0.3448;0.4737;0.3622;0.5184;10;9
0.3793;0.4737;0.3932;0.5193;11;9
0.4138;0.4737;0.4239;0.5200;12;9
0.4483;0.4737;0.4544;0.5204;13;9
0.4828;0.4737;0.4848;0.5206;14;9
0.5172;0.4737;0.5152;0.5206;15;9
0.5517;0.4737;0.5456;0.5204;16;9
0.5862;0.4737;0.5761;0.5200;17;9
0.6207;0.4737;0.6068;0.5193;18;9
0.6552;0.4737;0.6378;0.5184;19;9
0.6897;0.4737;0.6691;0.5173;20;9
0.7241;0.4737;0.7010;0.5160;21;9
0.7586;0.4737;0.7333;0.5144;22;9
0.7931;0.4737;0.7664;0.5126;23;9
0.8276;0.4737;0.8001;0.5105;24;9
0.8621;0.4737;0.8347;0.5082;25;9
0.8966;0.4737;0.8703;0.5056;26;9
0.9310;0.4737;0.9069;0.5027;27;9
0.9655;0.4737;0.9448;0.4995;28;9
1.0000;0.4737;0.9840;0.4961;29;9
0.0000;0.5263;0.0160;0.5498;0;10
0.0345;0.5263;0.0552;0.5526;1;10
0.0690;0.5263;0.0931;0.5551;2;10
0.1034;0.5263;0.1297;0.5574;3;10
0.1379;0.5263;0.1653;0.5595;4;10
0.1724;0.5263;0.1999;0.5614;5;10
0.2069;0.5263;0.2336;0.5630;6;10
0.2414;0.5263;0.2667;0.5645;7;10
0.2759;0.5263;0.2990;0.5658;8;10
0.3103;0.5263;0.3309;0.5668;9;10
0.3448;0.5263;0.3622;0.5677;10;10
0.3793;0.5263;0.3932;0.5684;11;10
0.4138;0.5263;0.4239;0.5689;12;10
0.4483;0.5263;0.4544;0.5693;13;10
0.4828;0.5263;0.4848;0.5695;14;10
0.5172;0.5263;0.5152;0.5695;15;10
0.5517;0.5263;0.5456;0.5693;16;10
0.5862;0.5263;0.5761;0.5689;17;10
0.6207;0.5263;0.6068;0.5684;18;10
0.6552;0.5263;0.6378;0.5677;19;10
0.6897;0.5263;0.6691;0.5668;20;10
0.7241;0.5263;0.7010;0.5658;21;10
0.7586;0.5263;0.7333;0.5645;22;10
0.7931;0.5263;0.7664;0.5630;23;10
0.8276;0.5263;0.8001;0.5614;24;10
0.8621;0.5263;0.8347;0.5595;25;10
0.8966;0.5263;0.8703;0.5574;26;10
0.9310;0.5263;0.9069;0.5551;27;10
0.9655;0.5263;0.9448;0.5526;28;10
1.0000;0.5263;0.9840;0.5498;29;10
0.0000;0.5789;0.0160;0.6035;0;11
0.0345;0.5789;0.0552;0.6056;1;11
0.0690;0.5789;0.0931;0.6075;2;11
0.1034;0.5789;0.1297;0.6093;3;11
0.1379;0.5789;0.1653;0.6108;4;11
0.1724;0.5789;0.1999;0.6122;5;11
0.2069;0.5789;0.2336;0.6135;6;11
0.2414;0.5789;0.2667;0.6146;7;11
0.2759;0.5789;0.2990;0.6155;8;11
0.3103;0.5789;0.3309;0.6163;9;11
0.3448;0.5789;0.3622;0.6170;10;11
0.3793;0.5789;0.3932;0.6175;11;11
0.4138;0.5789;0.4239;0.6179;12;11
0.4483;0.5789;0.4544;0.6182;13;11
0.4828;0.5789;0.4848;0.6183;14;11
0.5172;0.5789;0.5152;0.6183;15;11
0.5517;0.5789;0.5456;0.6182;16;11
0.5862;0.5789;0.5761;0.6179;17;11
0.6207;0.5789;0.6068;0.6175;18;11
0.6552;0.5789;0.6378;0.6170;19;11
0.6897;0.5789;0.6691;0.6163;20;11
0.7241;0.5789;0.7010;0.6155;21;11
0.7586;0.5789;0.7333;0.6146;22;11
0.7931;0.5789;0.7664;0.6135;23;11
0.8276;0.5789;0.8001;0.6122;24;11
0.8621;0.5789;0.8347;0.6108;25;11
0.8966;0.5789;0.8703;0.6093;26;11
0.9310;0.5789;0.9069;0.6075;27;11
0.9655;0.5789;0.9448;0.6056;28;11
1.0000;0.5789;0.9840;0.6035;29;11
0.0000;0.6316;0.0160;0.6573;0;12
0.0345;0.6316;0.0552;0.6587;1;12
0.0690;0.6316;0.0931;0.6600;2;12
0.1034;0.6316;0.1297;0.6611;3;12
0.1379;0.6316;0.1653;0.6622;4;12
0.1724;0.6316;0.1999;0.6631;5;12
0.2069;0.6316;0.2336;0.6640;6;12
0.2414;0.6316;0.2667;0.6647;7;12
0.2759;0.6316;0.2990;0.6653;8;12
0.3103;0.6316;0.3309;0.6659;9;12
0.3448;0.6316;0.3622;0.6663;10;12
0.3793;0.6316;0.3932;0.6667;11;12
0.4138;0.6316;0.4239;0.6669;12;12
0.4483;0.6316;0.4544;0.6671;13;12
0.4828;0.6316;0.4848;0.6672;14;12
0.5172;0.6316;0.5152;0.6672;15;12
0.5517;0.6316;0.5456;0.6671;16;12
0.5862;0.6316;0.5761;0.6669;17;12
0.6207;0.6316;0.6068;0.6667;18;12
0.6552;0.6316;0.6378;0.6663;19;12
0.6897;0.6316;0.6691;0.6659;20;12
0.7241;0.6316;0.7010;0.6653;21;12
0.7586;0.6316;0.7333;0.6647;22;12
0.7931;0.6316;0.7664;0.6640;23;12
0.8276;0.6316;0.8001;0.6631;24;12
0.8621;0.6316;0.8347;0.6622;25;12
0.8966;0.6316;0.8703;0.6611;26;12
0.9310;0.6316;0.9069;0.6600;27;12
0.9655;0.6316;0.9448;0.6587;28;12
1.0000;0.6316;0.9840;0.6573;29;12
0.0000;0.6842;0.0160;0.7110;0;13
0.0345;0.6842;0.0552;0.7117;1;13
0.0690;0.6842;0.0931;0.7124;2;13
0.1034;0.6842;0.1297;0.7130;3;13
0.1379;0.6842;0.1653;0.7135;4;13
0.1724;0.6842;0.1999;0.7140;5;13
0.2069;0.6842;0.2336;0.7144;6;13
0.2414;0.6842;0.2667;0.7148;7;13
0.2759;0.6842;0.2990;0.7151;8;13
0.3103;0.6842;0.3309;0.7154;9;13
0.3448;0.6842;0.3622;0.7156;10;13
0.3793;0.6842;0.3932;0.7158;11;13
0.4138;0.6842;0.4239;0.7159;12;13
0.4483;0.6842;0.4544;0.7160;13;13
0.4828;0.6842;0.4848;0.7161;14;13
0.5172;0.6842;0.5152;0.7161;15;13
0.5517;0.6842;0.5456;0.7160;16;13
0.5862;0.6842;0.5761;0.7159;17;13
0.6207;0.6842;0.6068;0.7158;18;13
0.6552;0.6842;0.6378;0.7156;19;13
0.6897;0.6842;0.6691;0.7154;20;13
0.7241;0.6842;0.7010;0.7151;21;13
0.7586;0.6842;0.7333;0.7148;22;13
0.7931;0.6842;0.7664;0.7144;23;13
0.8276;0.6842;0.8001;0.7140;24;13
0.8621;0.6842;0.8347;0.7135;25;13
0.8966;0.6842;0.8703;0.7130;26;13
0.9310;0.6842;0.9069;0.7124;27;13
0.9655;0.6842;0.9448;0.7117;28;13
1.0000;0.6842;0.9840;0.7110;29;13
0.0000;0.7368;0.0160;0.7648;0;14
0.0345;0.7368;0.0552;0.7648;1;14
0.0690;0.7368;0.0931;0.7648;2;14
0.1034;0.7368;0.1297;0.7648;3;14
0.1379;0.7368;0.1653;0.7648;4;14
0.1724;0.7368;0.1999;0.7649;5;14
0.2069;0.7368;0.2336;0.7649;6;14
0.2414;0.7368;0.2667;0.7649;7;14
0.2759;0.7368;0.2990;0.7649;8;14
0.3103;0.7368;0.3309;0.7649;9;14
0.3448;0.7368;0.3622;0.7649;10;14
0.3793;0.7368;0.3932;0.7649;11;14
0.4138;0.7368;0.4239;0.7649;12;14
0.4483;0.7368;0.4544;0.7649;13;14
0.4828;0.7368;0.4848;0.7649;14;14
0.5172;0.7368;0.5152;0.7649;15;14
0.5517;0.7368;0.5456;0.7649;16;14
0.5862;0.7368;0.5761;0.7649;17;14
0.6207;0.7368;0.6068;0.7649;18;14
0.6552;0.7368;0.6378;0.7649;19;14
0.6897;0.7368;0.6691;0.7649;20;14
0.7241;0.7368;0.7010;0.7649;21;14
0.7586;0.7368;0.7333;0.7649;22;14
0.7931;0.7368;0.7664;0.7649;23;14
0.8276;0.7368;0.8001;0.7649;24;14
0.8621;0.7368;0.8347;0.7648;25;14
0.8966;0.7368;0.8703;0.7648;26;14
0.9310;0.7368;0.9069;0.7648;27;14
0.9655;0.7368;0.9448;0.7648;28;14
1.0000;0.7368;0.9840;0.7648;29;14
0.0000;0.7895;0.0160;0.8185;0;15
0.0345;0.7895;0.0552;0.8178;1;15
0.0690;0.7895;0.0931;0.8172;2;15
0.1034;0.7895;0.1297;0.8167;3;15
0.1379;0.7895;0.1653;0.8162;4;15
0.1724;0.7895;0.1999;0.8157;5;15
0.2069;0.7895;0.2336;0.8153;6;15
0.2414;0.7895;0.2667;0.8150;7;15
0.2759;0.7895;0.2990;0.8147;8;15
0.3103;0.7895;0.3309;0.8144;9;15
0.3448;0.7895;0.3622;0.8142;10;15
0.3793;0.7895;0.3932;0.8140;11;15
0.4138;0.7895;0.4239;0.8139;12;15
0.4483;0.7895;0.4544;0.8138;13;15
0.4828;0.7895;0.4848;0.8138;14;15
0.5172;0.7895;0.5152;0.8138;15;15
0.5517;0.7895;0.5456;0.8138;16;15
0.5862;0.7895;0.5761;0.8139;17;15
0.6207;0.7895;0.6068;0.8140;18;15
0.6552;0.7895;0.6378;0.8142;19;15
0.6897;0.7895;0.6691;0.8144;20;15
0.7241;0.7895;0.7010;0.8147;21;15
0.7586;0.7895;0.7333;0.8150;22;15
0.7931;0.7895;0.7664;0.8153;23;15
0.8276;0.7895;0.8001;0.8157;24;15
0.8621;0.7895;0.8347;0.8162;25;15
0.8966;0.7895;0.8703;0.8167;26;15
0.9310;0.7895;0.9069;0.8172;27;15
0.9655;0.7895;0.9448;0.8178;28;15
1.0000;0.7895;0.9840;0.8185;29;15
0.0000;0.8421;0.0160;0.8722;0;16
0.0345;0.8421;0.0552;0.8709;1;16
0.0690;0.8421;0.0931;0.8696;2;16
0.1034;0.8421;0.1297;0.8685;3;16
0.1379;0.8421;0.1653;0.8675;4;16
0.1724;0.8421;0.1999;0.8666;5;16
0.2069;0.8421;0.2336;0.8658;6;16
0.2414;0.8421;0.2667;0.8651;7;16
0.2759;0.8421;0.2990;0.8645;8;16
0.3103;0.8421;0.3309;0.8639;9;16
0.3448;0.8421;0.3622;0.8635;10;16
0.3793;0.8421;0.3932;0.8632;11;16
0.4138;0.8421;0.4239;0.8629;12;16
0.4483;0.8421;0.4544;0.8627;13;16
0.4828;0.8421;0.4848;0.8626;14;16
0.5172;0.8421;0.5152;0.8626;15;16
0.5517;0.8421;0.5456;0.8627;16;16
0.5862;0.8421;0.5761;0.8629;17;16
0.6207;0.8421;0.6068;0.8632;18;16
0.6552;0.8421;0.6378;0.8635;19;16
0.6897;0.8421;0.6691;0.8639;20;16
0.7241;0.8421;0.7010;0.8645;21;16
0.7586;0.8421;0.7333;0.8651;22;16
0.7931;0.8421;0.7664;0.8658;23;16
0.8276;0.8421;0.8001;0.8666;24;16
0.8621;0.8421;0.8347;0.8675;25;16
0.8966;0.8421;0.8703;0.8685;26;16
0.9310;0.8421;0.9069;0.8696;27;16
0.9655;0.8421;0.9448;0.8709;28;16
1.0000;0.8421;0.9840;0.8722;29;16
0.0000;0.8947;0.0160;0.9260;0;17
0.0345;0.8947;0.0552;0.9239;1;17
0.0690;0.8947;0.0931;0.9221;2;17
0.1034;0.8947;0.1297;0.9204;3;17
0.1379;0.8947;0.1653;0.9188;4;17
0.1724;0.8947;0.1999;0.9175;5;17
0.2069;0.8947;0.2336;0.9162;6;17
0.2414;0.8947;0.2667;0.9152;7;17
0.2759;0.8947;0.2990;0.9142;8;17
0.3103;0.8947;0.3309;0.9134;9;17
0.3448;0.8947;0.3622;0.9128;10;17
0.3793;0.8947;0.3932;0.9123;11;17
0.4138;0.8947;0.4239;0.9119;12;17
0.4483;0.8947;0.4544;0.9116;13;17
0.4828;0.8947;0.4848;0.9115;14;17
0.5172;0.8947;0.5152;0.9115;15;17
0.5517;0.8947;0.5456;0.9116;16;17
0.5862;0.8947;0.5761;0.9119;17;17
0.6207;0.8947;0.6068;0.9123;18;17
0.6552;0.8947;0.6378;0.9128;19;17
0.6897;0.8947;0.6691;0.9134;20;17
0.7241;0.8947;0.7010;0.9142;21;17
0.7586;0.8947;0.7333;0.9152;22;17
0.7931;0.8947;0.7664;0.9162;23;17
0.8276;0.8947;0.8001;0.9175;24;17
0.8621;0.8947;0.8347;0.9188;25;17
0.8966;0.8947;0.8703;0.9204;26;17
0.9310;0.8947;0.9069;0.9221;27;17
0.9655;0.8947;0.9448;0.9239;28;17
1.0000;0.8947;0.9840;0.9260;29;17
0.0000;0.9474;0.0160;0.9797;0;18
0.0345;0.9474;0.0552;0.9770;1;18
0.0690;0.9474;0.0931;0.9745;2;18
0.1034;0.9474;0.1297;0.9722;3;18
0.1379;0.9474;0.1653;0.9702;4;18
0.1724;0.9474;0.1999;0.9683;5;18
0.2069;0.9474;0.2336;0.9667;6;18
0.2414;0.9474;0.2667;0.9653;7;18
0.2759;0.9474;0.2990;0.9640;8;18
0.3103;0.9474;0.3309;0.9630;9;18
0.3448;0.9474;0.3622;0.9621;10;18
0.3793;0.9474;0.3932;0.9614;11;18
0.4138;0.9474;0.4239;0.9609;12;18
0.4483;0.9474;0.4544;0.9605;13;18
0.4828;0.9474;0.4848;0.9604;14;18
0.5172;0.9474;0.5152;0.9604;15;18
0.5517;0.9474;0.5456;0.9605;16;18
0.5862;0.9474;0.5761;0.9609;17;18
0.6207;0.9474;0.6068;0.9614;18;18
0.6552;0.9474;0.6378;0.9621;19;18
0.6897;0.9474;0.6691;0.9630;20;18
0.7241;0.9474;0.7010;0.9640;21;18
0.7586;0.9474;0.7333;0.9653;22;18
0.7931;0.9474;0.7664;0.9667;23;18
0.8276;0.9474;0.8001;0.9683;24;18
0.8621;0.9474;0.8347;0.9702;25;18
0.8966;0.9474;0.8703;0.9722;26;18
0.9310;0.9474;0.9069;0.9745;27;18
0.9655;0.9474;0.9448;0.9770;28;18
1.0000;0.9474;0.9840;0.9797;29;18
0.0000;1.0000;0.0160;1.0335;0;19
0.0345;1.0000;0.0552;1.0300;1;19
0.0690;1.0000;0.0931;1.0269;2;19
0.1034;1.0000;0.1297;1.0241;3;19
0.1379;1.0000;0.1653;1.0215;4;19
0.1724;1.0000;0.1999;1.0192;5;19
0.2069;1.0000;0.2336;1.0171;6;19
0.2414;1.0000;0.2667;1.0154;7;19
0.2759;1.0000;0.2990;1.0138;8;19
0.3103;1.0000;0.3309;1.0125;9;19
0.3448;1.0000;0.3622;1.0114;10;19
0.3793;1.0000;0.3932;1.0105;11;19
