x;y;z;heading;pitch;bank;left;right;bottom;top;tanLeft;tanRight;tanBottom;tanTop;width;height
0.0000000;0.0000000;1500.0000000;-54.00;0.00;0.00;-36.0000000;37.0000000;-31.0000000;18.0000000;-0.7265425;0.7535541;-0.6008606;0.3249197;1.4800966;0.9257803
