TIME,DISTANCE,MARKERS,SPEED,MOTORRPMFRONT,MOTORRPMREAR,POWERELECTRICALFRONT,POWERELECTRICALREAR,POWERELECTRICALTOTAL,POWERBALANCE,EFFICIENCYFRONT,EFFICIENCYREAR,TORQUEMECHANICALFRONT,TORQUEMECHANICALREAR,TORQUEROTORFRONT,TORQUEROTORREAR
0.006,0.222,3,36.89207,8392.781,7892.599,190.323,380.646,570.969,0.333333,0.949,0.945,205.458,435.446,207.675,431.733
0.008,0.298,3,36.89207,8455.371,8061.641,190.323,380.646,570.969,0.333333,0.949,0.946,204.227,426.873,199.295,425.169
0.028,1.047,0,36.89207,8588.028,7951.006,190.323,380.646,570.969,0.333333,0.95,0.945,201.257,432.492,196.616,427.951
0.048,1.799,0,36.89207,8606.586,8016.628,190.323,380.646,570.969,0.333333,0.95,0.946,200.647,428.988,203.735,431.293
0.068,2.556,0,38.01068,8669.541,8060.014,190.323,380.646,570.969,0.333333,0.951,0.946,199.351,426.838,199.637,429.037
0.088,3.317,0,38.01068,8775.583,8154.796,190.323,380.646,570.969,0.333333,0.951,0.947,197.28,422.073,189.818,428.959
0.108,4.083,0,38.01068,8942.072,8379.239,250,500,750,0.333333,0.952,0.949,254.468,540.452,250.659,549.38
0.128,4.854,0,38.01068,8995.768,8520.872,250,500,750,0.333333,0.953,0.95,252.457,531.271,266.904,562.055
0.148,5.63,0,38.01068,8834.594,8652.376,250,500,750,0.333333,0.952,0.951,256.531,523.684,278.932,554.976
0.168,6.413,0,39.29597,8723.439,8760.02,250,500,750,0.333333,0.951,0.951,259.839,518.014,275.004,538.068
0.188,7.201,0,39.29597,8672.218,8801.03,250,500,750,0.333333,0.951,0.952,261.923,515.802,258.035,534.107
0.208,7.995,0,39.29597,8756.955,8796.259,250,500,750,0.333333,0.951,0.952,259.481,515.224,257.303,559.12
0.228,8.794,0,39.29597,8858.057,8827.921,250,500,750,0.333333,0.952,0.952,256.838,514.647,250.146,523.073
0.248,9.597,0,39.29597,8943.579,8848.666,250,500,750,0.333333,0.952,0.952,254.469,513.572,249.381,520.138
0.268,10.404,0,40.49522,9014.93,8832.877,250,500,750,0.333333,0.953,0.952,252.55,514.478,248,519.773
0.288,11.216,0,40.49522,9062.101,8871.706,250,500,750,0.333333,0.953,0.952,251.247,512.478,248.629,514.05
0.308,12.032,0,40.49522,9129.237,8937.779,250,500,750,0.333333,0.953,0.952,249.549,508.927,245.328,509.825
0.328,12.852,0,40.49522,9236.683,8993.432,250,500,750,0.333333,0.954,0.953,246.826,505.84,241.738,510.371
0.348,13.677,0,40.49522,9321.782,9098.368,250,500,750,0.333333,0.954,0.953,244.689,500.341,239.597,504.479
0.368,14.507,0,41.60102,9424.875,9160,250,500,750,0.333333,0.955,0.954,242.098,496.912,238.69,509.06
0.388,15.341,0,41.60102,9477.362,9201.46,250,500,750,0.333333,0.955,0.954,240.707,494.675,241.365,510.745
0.408,16.179,0,41.60102,9491.171,9236.801,250,500,750,0.333333,0.955,0.954,240.173,492.938,247.839,507.224
0.428,17.023,0,41.60102,9413.637,9262.517,250,500,750,0.333333,0.955,0.954,242.133,491.628,246.95,506.416
0.448,17.872,0,41.60102,9417.37,9266.371,250,500,750,0.333333,0.955,0.954,242.205,491.489,241.443,504.444
0.468,18.726,0,42.821,9434.29,9274.904,250,500,750,0.333333,0.955,0.954,241.637,491.384,246.227,493.536
0.488,19.584,0,42.821,9308.105,9251.222,250,500,750,0.333333,0.954,0.954,244.713,492.485,250.283,497.672
0.508,20.448,0,42.821,9239.463,9258.74,250,500,750,0.333333,0.954,0.954,246.596,492.336,246.805,489.862
0.528,21.317,0,42.821,9293.83,9306.073,250,500,750,0.333333,0.954,0.954,245.425,489.971,239.067,487.204
0.548,22.191,0,42.821,9363.5,9332.233,250,500,750,0.333333,0.955,0.955,243.862,488.61,231.734,487.813
0.568,23.07,0,44.07124,9477.592,9319.003,250,500,750,0.333333,0.955,0.954,240.75,489.378,239.742,484.874
0.588,23.952,0,44.07124,9529.625,9349.529,250,500,750,0.333333,0.956,0.955,239.357,487.95,243.343,480.47
0.608,24.84,0,44.07124,9455.607,9444.189,250,500,750,0.333333,0.955,0.955,241.178,483.226,243.741,478.479
0.628,25.733,0,44.07124,9446.407,9571.66,250,500,750,0.333333,0.955,0.956,241.55,476.962,238.967,477.238
0.648,26.63,0,44.07124,9492.061,9657.562,250,500,750,0.333333,0.955,0.956,240.468,472.584,237.132,485.036
0.668,27.533,0,45.29002,9580.576,9699.148,250,500,750,0.333333,0.956,0.956,238.413,470.538,232.977,487.204
0.688,28.441,0,45.29002,9813.107,9637.988,250,500,750,0.333333,0.957,0.956,233.089,473.888,225.201,472.351
0.708,29.353,0,45.29002,9810.416,9663.978,250,500,750,0.333333,0.957,0.956,232.708,472.795,241.176,466.902
0.728,30.27,0,45.29002,9710.048,9718.212,250,500,750,0.333333,0.956,0.956,235.255,470.324,234.457,462.825
0.748,31.191,0,45.29002,9715.63,9834.028,250,500,750,0.333333,0.956,0.957,235.102,465.66,235.171,435.034
0.768,32.118,0,46.49532,9770.474,9895.762,250,500,750,0.333333,0.957,0.957,234.019,462.022,227.649,463.544
0.788,33.049,0,46.49532,9816.964,9885.488,250,500,750,0.333333,0.957,0.957,232.86,462.599,230.224,459.7
0.808,33.986,0,46.49532,9885.634,9963.751,250,500,750,0.333333,0.957,0.958,231.393,457.008,225.798,534.882
0.828,34.927,0,46.49532,9928.351,9934.08,250,500,750,0.333333,0.957,0.957,230.108,460.356,237.113,460.447
0.848,35.873,0,46.49532,9996.789,9988.179,250,500,750,0.333333,0.958,0.958,228.731,458.054,230.779,454.98
0.868,36.823,0,47.70866,10027.64,10043.27,250,500,750,0.333333,0.958,0.958,228.221,455.785,223.996,447.44
0.888,37.779,0,47.70866,10076.88,10110.57,250,500,750,0.333333,0.958,0.958,227.208,452.821,220.821,446.65
0.908,38.739,0,47.70866,10099.25,10176.79,250,500,750,0.333333,0.958,0.958,226.692,449.923,221.594,446.576
0.928,39.704,0,47.70866,10163.9,10208.76,250,500,750,0.333333,0.958,0.958,225.363,448.577,218.146,444.952
0.948,40.674,0,47.70866,10249.94,10281.89,250,500,750,0.333333,0.959,0.959,223.483,445.556,218.768,440.201
0.968,41.648,0,48.88792,10308.51,10300.16,250,500,750,0.333333,0.959,0.959,222.128,445.32,222.875,418.852
0.988,42.626,0,48.88792,10343.92,10340.32,250,500,750,0.333333,0.959,0.959,221.526,443.124,217.004,438.214
1.008,43.61,0,48.88792,10394.62,10414.24,250,500,750,0.333333,0.959,0.959,220.439,440.157,217.855,432.8
1.028,44.597,0,48.88792,10421.46,10479.4,250,500,750,0.333333,0.959,0.959,219.844,437.43,219.279,433.848
1.048,45.59,0,48.88792,10472.97,10513.88,250,500,750,0.333333,0.959,0.96,218.881,436.126,215.048,429.261
1.068,46.587,0,50.03048,10533.94,10578.62,250,500,750,0.333333,0.96,0.96,217.67,433.515,213.409,428.201
1.088,47.588,0,50.03048,10562.59,10608.63,250,500,750,0.333333,0.96,0.96,217.011,432.464,216.527,421.495
1.108,48.594,0,50.03048,10594.93,10651.94,250,500,750,0.333333,0.96,0.96,216.512,430.653,210.083,424.54
1.128,49.605,0,50.03048,10638.93,10708.48,250,500,750,0.333333,0.96,0.96,215.527,428.408,214.233,424.359
1.148,50.62,0,50.03048,10678.71,10736.92,250,500,750,0.333333,0.96,0.96,214.784,427.373,212.098,420.632
1.168,51.64,0,51.15945,10704.25,10758.72,250,500,750,0.333333,0.96,0.96,214.284,426.714,211.824,412.173
1.188,52.664,0,51.15945,10755.29,10803.27,250,500,750,0.333333,0.96,0.96,213.391,424.741,206.996,422.094
1.208,53.692,0,51.15945,10824.46,10835.43,250,500,750,0.333333,0.96,0.961,212.04,423.121,207.049,438.196
1.228,54.725,0,51.15945,10868.3,10865.2,250,500,750,0.333333,0.961,0.961,211.351,422.479,200.116,416.178
1.248,55.762,0,51.15945,10934.39,10910.65,250,500,750,0.333333,0.961,0.961,209.923,420.951,207.226,406.733
1.268,56.802,0,52.2328,10962.75,10990.86,250,500,750,0.333333,0.961,0.961,209.377,417.83,207.581,410.022
1.288,57.847,0,52.2328,11002.25,11052.04,250,500,750,0.333333,0.961,0.961,208.653,415.854,206.619,395.724
1.308,58.896,0,52.2328,11047.28,11149.12,250,500,750,0.333333,0.961,0.961,207.833,411.979,205.543,408.405
1.328,59.95,0,52.2328,11107.47,11186.57,250,500,750,0.333333,0.961,0.961,206.792,410.623,202.087,407.764
1.348,61.007,0,52.2328,11165.13,11212.3,250,500,750,0.333333,0.961,0.962,205.734,409.65,201.967,409.443
1.368,62.069,0,53.273,11187.87,11231.27,250,500,750,0.333333,0.961,0.962,205.243,408.945,205.411,410.237
1.388,63.135,0,53.273,11207.56,11263.93,250,500,750,0.333333,0.962,0.962,204.932,407.905,203.255,403.825
1.408,64.206,0,53.273,11242.39,11297.28,250,500,750,0.333333,0.962,0.962,204.336,406.727,201.623,402.911
1.428,65.28,0,53.273,11284,11319.48,250,500,750,0.333333,0.962,0.962,203.605,405.93,200.787,403.077
1.448,66.359,0,53.273,11327.51,11349.55,250,500,750,0.333333,0.962,0.962,202.828,405.13,200.733,390.373
1.468,67.441,0,54.30536,11371.6,11388.14,250,500,750,0.333333,0.962,0.962,202.062,403.576,199.959,399.237
1.488,68.528,0,54.30536,11415.76,11439.6,250,500,750,0.333333,0.962,0.962,201.321,401.865,198.197,394.651
1.508,69.618,0,54.30536,11448.11,11494.89,250,500,750,0.333333,0.962,0.962,200.788,399.983,196.59,392.553
1.528,70.712,0,54.30536,11505.5,11552.68,250,500,750,0.333333,0.962,0.962,199.764,398.045,197.881,389.789
1.548,71.811,0,54.30536,11545.46,11602.69,250,500,750,0.333333,0.962,0.962,199.104,396.255,196.446,393.722
1.568,72.913,0,55.28904,11589.37,11638.09,250,500,750,0.333333,0.962,0.962,198.361,395.192,196.05,386.822
1.588,74.019,0,55.28904,11618.47,11677.75,250,500,750,0.333333,0.962,0.962,197.889,393.696,194.895,394.649
1.608,75.129,0,55.28904,11662.75,11710.93,250,500,750,0.333333,0.962,0.963,197.143,392.712,194.675,388.175
1.628,76.243,0,55.28904,11703.17,11735.66,250,500,750,0.333333,0.963,0.963,196.536,391.874,191.105,388.821
1.648,77.361,0,55.28904,11759.8,11761.17,250,500,750,0.333333,0.963,0.963,195.515,391.059,194.915,387.117
1.668,78.483,0,56.25914,11775.22,11799.87,250,500,750,0.333333,0.963,0.963,195.247,389.805,195.536,385.737
1.688,79.608,0,56.25914,11812.36,11844.38,250,500,750,0.333333,0.963,0.963,194.67,388.347,193.729,385.504
1.708,80.737,0,56.25914,11856.77,11899.91,250,500,750,0.333333,0.963,0.963,194.031,386.573,189.14,383.589
1.728,81.87,0,56.25914,11879.16,11927.93,250,500,750,0.333333,0.963,0.963,193.631,385.745,190.914,379.415
1.748,83.007,0,56.25914,11922.84,11972.19,250,500,750,0.333333,0.963,0.963,192.921,384.307,190.975,380.065
1.768,84.147,0,57.19052,11975.29,12014.29,250,500,750,0.333333,0.963,0.963,192.128,382.989,188.241,378.544
1.788,85.291,0,57.19052,12023.27,12028.18,250,500,750,0.333333,0.963,0.963,191.355,382.624,188.566,374.462
1.808,86.439,0,57.19052,12056.32,12063.57,250,500,750,0.333333,0.963,0.963,190.868,381.498,186.538,374.585
1.828,87.59,0,57.19052,12092.15,12116.7,250,500,750,0.333333,0.963,0.963,190.29,379.877,187.169,371.672
1.848,88.745,0,57.19052,12136.27,12159.79,250,500,750,0.333333,0.963,0.963,189.601,378.505,186.995,372.982
1.868,89.903,0,58.09467,12173.3,12222.01,250,500,750,0.333333,0.963,0.963,189.014,376.605,187.499,371.314
1.888,91.065,0,58.09467,12220.92,12247.5,250,500,750,0.333333,0.963,0.963,188.32,375.841,185.075,370.142
1.908,92.23,0,58.09467,12254.28,12299.58,250,500,750,0.333333,0.963,0.963,187.801,374.301,185.391,367.052
1.928,93.399,0,58.09467,12319.12,12333.68,250,500,750,0.333333,0.963,0.963,186.834,373.297,184.039,365.166
1.948,94.571,0,58.09467,12365.27,12372.82,250,500,750,0.333333,0.963,0.964,186.179,372.07,181.577,367.532
1.968,95.747,0,58.9769,12372.94,12394.41,250,500,750,0.333333,0.964,0.964,186.013,371.454,184.353,365.644
1.988,96.926,0,58.9769,12407.61,12445.86,250,500,750,0.333333,0.964,0.964,185.519,369.873,182.846,367.891
2.008,98.109,0,58.9769,12425.47,12485.47,250,500,750,0.333333,0.964,0.964,185.209,368.659,185.212,369.915
2.028,99.296,0,58.9769,12465.38,12499.71,250,500,750,0.333333,0.964,0.964,184.682,368.289,181.403,366.977
2.048,100.486,0,58.9769,12505.18,12522.61,250,500,750,0.333333,0.964,0.964,184.132,367.484,179.102,374.311
2.068,101.68,0,59.84444,12527.39,12536.3,250,500,750,0.333333,0.964,0.964,183.777,367.33,180.66,360.126
2.088,102.877,0,59.84444,12577.24,12575.88,250,500,750,0.333333,0.964,0.964,183.06,366.179,179.781,359.489
2.108,104.077,0,59.84444,12628.12,12620.13,250,500,750,0.333333,0.964,0.964,182.286,364.871,181.681,360.519
2.128,105.28,0,59.84444,12642.71,12655.62,250,500,750,0.333333,0.964,0.964,182.096,363.906,180.467,356.845
2.148,106.487,0,59.84444,12686.5,12713.02,250,500,750,0.333333,0.964,0.964,181.495,362.237,178.662,357.814
2.168,107.697,0,60.67762,12718.02,12765.48,250,500,750,0.333333,0.964,0.964,181.042,360.712,178.673,359.487
2.188,108.91,0,60.67762,12739.67,12814.18,250,500,750,0.333333,0.964,0.964,180.77,359.428,176.504,353.817
2.208,110.128,0,60.67762,12784.66,12849.26,250,500,750,0.333333,0.964,0.964,180.116,358.149,177.328,371.21
2.228,111.348,0,60.67762,12824.97,12858.24,250,500,750,0.333333,0.964,0.964,179.501,358.192,179.995,353.624
2.248,112.572,0,60.67762,12852.88,12874.41,250,500,750,0.333333,0.964,0.964,179.162,357.745,176.805,353.24
2.268,113.799,0,61.51379,12881.66,12899.63,250,500,750,0.333333,0.964,0.964,178.752,357.044,177.278,353.053
2.288,115.029,0,61.51379,12912.5,12928.49,250,500,750,0.333333,0.964,0.964,178.341,356.26,176.1,351.954
2.308,116.263,0,61.51379,12939.25,12974.33,250,500,750,0.333333,0.964,0.964,177.989,354.969,174.949,353.358
2.328,117.5,0,61.51379,12978.87,13008.34,250,500,750,0.333333,0.964,0.964,177.457,354.117,174.028,348.309
2.348,118.74,0,61.51379,13025.79,13044.19,249.997,499.994,749.991,0.333333,0.964,0.964,176.802,353.174,174.543,345.726
2.368,119.983,0,62.33876,13066.63,13076.7,249.996,499.992,749.988,0.333333,0.964,0.964,176.267,352.333,173.196,342.923
2.388,121.23,0,62.33876,13094.7,13138.24,246.818,493.637,740.455,0.333333,0.964,0.964,173.628,346.137,172.336,343.175
2.408,122.479,0,62.33876,13097.54,13133.4,201.571,403.143,604.714,0.333333,0.964,0.964,141.77,282.724,140.303,284.593
2.428,123.732,0,62.33876,13088.01,13123.77,159.071,318.143,477.214,0.333333,0.964,0.964,111.95,223.295,111.474,223.304
2.448,124.986,0,62.33876,13050.18,13075.59,118.803,237.607,356.41,0.333332,0.964,0.964,83.88,167.413,79.589,162.894
2.468,126.24,0,62.72775,12633.35,12837.96,-61.898,-125.259,-187.157,0.330728,0.964,0.964,-48.476,-96.575,-39.727,-90.514
2.488,127.49,0,62.72775,12476.43,12716.92,-78.672,-159.81,-238.482,0.329887,0.964,0.964,-62.429,-124.376,-58.971,-114.575
2.508,128.734,0,62.72775,12158.79,12485.83,-123.139,-252.027,-375.166,0.328225,0.963,0.964,-100.203,-199.696,-86.543,-177.135
2.528,129.969,0,62.72775,11958.85,12187,-130.183,-264.862,-395.045,0.32954,0.963,0.963,-107.786,-215.025,-98.833,-187.053
2.548,131.193,0,62.72775,11761.92,11865.27,-139.855,-282.277,-422.132,0.331306,0.963,0.963,-117.855,-235.405,-115.94,-201.026
2.568,132.407,0,60.48817,11837.26,11691.52,-143.894,-284.537,-428.431,0.335863,0.963,0.963,-120.276,-240.937,-102.541,-210.883
2.588,133.61,0,60.48817,11517.47,11410.52,-141.623,-280.668,-422.291,0.335368,0.962,0.962,-121.872,-244.072,-115.082,-246.989
2.608,134.802,0,60.48817,11393.21,11368.19,-138.748,-276.869,-415.617,0.333836,0.962,0.962,-120.825,-241.732,-121.225,-247.988
2.628,135.98,0,60.48817,11567.52,11484.84,-128.458,-254.926,-383.384,0.335064,0.962,0.962,-109.943,-220.159,-93.535,-218.179
2.648,137.146,0,60.48817,11412.19,11533.45,-120.897,-243.863,-364.76,0.331443,0.962,0.962,-105.035,-209.768,-99.648,-214.266
2.668,138.301,0,57.48442,11292.8,11553.74,-108.212,-220.604,-328.816,0.329096,0.962,0.962,-95.02,-189.359,-88.409,-187.703
2.688,139.445,0,57.48442,11088.66,11488.07,-101.518,-209.197,-310.715,0.326724,0.961,0.962,-90.828,-180.566,-84.202,-173.465
2.708,140.58,0,57.48442,11169.97,11409.91,-92.965,-189.343,-282.308,0.329303,0.961,0.962,-82.609,-164.553,-82.119,-154.886
2.728,141.706,0,57.48442,11149.09,11288.16,-86.37,-174.671,-261.041,0.330868,0.961,0.962,-76.953,-153.494,-83.216,-145.395
2.748,142.825,0,57.48442,11198.81,11237.51,-81.288,-162.981,-244.269,0.332781,0.962,0.962,-71.991,-143.891,-65.105,-136.68
2.768,143.937,0,55.43659,11103.22,11188.5,-78.594,-158.138,-236.732,0.331996,0.961,0.961,-70.258,-140.288,-68.076,-138.953
2.788,145.042,0,55.43659,11028.96,11160.96,-74.657,-150.686,-225.343,0.331304,0.961,0.961,-67.188,-134.025,-63.337,-133.962
2.808,146.139,0,55.43659,10940.68,11125.47,-71.253,-144.384,-215.637,0.33043,0.961,0.961,-64.654,-128.799,-60.374,-122.605
2.828,147.23,0,55.43659,10876.33,11078.22,-69.901,-141.86,-211.761,0.330094,0.961,0.961,-63.843,-127.111,-63.47,-122.119
2.848,148.314,0,55.43659,10818.56,11003.33,-68.48,-138.701,-207.181,0.330532,0.961,0.961,-62.826,-125.149,-53.638,-120.002
2.868,149.392,0,53.80285,10786.44,10938.01,-67.938,-137.338,-205.276,0.330959,0.96,0.961,-62.527,-124.624,-54.149,-111.254
2.888,150.464,0,53.80285,10651.88,10843.44,-67.175,-136.224,-203.399,0.330262,0.96,0.961,-62.671,-124.775,-59.825,-118.607
2.908,151.531,0,53.80285,10625.11,10757.84,-66.385,-134.12,-200.505,0.331089,0.96,0.96,-62.125,-123.833,-63.443,-114.304
2.928,152.591,0,53.80285,10656.59,10708.57,-66.146,-132.746,-198.892,0.332573,0.96,0.96,-61.63,-123.119,-51.474,-109.592
2.948,153.646,0,53.80285,10573.46,10634.25,-65.717,-132.02,-197.737,0.332346,0.96,0.96,-61.789,-123.391,-59.998,-118.505
2.968,154.695,0,52.29501,10478.68,10604.51,-66.467,-134.092,-200.559,0.331409,0.959,0.96,-63.049,-125.732,-57.243,-126.242
2.988,155.738,0,52.29501,10374.59,10567.18,-66.569,-135.021,-201.59,0.33022,0.959,0.96,-63.818,-127.036,-60.014,-123.564
3.008,156.774,0,52.29501,10317.92,10517.26,-68.118,-138.275,-206.393,0.33004,0.959,0.96,-65.678,-130.719,-62.162,-124.853
3.028,157.804,0,52.29501,10256.52,10431.8,-71.021,-143.951,-214.972,0.330373,0.959,0.959,-68.876,-137.176,-62.195,-123.384
3.048,158.827,0,52.29501,10151.26,10321.69,-75.107,-152.183,-227.29,0.330446,0.958,0.959,-73.604,-146.639,-64.706,-134.527
3.068,159.843,0,50.64602,10018.67,10206.78,-76.677,-155.707,-232.384,0.329958,0.958,0.958,-76.247,-151.818,-74.68,-142.694
3.088,160.852,0,50.64602,9963.731,10098.74,-80.946,-163.824,-244.77,0.330702,0.957,0.958,-80.997,-161.462,-83.596,-147.477
3.108,161.853,0,50.64602,9895.555,9971.276,-83.515,-167.977,-251.492,0.332078,0.957,0.958,-84.043,-167.83,-74.813,-160.656
3.128,162.846,0,50.64602,9702.577,9830.916,-85.794,-173.423,-259.217,0.330974,0.956,0.957,-88.166,-175.833,-82.062,-166.797
3.148,163.831,0,50.64602,9442.622,9736.457,-86.026,-176,-262.026,0.328311,0.955,0.956,-90.798,-180.501,-71.632,-192.666
3.168,164.807,0,48.58575,9453.425,9745.92,-87.912,-180.529,-268.441,0.327491,0.955,0.957,-92.839,-184.407,-86.871,-149.952
3.188,165.774,0,48.58575,9443.822,9572.564,-88.224,-178.776,-267,0.330427,0.955,0.956,-93.492,-186.341,-105.602,-174.016
3.208,166.732,0,48.58575,9393.868,9461.056,-88.322,-177.515,-265.837,0.332241,0.955,0.955,-93.756,-187.269,-76.849,-171.343
3.228,167.682,0,48.58575,9321.955,9349.423,-87.38,-175,-262.38,0.333028,0.955,0.955,-93.546,-187.024,-79.776,-178.659
3.248,168.622,0,48.58575,9055.192,9425.962,-83.412,-172.03,-255.442,0.32654,0.953,0.955,-91.874,-182.179,-63.063,-165.255
3.268,169.555,0,46.49549,8220.226,9271.81,-76.205,-167.475,-243.68,0.312726,0.948,0.954,-92.863,-180.484,-57.214,-166.067
3.288,170.481,0,46.49549,7044.04,9154.875,-66.922,-163.189,-230.111,0.290825,0.938,0.953,-95.521,-178.617,-24.212,-195.908
3.308,171.402,0,46.49549,5716.249,8941.453,-55.747,-156.853,-212.6,0.262215,0.921,0.953,-100.116,-175.05,-57.765,-114.295
3.328,172.317,0,46.49549,4523.866,8228.029,-46.139,-142.858,-188.997,0.244126,0.902,0.948,-106.942,-173.934,-74.286,-103.334
3.348,173.23,0,46.49549,3766.112,7378.679,-39.911,-127.108,-167.019,0.238961,0.888,0.941,-112.706,-173.791,-79.041,-103.778
3.368,174.14,0,45.42795,2935.964,6532.62,-33.032,-112.321,-145.353,0.227254,0.87,0.932,-120.964,-175.023,-71.154,-106.862
3.388,175.047,0,45.42795,2043.136,5696.774,-9.784,-100.274,-110.058,0.088899,0.846,0.921,-53.04,-181.077,-22.917,-111.646
3.408,175.951,0,45.42795,1502.573,5074.207,0,-89.851,-89.851,0,0.83,0.911,0,-185.227,11.117,-173.375
3.428,176.85,0,45.42795,1516.276,5404.462,0,-90.409,-90.409,0,0.83,0.916,0,-175.404,-8.925,-229.338
3.448,177.74,0,45.42795,1859.745,5760.765,-4.35,-92.877,-97.227,0.044741,0.839,0.921,-27.027,-167.836,-52.656,-211.79
3.468,178.622,0,43.8045,2444.722,6364.072,-19.751,-95.612,-115.363,0.171207,0.856,0.929,-90.128,-155.565,-92.216,-235.613
3.488,179.493,0,43.8045,2798.659,7046.372,-26.97,-99.149,-126.119,0.213846,0.864,0.936,-107.222,-144.687,-126.236,-247.837
3.508,180.354,0,43.8045,3399.849,8019.509,-31.57,-107.221,-138.791,0.227464,0.879,0.945,-100.398,-136.111,-90.168,-247.877
3.528,181.204,0,43.8045,4293.78,8514.023,-34.91,-110.096,-145.006,0.240749,0.896,0.95,-87.767,-129.869,-136.97,-119.737
3.548,182.045,0,43.8045,5793.123,8455.47,-41.182,-107.348,-148.53,0.277264,0.921,0.949,-74.429,-127.426,-124.586,-103.387
3.568,182.877,0,41.35618,6749.425,8310.36,-45.048,-104.311,-149.359,0.301609,0.933,0.948,-68.599,-126.468,-98.171,-138.875
3.588,183.702,0,41.35618,7211.923,8265.026,-45.746,-100.486,-146.232,0.312832,0.938,0.948,-64.614,-122.624,-75.516,-143.585
3.608,184.52,0,41.35618,8096.757,8329.301,-48.832,-99.547,-148.379,0.329103,0.947,0.948,-60.683,-120.142,-47.51,-104.377
3.628,185.333,0,41.35618,7919.587,8257.668,-47.975,-98.729,-146.704,0.327019,0.945,0.948,-61.106,-120.334,-54.71,-113.287
3.648,186.142,0,41.35618,7655.408,8193.125,-46.547,-97.46,-144.007,0.323227,0.943,0.947,-61.455,-119.794,-52.832,-113.77
3.668,186.944,0,40.04205,7503.1,8104.221,-44.757,-94.267,-139.024,0.321937,0.941,0.947,-60.437,-117.245,-57.6,-113.455
3.688,187.741,0,40.04205,7557.499,8030.353,-44.134,-92.052,-136.186,0.324072,0.942,0.946,-59.273,-115.575,-70.149,-107.406
3.708,188.533,0,40.04205,7743.554,7936.178,-42.906,-87.267,-130.173,0.329608,0.944,0.945,-56.072,-110.948,-59.695,-101.988
3.728,189.32,0,40.04205,7761.203,7750.497,-40.564,-81.112,-121.676,0.333377,0.944,0.944,-52.86,-105.735,-53.894,-93.143
3.748,190.103,0,40.04205,7752.924,7650.319,-39.152,-77.644,-116.796,0.335217,0.944,0.943,-51.071,-102.787,-51.24,-108.148
3.768,190.882,0,38.82761,7724.029,7764.57,-36.033,-72.184,-108.217,0.33297,0.943,0.944,-47.176,-94.226,-45.561,-121.982
3.788,191.657,0,38.82761,7719.187,7882.838,-32.509,-65.759,-98.26801,0.33082,0.943,0.945,-42.618,-84.298,-44.947,-88.656
3.808,192.428,0,38.82761,7784.5,7884.142,-30.337,-61.084,-91.421,0.331838,0.944,0.945,-39.424,-78.262,-43.299,-77.904
3.828,193.195,0,38.82761,7731.226,7857.2,-29.253,-58.958,-88.211,0.331625,0.943,0.945,-38.25,-75.804,-34.895,-73.533
3.848,193.959,0,38.82761,7627.677,7817.374,-29.717,-60.154,-89.871,0.330663,0.943,0.944,-39.419,-77.756,-35.508,-74.441
3.868,194.72,0,37.9586,7536.314,7767.606,-30.751,-62.463,-93.214,0.329897,0.942,0.944,-41.331,-81.294,-38.86,-77.859
3.888,195.476,0,37.9586,7494.178,7748.327,-30.948,-62.989,-93.937,0.329455,0.941,0.944,-41.875,-82.204,-43.463,-79.983
3.908,196.229,0,37.9586,7479.909,7681.133,-31.038,-62.95,-93.988,0.330234,0.941,0.943,-42.067,-82.895,-41.474,-76.593
3.928,196.979,0,37.9586,7477.45,7613.499,-30.91,-62.424,-93.334,0.331176,0.941,0.942,-41.93,-82.989,-44.288,-77.084
3.948,197.726,0,37.9586,7419.598,7555.895,-31.042,-62.652,-93.694,0.331313,0.941,0.942,-42.41,-83.999,-37.796,-81.72
3.968,198.469,0,37.09599,7280.112,7529.12,-31.001,-63.069,-94.07,0.329552,0.939,0.942,-43.222,-84.888,-37.886,-83.789
3.988,199.209,0,37.09599,7146.95,7500.561,-31.259,-64.107,-95.366,0.327779,0.938,0.941,-44.468,-86.638,-40.743,-85.565
4.008,199.945,0,37.09599,7003.295,7479.352,-31.299,-64.796,-96.095,0.325709,0.937,0.941,-45.513,-87.835,-42.191,-86.607
4.028,200.678,0,37.09599,6919.261,7433.975,-32.256,-67.102,-99.358,0.324644,0.936,0.941,-47.553,-91.509,-48.221,-84.21
4.048,201.406,0,37.09599,6932.553,7370.439,-32.399,-67.023,-99.422,0.325874,0.936,0.94,-47.681,-92.269,-49.988,-87.628
4.068,202.13,0,36.15437,6945.736,7322.762,-32.923,-67.796,-100.719,0.32688,0.936,0.94,-48.331,-94.005,-48.239,-91.408
4.088,202.851,0,36.15437,6997.327,7317.211,-33.313,-68.289,-101.602,0.327877,0.936,0.94,-48.484,-94.746,-45.023,-89.88
4.108,203.567,0,36.15437,6899.659,7241.403,-33.457,-68.716,-102.173,0.327454,0.935,0.939,-49.429,-96.438,-45.117,-94.71
4.128,204.28,0,36.15437,6772.652,7218.379,-33.26,-68.91,-102.17,0.325536,0.934,0.939,-50.157,-97.051,-48.358,-96.2
4.148,204.989,0,36.15437,6692.153,7187.69,-32.838,-68.307,-101.145,0.324663,0.933,0.938,-50.161,-96.63,-47.932,-94.138
4.168,205.693,0,35.10239,6631.416,7142.906,-32.469,-67.636,-100.105,0.324349,0.932,0.938,-50.102,-96.313,-49.229,-92.28
4.188,206.393,0,35.10239,6643.588,7111.164,-32.294,-67.033,-99.327,0.325128,0.933,0.938,-49.723,-95.874,-47.808,-87.379
