TIME,DISTANCE,MARKERS,SPEED,MOTORRPMFRONT,MOTORRPMREAR,POWERELECTRICALFRONT,POWERELECTRICALREAR,POWERELECTRICALTOTAL,POWERBALANCE,EFFICIENCYFRONT,EFFICIENCYREAR,TORQUEMECHANICALFRONT,TORQUEMECHANICALREAR,TORQUEROTORFRONT,TORQUEROTORREAR
163.088008,10876.279,0,82.15648,17144.49,17137.17,250,500,750,0.333333,0.964,0.964,134.383,268.852,132.317,268.871
163.108008,10877.914,0,82.15648,17142.96,17140.79,250,500,750,0.333333,0.964,0.964,134.411,268.802,130.607,268.141
163.128008,10879.55,0,82.15648,17169.13,17159.25,250,500,750,0.333333,0.964,0.964,134.177,268.553,133.517,263.563
163.148008,10881.187,0,82.15648,17174.72,17183.03,250,500,750,0.333333,0.964,0.964,134.139,268.268,132.925,253.947
163.168008,10882.825,0,82.38285,17195.38,17198.77,250,500,750,0.333333,0.964,0.964,133.966,267.909,133.961,265.774
163.188008,10884.464,0,82.38285,17218.24,17201.36,250,500,750,0.333333,0.964,0.964,133.797,267.828,132.841,270.096
163.208008,10886.104,0,82.38285,17250.6,17205.1,250,500,750,0.333333,0.964,0.964,133.559,267.775,131.27,269.475
163.228008,10887.744,0,82.38285,17253.94,17209.4,250,500,750,0.333333,0.964,0.964,133.51,267.708,133.665,269.401
163.248008,10889.385,0,82.38285,17290.2,17228.54,250,500,750,0.333333,0.964,0.964,133.257,267.484,130.518,261.215
163.268008,10891.028,0,82.59192,17327.8,17227.38,250,500,750,0.333333,0.964,0.964,132.938,267.534,133.386,257.828
163.288008,10892.671,0,82.59192,17290.83,17261.56,250,500,750,0.333333,0.964,0.964,133.235,266.992,132.358,258.627
163.308008,10894.315,0,82.59192,17300.12,17300.94,250,500,750,0.333333,0.964,0.964,133.148,266.251,133.901,272.439
163.328008,10895.961,0,82.59192,17271.19,17304.94,250,500,750,0.333333,0.964,0.964,133.381,266.327,133.109,257.533
163.348008,10897.608,0,82.59192,17274.55,17316.25,250,500,750,0.333333,0.964,0.964,133.357,266.059,132.86,267.49
163.368008,10899.256,0,82.81636,17283.43,17301.65,250,500,750,0.333333,0.964,0.964,133.293,266.367,132.254,258.739
163.388008,10900.905,0,82.81636,17282.14,17289.39,250,500,750,0.333333,0.964,0.964,133.31,266.507,131.584,264.102
163.408008,10902.553,0,82.81636,17293.22,17285.81,250,500,750,0.333333,0.964,0.964,133.227,266.496,131.231,271.349
163.428008,10904.203,0,82.81636,17314.01,17305.78,250,500,750,0.333333,0.964,0.964,133.069,266.257,130.816,263.667
163.448008,10905.853,0,82.81636,17341.37,17312.47,250,500,750,0.333333,0.964,0.964,132.865,266.133,129.961,265.801
163.468008,10907.504,0,82.99853,17356.75,17348.37,250,500,750,0.333333,0.964,0.964,132.748,265.59,129.724,264.39
163.488008,10909.155,0,82.99853,17379.1,17367.74,250,500,750,0.333333,0.964,0.964,132.596,265.321,127.569,261.216
163.508008,10910.808,0,82.99853,17396.55,17364.4,250,500,750,0.333333,0.964,0.964,132.436,265.357,130.374,262.839
163.528008,10912.462,0,82.99853,17378.61,17371.12,250,500,750,0.333333,0.964,0.964,132.582,265.249,129.466,263.299
163.548008,10914.117,0,82.99853,17370.59,17369.37,250,500,750,0.333333,0.964,0.964,132.614,265.265,132.708,264.538
163.568008,10915.773,0,83.20512,17372.64,17360.82,250,500,750,0.333333,0.964,0.964,132.613,265.388,131.079,265.504
163.588008,10917.429,0,83.20512,17340.79,17359.1,250,500,750,0.333333,0.964,0.964,132.825,265.436,134.738,263.147
163.608008,10919.086,0,83.20512,17371.73,17369.07,250,500,750,0.333333,0.964,0.964,132.637,265.311,129.293,260.065
163.628008,10920.743,0,83.20512,17522.66,17338.79,250,500,750,0.333333,0.964,0.964,131.456,265.688,132.321,269.865
163.648008,10922.401,0,83.20512,17475.46,17381.07,250,500,750,0.333333,0.964,0.964,131.764,265.22,137.957,249.772
163.668008,10924.06,0,83.39912,17419.33,17554.61,250,500,750,0.333333,0.964,0.964,132.278,262.526,128.505,255.087
163.688008,10925.72,0,83.39912,17578.4,17512.5,250,500,750,0.333333,0.964,0.964,131.178,263.056,116.504,266.921
163.708008,10927.381,0,83.39912,17639.83,17467.65,250,500,750,0.333333,0.964,0.964,130.529,263.812,137.587,258.707
163.728008,10929.044,0,83.39912,17557.64,17609.67,250,500,750,0.333333,0.964,0.964,131.204,261.673,131.047,257.834
163.748008,10930.708,0,83.39912,17615.24,17594.09,250,500,750,0.333333,0.964,0.964,130.758,261.807,132.459,268.917
163.768008,10932.374,0,83.61081,17580.82,17539.82,250,500,750,0.333333,0.964,0.964,131.095,262.737,123.679,256.477
163.788008,10934.04,0,83.61081,17536.47,17544.24,250,500,750,0.333333,0.964,0.964,131.343,262.588,133.278,265.556
163.808008,10935.707,0,83.61081,17446.85,17522.89,250,500,750,0.333333,0.964,0.964,132.016,262.764,134.125,281.759
163.828008,10937.371,0,83.61081,17420.76,17441.88,250,500,750,0.333333,0.964,0.964,132.241,264.08,131.338,272.497
163.848008,10939.034,0,83.61081,17422.48,17358.85,250,500,750,0.333333,0.964,0.964,132.218,265.397,132.44,267.818
163.868008,10940.694,0,83.27183,17436.12,17350.62,250,500,750,0.333333,0.964,0.964,132.157,265.548,127.648,265.184
163.888008,10942.353,0,83.27183,17494.43,17372.91,250,500,750,0.333333,0.964,0.964,131.706,265.227,128.353,262.774
163.908008,10944.011,0,83.27183,17485.82,17491.45,250,500,750,0.333333,0.964,0.964,131.737,263.526,132.185,250.295
163.928008,10945.669,0,83.27183,17435.78,17582.79,250,500,750,0.333333,0.964,0.964,132.119,261.925,132.122,274.701
163.948008,10947.328,0,83.27183,17416.79,17556.08,250,500,750,0.333333,0.964,0.964,132.273,262.239,131.149,284.51
163.968008,10948.987,0,83.16705,17395.71,17443.96,250,500,750,0.333333,0.964,0.964,132.429,264.06,131.808,271.086
163.988008,10950.646,0,83.16705,17359.06,17378.23,241.571,483.142,724.713,0.333333,0.964,0.964,128.239,256.126,127.093,262.761
164.008008,10952.304,0,83.16705,17348.71,17311.2,226.535,453.07,679.605,0.333333,0.964,0.964,120.315,241.119,120.788,247.067
164.028008,10953.959,0,83.16705,17296.16,17262.29,216.943,433.886,650.829,0.333333,0.964,0.964,115.576,231.613,115.417,231.397
164.048008,10955.613,0,83.16705,17246.46,17249.99,210.084,420.169,630.253,0.333333,0.964,0.964,112.242,224.434,112.487,226.41
164.068008,10957.264,0,82.76385,17213.72,17232.36,205.674,411.348,617.022,0.333333,0.964,0.964,110.092,219.921,110.674,225.346
164.088008,10958.914,0,82.76385,17202.12,17219.35,203.856,407.712,611.568,0.333333,0.964,0.964,109.198,218.184,108.95,217.916
164.108008,10960.562,0,82.76385,17196.58,17190.9,202.437,404.874,607.311,0.333333,0.964,0.964,108.482,217.01,107.097,218.582
164.128008,10962.209,0,82.76385,17177.03,17183,201.296,402.593,603.889,0.333333,0.964,0.964,107.983,215.889,107.952,217.186
164.148008,10963.854,0,82.76385,17147.65,17178.69,200.707,401.415,602.122,0.333333,0.964,0.964,107.854,215.312,107.442,216.435
164.168008,10965.498,0,82.30786,17131.56,17158.26,201.296,402.593,603.889,0.333333,0.964,0.964,108.27,216.188,108.236,219.095
164.188008,10967.139,0,82.30786,17119.09,17111.49,201.886,403.772,605.658,0.333333,0.964,0.964,108.665,217.409,108.737,220.942
164.208008,10968.777,0,82.30786,17089.88,17076.55,210.005,420.01,630.015,0.333333,0.964,0.964,113.201,226.624,116.722,228.992
164.228008,10970.413,0,82.30786,17076.32,17064.22,226.821,453.643,680.464,0.333333,0.964,0.964,122.403,244.963,121.272,245.694
164.248008,10972.047,0,82.30786,17071.64,17043.47,250,500,750,0.333333,0.964,0.964,134.949,270.25,133.664,278.681
164.268008,10973.679,0,81.8231,17047.38,17048.91,250,500,750,0.333333,0.964,0.964,135.129,270.27,135.14,267.537
164.288008,10975.31,0,81.8231,17072.83,17048.2,250,500,750,0.333333,0.964,0.964,134.97,270.241,130.441,271.711
164.308008,10976.94,0,81.8231,17067.13,17041.11,250,500,750,0.333333,0.964,0.964,134.974,270.372,134.862,269.941
164.328008,10978.571,0,81.8231,17029.11,17085.76,250,500,750,0.333333,0.964,0.964,135.169,269.705,146.232,265.065
164.348008,10980.202,0,81.8231,17004.56,17083.88,250,500,750,0.333333,0.964,0.964,135.454,269.688,137.039,270.019
164.368008,10981.834,0,81.84361,17021.13,17044.88,250,500,750,0.333333,0.964,0.964,135.343,270.204,134.809,281.139
164.388008,10983.468,0,81.84361,17032.05,17026.17,250,500,750,0.333333,0.964,0.964,135.262,270.609,134.117,270.2
164.408008,10985.102,0,81.84361,17031.34,17037.12,250,500,750,0.333333,0.964,0.964,135.256,270.45,135.257,268.42
164.428008,10986.738,0,81.84361,17039.38,17041.31,250,500,750,0.333333,0.964,0.964,135.217,270.292,132.683,277.97
164.448008,10988.376,0,81.84361,17052.77,17053.43,250,500,750,0.333333,0.964,0.964,135.099,270.183,133.78,269.023
164.468008,10990.014,0,82.22124,17067.86,17085.76,250,500,750,0.333333,0.964,0.964,134.99,269.768,132.594,258.412
164.488008,10991.653,0,82.22124,17080.64,17118.2,250,500,750,0.333333,0.964,0.964,134.874,269.19,133.995,264.935
164.508008,10993.295,0,82.22124,17099.44,17148.96,250,500,750,0.333333,0.964,0.964,134.736,268.711,132.819,264.045
164.528008,10994.938,0,82.22124,17112.79,17158.46,250,500,750,0.333333,0.964,0.964,134.621,268.535,133.753,266.834
164.548008,10996.583,0,82.22124,17128.91,17167.48,250,500,750,0.333333,0.964,0.964,134.505,268.312,132.451,275.354
164.568008,10998.229,0,82.57976,17146.46,17167.69,250,500,750,0.333333,0.964,0.964,134.363,268.385,132.841,267.28
164.588008,10999.877,0,82.57976,17160.44,17174.23,250,500,750,0.333333,0.964,0.964,134.24,268.293,134.137,266.006
164.608008,11001.526,0,82.57976,17173.34,17189.88,250,500,750,0.333333,0.964,0.964,134.159,268.113,131.97,259.022
164.628008,11003.176,0,82.57976,17190.82,17196.51,250,500,750,0.333333,0.964,0.964,133.967,267.916,137.681,268.811
164.648008,11004.828,0,82.57976,17203.42,17217.84,250,500,750,0.333333,0.964,0.964,133.905,267.65,133.731,261.483
164.668008,11006.481,0,82.9356,17232.64,17234.28,250,500,750,0.333333,0.964,0.964,133.709,267.235,130.177,278.293
164.688008,11008.135,0,82.9356,17229.49,17273.41,250,500,750,0.333333,0.964,0.964,133.712,266.802,132.525,259.203
164.708008,11009.791,0,82.9356,17237.4,17321.5,250,500,750,0.333333,0.964,0.964,133.661,266.055,131.337,259.051
164.728008,11011.449,0,82.9356,17240.34,17304.73,250,500,750,0.333333,0.964,0.964,133.631,266.255,132.118,265.608
164.748008,11013.109,0,82.9356,17260.86,17297.82,250,500,750,0.333333,0.964,0.964,133.474,266.356,131.743,266.275
164.768008,11014.77,0,83.29194,17272.81,17288.66,250,500,750,0.333333,0.964,0.964,133.399,266.516,129.795,264.448
164.788008,11016.432,0,83.29194,17297.6,17297.5,250,500,750,0.333333,0.964,0.964,133.191,266.376,131.363,264.622
164.808008,11018.095,0,83.29194,17310.25,17305.92,250,500,750,0.333333,0.964,0.964,133.101,266.267,130.474,262.319
164.828008,11019.76,0,83.29194,17337.04,17331.53,250,500,750,0.333333,0.964,0.964,132.91,265.89,128.749,260.167
164.848008,11021.425,0,83.29194,17348.66,17354.9,250,500,750,0.333333,0.964,0.964,132.799,265.519,131.036,261.183
164.868008,11023.091,0,83.62457,17365.52,17394.72,250,500,750,0.333333,0.964,0.964,132.663,264.862,131.657,265.919
164.888008,11024.759,0,83.62457,17388.62,17418.48,250,500,750,0.333333,0.964,0.964,132.487,264.573,131.413,257.617
164.908008,11026.428,0,83.62457,17404.77,17428.6,250,500,750,0.333333,0.964,0.964,132.373,264.387,130.392,260.998
164.928008,11028.099,0,83.62457,17426.95,17439.77,250,500,750,0.333333,0.964,0.964,132.196,264.192,131.104,263.687
164.948008,11029.771,0,83.62457,17426.98,17440.6,250,500,750,0.333333,0.964,0.964,132.197,264.182,130.976,263.37
164.968008,11031.445,0,83.95389,17434.07,17454.24,250,500,750,0.333333,0.964,0.964,132.154,263.953,129.704,265.689
164.988008,11033.119,0,83.95389,17439.42,17455.44,250,500,750,0.333333,0.964,0.964,132.107,263.985,130.387,260.171
165.008008,11034.795,0,83.95389,17439.2,17472.27,250,500,750,0.333333,0.964,0.964,132.098,263.738,131.537,259.045
165.028008,11036.473,0,83.95389,17449,17483.86,250,500,750,0.333333,0.964,0.964,132.036,263.533,130.194,262.199
165.048008,11038.151,0,83.95389,17484.06,17491.93,250,500,750,0.333333,0.964,0.964,131.751,263.398,132.101,263.613
165.068008,11039.832,0,84.28523,17508.38,17505.29,250,500,750,0.333333,0.964,0.964,131.61,263.227,127.356,260.064
165.088008,11041.512,0,84.28523,17549.86,17528.51,250,500,750,0.333333,0.964,0.964,131.268,262.813,130.425,266.939
165.108008,11043.194,0,84.28523,17593.17,17560.2,250,500,750,0.333333,0.964,0.964,130.96,262.387,128.37,261.122
165.128008,11044.877,0,84.28523,17619.67,17618.64,250,500,750,0.333333,0.964,0.964,130.772,261.575,127.239,253.758
165.148008,11046.562,0,84.28523,17656.84,17691.33,250,500,750,0.333333,0.964,0.964,130.449,260.498,132.309,252.87
165.168008,11048.248,0,84.57895,17653.92,17719.32,250,500,750,0.333333,0.964,0.964,130.517,260.008,127.137,261.375
165.188008,11049.936,0,84.57895,17667.14,17736.8,250,500,750,0.333333,0.964,0.964,130.423,259.768,126.561,259.23
165.208008,11051.626,0,84.57895,17653.32,17700.29,250,500,750,0.333333,0.964,0.964,130.483,260.297,131.356,260.565
165.228008,11053.318,0,84.57895,17642.52,17685.74,250,500,750,0.333333,0.964,0.964,130.584,260.445,129.173,268.199
165.248008,11055.012,0,84.57895,17638.25,17650.34,250,500,750,0.333333,0.964,0.964,130.613,260.945,129.399,271.197
165.268008,11056.707,0,84.92098,17637.16,17643.6,250,500,750,0.333333,0.964,0.964,130.6,261.057,131.862,269.999
165.288008,11058.403,0,84.92098,17649.94,17646.41,250,500,750,0.333333,0.964,0.964,130.537,261.094,128.187,261.109
165.308008,11060.1,0,84.92098,17650.9,17650.67,250,500,750,0.333333,0.964,0.964,130.522,261.059,129.038,257.827
165.328008,11061.797,0,84.92098,17657.55,17682.26,250,500,750,0.333333,0.964,0.964,130.482,260.613,128.035,255.128
165.348008,11063.496,0,84.92098,17675.04,17706.28,250,500,750,0.333333,0.964,0.964,130.352,260.253,127.901,255.472
165.368008,11065.196,0,85.21547,17694.27,17712.91,250,500,750,0.333333,0.964,0.964,130.213,260.109,127.468,260.595
165.388008,11066.897,0,85.21547,17705.88,17714.74,250,500,750,0.333333,0.964,0.964,130.122,260.113,128.067,257.096
165.408008,11068.598,0,85.21547,17712.94,17725.73,250,500,750,0.333333,0.964,0.964,130.073,259.971,127.667,254.845
165.428008,11070.301,0,85.21547,17728.33,17742.26,250,500,750,0.333333,0.964,0.964,129.953,259.695,128.338,258.361
165.448008,11072.004,0,85.21547,17753.23,17739.72,250,499.999,749.999,0.333334,0.964,0.964,129.761,259.726,129.314,259.085
165.468008,11073.708,0,85.51061,17757.93,17752.17,250,500,750,0.333333,0.964,0.964,129.753,259.56,126.236,257.152
165.488008,11075.414,0,85.51061,17768.08,17779.12,250,500,750,0.333333,0.964,0.964,129.669,259.117,127.29,262.401
165.508008,11077.12,0,85.51061,17763.71,17811.31,250,500,750,0.333333,0.964,0.964,129.685,258.733,129.1,252.194
165.528008,11078.828,0,85.51061,17787.44,17821.49,250,500,750,0.333333,0.964,0.964,129.518,258.551,128.235,256.049
165.548008,11080.537,0,85.51061,17798.77,17815.73,250,500,750,0.333333,0.964,0.964,129.435,258.693,128.262,249.398
165.568008,11082.247,0,85.80228,17808.71,17822.2,250,500,750,0.333333,0.964,0.964,129.373,258.563,127.028,253.424
165.588008,11083.959,0,85.80228,17820.65,17825.76,250,500,750,0.333333,0.964,0.964,129.27,258.499,128.772,254.81
165.608008,11085.671,0,85.80228,17833.35,17825.55,250,500,750,0.333333,0.964,0.964,129.19,258.47,127.302,258.446
165.628008,11087.384,0,85.80228,17823.72,17835.74,250,500,750,0.333333,0.964,0.964,129.26,258.323,127.378,258.225
165.648008,11089.097,0,85.80228,17836.51,17863.71,250,500,750,0.333333,0.964,0.964,129.163,257.926,127.829,257.045
165.668008,11090.811,0,86.07492,17856.27,17873.5,250,500,750,0.333333,0.964,0.964,129.024,257.826,127.198,252.098
165.688008,11092.527,0,86.07492,17872.49,17878.12,250,500,750,0.333333,0.964,0.964,128.915,257.739,126.095,254.403
165.708008,11094.243,0,86.07492,17884.07,17890.09,250,499.999,749.999,0.333334,0.964,0.964,128.824,257.574,126.93,253.361
165.728008,11095.96,0,86.07492,17887.96,17901.64,250,500,750,0.333333,0.964,0.964,128.796,257.4,126.912,254.133
165.748008,11097.678,0,86.07492,17920.12,17904.99,250,500,750,0.333333,0.964,0.964,128.555,257.319,127.771,257.834
165.768008,11099.396,0,86.3473,17928.81,17908.5,250,500,750,0.333333,0.964,0.964,128.5,257.312,126.894,252.696
165.788008,11101.115,0,86.3473,17953.69,17948.13,250,500,750,0.333333,0.964,0.964,128.329,256.753,125.842,251.135
165.808008,11102.836,0,86.3473,17954.26,17970.31,250,500,750,0.333333,0.964,0.964,128.326,256.442,125.787,250.115
165.828008,11104.557,0,86.3473,17960.53,18018.55,250,500,750,0.333333,0.964,0.964,128.262,255.733,127.916,252.039
165.848008,11106.279,0,86.3473,17970.81,18030.95,250,500,750,0.333333,0.964,0.964,128.199,255.613,126.717,245.27
165.868008,11108.004,0,86.61153,17980.77,18011.72,250,500,750,0.333333,0.964,0.964,128.129,255.79,126.428,256.776
165.888008,11109.729,0,86.61153,17983.03,18011.01,250,500,750,0.333333,0.964,0.964,128.123,255.814,125.291,255.167
165.908008,11111.456,0,86.61153,17985.66,18002.8,250,500,750,0.333333,0.964,0.964,128.085,255.917,127.475,256.943
165.928008,11113.184,0,86.61153,17997.91,18002.8,250,500,750,0.333333,0.964,0.964,127.978,255.934,129.733,254.923
165.948008,11114.913,0,86.61153,17996.44,18006.47,250,500,750,0.333333,0.964,0.964,128.014,255.97,126.792,244.605
165.968008,11116.642,0,86.88164,18005.03,18018.25,250,500,750,0.333333,0.964,0.964,127.949,255.708,127.138,255.469
165.988008,11118.372,0,86.88164,18032.57,18030.67,250,500,750,0.333333,0.964,0.964,127.769,255.514,125.216,257.325
166.008008,11120.102,0,86.88164,18068.24,18053.33,250,500,750,0.333333,0.964,0.964,127.508,255.256,125.95,249.722
166.028008,11121.834,0,86.88164,18082.28,18096.29,250,500,750,0.333333,0.964,0.964,127.41,254.663,125.704,247.565
166.048008,11123.567,0,86.88164,18093.2,18146.27,250,500,750,0.333333,0.964,0.964,127.332,253.929,125.778,250.672
166.068008,11125.301,0,87.12788,18101.22,18160.27,250,500,750,0.333333,0.964,0.964,127.253,253.66,128.424,259.251
166.088008,11127.037,0,87.12788,18105.13,18162.72,250,500,750,0.333333,0.964,0.964,127.251,253.674,125.363,253.418
166.108008,11128.774,0,87.12788,18120.23,18138.38,250,500,750,0.333333,0.964,0.964,127.131,253.985,126.891,257.276
166.128008,11130.512,0,87.12788,18120.21,18130.1,250,500,750,0.333333,0.964,0.964,127.168,254.132,122.546,253.746
166.148008,11132.252,0,87.12788,18117.47,18132.56,250,500,750,0.333333,0.964,0.964,127.153,254.123,126.616,250.614
166.168008,11133.992,0,87.40034,18123.18,18141.7,250,500,750,0.333333,0.964,0.964,127.128,253.934,124.759,257.82
166.188008,11135.734,0,87.40034,18126.83,18147.25,249.999,499.999,749.998,0.333333,0.964,0.964,127.099,253.917,125.177,250.486
166.208008,11137.476,0,87.40034,18151.79,18165.98,249.993,499.987,749.98,0.333333,0.964,0.964,126.925,253.643,124.517,250.893
166.228008,11139.219,0,87.40034,18166.78,18174.4,248.639,497.279,745.918,0.333333,0.964,0.964,126.163,252.189,120.206,245.009
166.248008,11140.963,0,87.40034,18168.75,18185.34,205.928,411.856,617.784,0.333333,0.964,0.964,104.442,208.69,103.826,209.093
166.268008,11142.707,0,87.6076,18148.38,18167.87,151.434,302.864,454.298,0.333336,0.964,0.964,76.9,153.625,74.35,151.197
166.288008,11144.452,0,87.6076,17960.93,18023.44,-36.055,-72.249,-108.304,0.332906,0.964,0.964,-19.856,-39.658,-14.489,-33.041
166.308008,11146.194,0,87.6076,17759.62,17938.56,-61.013,-122.935,-183.948,0.331686,0.964,0.964,-33.98,-67.798,-28.08,-60.934
166.328008,11147.932,0,87.6076,17596.19,17843.37,-67.666,-136.782,-204.448,0.330969,0.964,0.964,-38.032,-75.837,-30.827,-68.892
166.348008,11149.665,0,87.6076,17467.77,17724.94,-80.552,-163.01,-243.562,0.330725,0.964,0.964,-45.612,-90.98,-39.701,-83.447
166.368008,11151.393,0,86.53296,17382.58,17579.11,-86.471,-174.418,-260.889,0.331448,0.964,0.964,-49.154,-98.134,-28.623,-84.375
166.388008,11153.116,0,86.53296,17202,17471.41,-94.807,-192.085,-286.892,0.330462,0.964,0.964,-54.507,-108.752,-47.242,-98.257
166.408008,11154.832,0,86.53296,17256.02,17405.2,-96.329,-193.834,-290.163,0.331982,0.964,0.964,-55.165,-110.208,-36.463,-112.425
166.428008,11156.542,0,86.53296,16853.83,17339.47,-92.313,-188.882,-281.195,0.328288,0.964,0.964,-54.156,-107.841,-43.395,-121.272
166.448008,11158.246,0,86.53296,16863.25,17314.9,-90.524,-185.215,-275.739,0.328296,0.964,0.964,-53.13,-105.789,-56.607,-89.458
166.468008,11159.943,0,84.88888,16787.33,17038.23,-85.271,-172.735,-258.006,0.3305,0.964,0.964,-50.256,-100.24,-48.79,-77.68
166.488008,11161.635,0,84.88888,16831.77,17032.98,-83.453,-168.605,-252.058,0.331087,0.964,0.964,-49.053,-97.891,-47.199,-80.385
166.508008,11163.32,0,84.88888,17088.7,16992.64,-69.498,-138.462,-207.96,0.334189,0.964,0.964,-40.285,-80.656,-55.817,-89.904
166.528008,11165,0,84.88888,17187.18,17094.83,-59.502,-118.489,-177.991,0.334298,0.964,0.964,-34.264,-68.629,-37.439,-86.418
166.548008,11166.675,0,84.88888,17212.84,17215.95,-47.87,-95.73,-143.6,0.333357,0.964,0.964,-27.515,-55.034,-25.986,-60.564
166.568008,11168.346,0,83.44931,17203.67,17223.94,-38.566,-77.194,-115.76,0.333155,0.964,0.964,-22.186,-44.349,-24.977,-44.747
166.588008,11170.013,0,83.44931,17165.12,17191.91,-34.262,-68.583,-102.845,0.333142,0.964,0.964,-19.746,-39.466,-16.158,-33.318
166.608008,11171.676,0,83.44931,17135.37,17148.16,-28.097,-56.214,-84.311,0.333254,0.964,0.964,-16.223,-32.433,-14.481,-27.942
166.628008,11173.335,0,83.44931,17091.06,17115.51,-22.915,-45.856,-68.771,0.333207,0.964,0.964,-13.268,-26.508,-14.171,-23.435
166.648008,11174.991,0,83.44931,17062.61,17083.02,-20.886,-41.786,-62.672,0.333259,0.964,0.964,-12.111,-24.201,-11.143,-20.939
166.668008,11176.644,0,82.76564,17045.72,17056.3,-17.914,-35.833,-53.747,0.333302,0.964,0.964,-10.401,-20.789,-12.797,-20.68
166.688008,11178.296,0,82.76564,17048.86,17043.09,-15.938,-31.876,-47.814,0.333333,0.964,0.964,-9.252,-18.506,-12.154,-16.612
166.708008,11179.946,0,82.76564,17051.26,17032.14,-15.057,-30.111,-45.168,0.333356,0.964,0.964,-8.738,-17.497,-9.956,-23.217
166.728008,11181.594,0,82.76564,17038.7,17023.92,-13.686,-27.371,-41.057,0.333341,0.964,0.964,-7.948,-15.91,-8.05,-17.015
166.748008,11183.24,0,82.76564,17028.68,17010.59,-13.059,-26.118,-39.177,0.333333,0.964,0.964,-7.589,-15.194,-8.949,-17.235
166.768008,11184.883,0,82.19473,16994.51,16977.81,-13.043,-26.086,-39.129,0.333333,0.964,0.964,-7.594,-15.203,-7.257,-13.001
166.788008,11186.524,0,82.19473,16963.14,16955.41,-12.762,-25.523,-38.285,0.333342,0.964,0.964,-7.443,-14.893,-6.437,-10.539
166.808008,11188.163,0,82.19473,16927,16921.03,-12.516,-25.032,-37.548,0.333333,0.964,0.964,-7.316,-14.638,-6.892,-12.649
166.828008,11189.799,0,82.19473,16902.07,16898.5,-12.832,-25.665,-38.497,0.333325,0.964,0.964,-7.512,-15.028,-6.926,-13.377
166.848008,11191.434,0,82.19473,16879.95,16875.63,-12.893,-25.787,-38.68,0.333325,0.964,0.964,-7.558,-15.119,-8.419,-13.701
166.868008,11193.067,0,81.68516,16861.31,16856.82,-12.888,-25.776,-38.664,0.333333,0.964,0.964,-7.563,-15.131,-7.919,-14.356
166.888008,11194.697,0,81.68516,16850.72,16845.72,-12.893,-25.786,-38.679,0.333333,0.964,0.964,-7.571,-15.146,-7.994,-14.325
166.908008,11196.327,0,81.68516,16837.29,16827.79,-12.825,-25.651,-38.476,0.333325,0.964,0.964,-7.537,-15.083,-7.822,-14.57
166.928008,11197.954,0,81.68516,16813.92,16808.54,-12.909,-25.819,-38.728,0.333325,0.964,0.964,-7.597,-15.198,-7.955,-13.256
166.948008,11199.579,0,81.68516,16786.25,16781.76,-12.883,-25.766,-38.649,0.333333,0.964,0.964,-7.593,-15.192,-7.26,-14.07
166.968008,11201.201,0,81.17424,16764.46,16757.09,-12.878,-25.757,-38.635,0.333325,0.964,0.964,-7.601,-15.21,-8.353,-15.92
166.988008,11202.821,0,81.17424,16740.01,16733.64,-12.857,-25.715,-38.572,0.333325,0.964,0.964,-7.6,-15.206,-7.416,-15.301
167.008008,11204.439,0,81.17424,16716.51,16711.58,-12.894,-25.789,-38.683,0.333325,0.964,0.964,-7.632,-15.27,-7.616,-15.481
167.028008,11206.055,0,81.17424,16694.05,16689.71,-13.237,-26.475,-39.712,0.333325,0.964,0.964,-7.846,-15.696,-7.848,-14.498
167.048008,11207.669,0,81.17424,16671.51,16674.11,-13.469,-26.939,-40.408,0.333325,0.964,0.964,-7.994,-15.988,-8.654,-18.259
167.068008,11209.281,0,80.64822,16651.15,16655.4,-13.469,-26.939,-40.408,0.333325,0.964,0.964,-8.004,-16.004,-7.694,-15.822
167.088008,11210.891,0,80.64822,16638.63,16642.19,-13.255,-26.511,-39.766,0.333325,0.964,0.964,-7.883,-15.763,-9.202,-15.328
167.108008,11212.499,0,80.64822,16625.1,16621.59,-11.108,-22.216,-33.324,0.333333,0.964,0.964,-6.611,-13.225,-6.442,-11.078
167.128008,11214.105,0,80.64822,16612.72,16607.81,-6.454,-12.908,-19.362,0.333333,0.964,0.964,-3.844,-7.691,-3.435,-7.229
167.148008,11215.709,0,80.64822,16595.53,16590.82,9.606,19.212,28.818,0.333333,0.964,0.964,5.333,10.67,4.91,11.57
167.168008,11217.31,0,80.09292,16580.54,16578.73,25.244,50.488,75.73199,0.333333,0.964,0.964,14.029,28.06,13.564,29.414
167.188008,11218.91,0,80.09292,16582.14,16569.46,50.483,100.966,151.449,0.333333,0.964,0.964,28.052,56.149,27.929,56.302
167.208008,11220.508,0,80.09292,16587.97,16551.49,69.195,138.39,207.585,0.333333,0.964,0.964,38.436,77.039,38.74,79.281
167.228008,11222.105,0,80.09292,16597.37,16559.42,88.095,176.19,264.285,0.333333,0.964,0.964,48.913,98.046,47.239,97.334
167.248008,11223.7,0,80.09292,16615.27,16592.37,101.403,202.807,304.21,0.333332,0.964,0.964,56.244,112.638,54.27,110.927
167.268008,11225.295,0,79.86147,16625.66,16631.56,102.808,205.617,308.425,0.333332,0.964,0.964,56.976,113.943,57.673,108.8
167.288008,11226.89,0,79.86147,16618.66,16681.42,104.659,209.319,313.978,0.333332,0.964,0.964,58.027,115.656,58.558,108.545
