TIME,DISTANCE,SPEED,POWERELECTRICALTOTAL
83.208004,5529.608,73.06199,750
83.228004,5531.077,73.06199,750
83.248004,5532.548,73.06199,750
83.268004,5534.022,73.75169,750
83.288004,5535.498,73.75169,750
83.308004,5536.977,73.75169,750
83.328004,5538.459,73.75169,750
83.348004,5539.943,73.75169,750
83.368004,5541.43,74.41391,750
83.388004,5542.919,74.41391,750
83.408004,5544.411,74.41391,750
83.428004,5545.906,74.41391,750
83.448004,5547.403,74.41391,750
83.468004,5548.903,75.06142,750
83.488004,5550.405,75.06142,750
83.508004,5551.91,75.06142,750
83.528004,5553.417,75.06142,750
83.548004,5554.927,75.06142,750
83.568004,5556.44,75.69581,750
83.588004,5557.955,75.69581,750
83.608004,5559.473,75.69581,750
83.628004,5560.993,75.69581,750
83.648004,5562.516,75.69581,750
83.668004,5564.041,76.32601,750
83.688004,5565.568,76.32601,750
83.708004,5567.098,76.32601,750
83.728004,5568.631,76.32601,750
83.748004,5570.166,76.32601,750
83.768004,5571.703,76.94115,750
83.788004,5573.243,76.94115,750
83.808004,5574.785,76.94115,750
83.828004,5576.33,76.94115,750
83.848004,5577.877,76.94115,750
83.868004,5579.427,77.5407,750
83.888004,5580.979,77.5407,750
83.908004,5582.534,77.5407,750
83.928004,5584.09,77.5407,750
83.948004,5585.649,77.5407,750
83.968004,5587.21,78.13261,750
83.988004,5588.774,78.13261,750
84.008004,5590.34,78.13261,750
84.028004,5591.908,78.13261,750
84.048004,5593.479,78.13261,750
84.068004,5595.052,78.71776,750
84.088004,5596.628,78.71776,750
84.108004,5598.207,78.71776,750
84.128004,5599.788,78.71776,750
84.148004,5601.371,78.71776,750
84.168004,5602.956,79.28963,750
84.188004,5604.543,79.28963,750
84.208004,5606.132,79.28963,750
84.228004,5607.723,79.28963,750
84.248004,5609.316,79.28963,750
84.268004,5610.911,79.82624,750
84.288004,5612.508,79.82624,750
84.308004,5614.108,79.82624,750
84.328004,5615.71,79.82624,750
84.348004,5617.314,79.82624,750
84.368004,5618.92,80.36431,750
84.388004,5620.529,80.36431,750
84.408004,5622.139,80.36431,750
84.428004,5623.752,80.36431,750
84.448004,5625.366,80.36431,750
84.468004,5626.983,80.89133,750
84.488004,5628.602,80.89133,750
84.508004,5630.223,80.89133,750
84.528004,5631.846,80.89133,750
84.548004,5633.471,80.89133,750
84.568004,5635.097,81.40755,750
84.588004,5636.726,81.40755,750
84.608004,5638.356,81.40755,750
84.628004,5639.989,81.40755,750
84.648004,5641.625,81.40755,750
84.668004,5643.263,81.92561,750
84.688004,5644.902,81.92561,750
84.708004,5646.544,81.92561,750
84.728004,5648.188,81.92561,750
84.748004,5649.833,81.92561,750
84.768004,5651.48,82.43379,750
84.788004,5653.129,82.43379,750
84.808004,5654.78,82.43379,750
84.828004,5656.433,82.43379,750
84.848004,5658.089,82.43379,750
84.868004,5659.746,82.94014,750
84.888004,5661.405,82.94014,750
84.908004,5663.066,82.94014,750
84.928004,5664.729,82.94014,750
84.948004,5666.394,82.94014,750
84.968004,5668.062,83.44976,750
84.988004,5669.732,83.44976,750
85.008004,5671.404,83.44976,750
85.028004,5673.077,83.44976,750
85.048004,5674.753,83.44976,750
85.068004,5676.431,83.95992,750
85.088004,5678.111,83.95992,750
85.108004,5679.793,83.95992,750
85.128004,5681.477,83.95992,750
85.148004,5683.162,83.95992,750
85.168004,5684.849,84.44447,750
85.188004,5686.538,84.44447,750
85.208004,5688.229,84.44447,750
85.228004,5689.922,84.44447,750
85.248004,5691.617,84.44447,750
85.268004,5693.315,84.94518,750
85.288004,5695.015,84.94518,750
85.308004,5696.718,84.94518,750
85.328004,5698.422,84.94518,750
85.348004,5700.127,84.94518,750
85.368004,5701.834,85.42431,750
85.388004,5703.542,85.42431,750
85.408004,5705.252,85.42431,750
85.428004,5706.964,85.42431,750
85.448004,5708.679,85.42431,750
85.468004,5710.397,85.89477,750
85.488004,5712.116,85.89477,750
85.508004,5713.837,85.89477,750
85.528004,5715.56,85.89477,750
85.548004,5717.284,85.89477,750
85.568004,5719.009,86.35775,750
85.588004,5720.736,86.35775,750
85.608004,5722.464,86.35775,750
85.628004,5724.195,86.35775,750
85.648004,5725.928,86.35775,750
85.668004,5727.664,86.81335,750
85.688004,5729.401,86.81335,750
85.708004,5731.141,86.81335,750
85.728004,5732.882,86.81335,750
85.748004,5734.624,86.81335,750
85.768004,5736.367,87.26653,750
85.788004,5738.113,87.26653,750
85.808004,5739.86,87.26653,750
85.828004,5741.609,87.26653,750
85.848004,5743.36,87.26653,750
85.868004,5745.113,87.70377,750
85.888004,5746.868,87.70377,750
85.908004,5748.624,87.70377,750
85.928004,5750.382,87.70377,750
85.948004,5752.142,87.70377,750
85.968004,5753.905,88.14788,750
85.988004,5755.668,88.14788,750
86.008004,5757.433,88.14788,750
86.028004,5759.2,88.14788,750
86.048004,5760.969,88.14788,750
86.068004,5762.739,88.57349,750
86.088004,5764.511,88.57349,750
86.108004,5766.284,88.57349,750
86.128004,5768.059,88.57349,750
86.148004,5769.835,88.57349,750
86.168004,5771.613,88.98254,750
86.188004,5773.393,88.98254,750
86.208004,5775.174,88.98254,750
86.228004,5776.957,88.98254,750
86.248004,5778.743,88.98254,750
86.268004,5780.53,89.39745,750
86.288004,5782.319,89.39745,750
86.308004,5784.11,89.39745,750
86.328004,5785.901,89.39745,750
86.348004,5787.694,89.39745,750
86.368004,5789.488,89.80294,750
86.388004,5791.284,89.80294,750
86.408004,5793.082,89.80294,750
86.428004,5794.881,89.80294,750
86.448004,5796.683,89.80294,750
86.468004,5798.486,90.20008,750
86.488004,5800.29,90.20008,750
86.508004,5802.096,90.20008,750
86.528004,5803.902,90.20008,750
86.548004,5805.709,90.20008,750
86.568004,5807.518,90.57152,750
86.588004,5809.328,90.57152,750
86.608004,5811.141,90.57152,750
86.628004,5812.955,90.57152,750
86.648004,5814.771,90.57152,750
86.668004,5816.589,90.9663,750
86.688004,5818.41,90.9663,750
86.708004,5820.23,90.9663,750
86.728004,5822.052,90.9663,750
86.748004,5823.874,90.9663,750
86.768004,5825.697,91.30431,750
86.788004,5827.521,91.30431,750
86.808004,5829.348,91.30431,750
86.828004,5831.178,91.30431,750
86.848004,5833.01,91.30431,750
86.868004,5834.844,91.69513,750
86.888004,5836.678,91.69513,750
86.908004,5838.513,91.69513,750
86.928004,5840.349,91.69513,750
86.948004,5842.186,91.69513,750
86.968004,5844.024,92.02636,750
86.988004,5845.864,92.02636,750
87.008004,5847.705,92.02636,750
87.028004,5849.548,92.02636,750
87.048004,5851.393,92.02636,750
87.068004,5853.239,92.40771,750
87.088004,5855.086,92.40771,750
87.108004,5856.935,92.40771,750
87.128004,5858.786,92.40771,750
87.148004,5860.638,92.40771,750
87.168004,5862.491,92.78127,750
87.188004,5864.347,92.78127,750
87.208004,5866.204,92.78127,750
87.228004,5868.061,92.78127,750
87.248004,5869.919,92.78127,750
87.268004,5871.779,93.14845,750
87.288004,5873.64,93.14845,749.989
87.308004,5875.503,93.14845,700.564
87.328004,5877.367,93.14845,579.907
87.348004,5879.232,93.14845,-105.793
87.368004,5881.096,93.20884,-292.698
87.388004,5882.956,93.20884,-381.983
87.408004,5884.807,93.20884,-456.393
87.428004,5886.65,93.20884,-601.115
87.448004,5888.481,93.20884,-617.84
87.468004,5890.299,90.68771,-610.031
87.488004,5892.105,90.68771,-596.239
87.508004,5893.898,90.68771,-584.679
87.528004,5895.68,90.68771,-553.854
87.548004,5897.45,90.68771,-507.891
87.568004,5899.208,87.70431,-485.345
87.588004,5900.956,87.70431,-456.175
87.608004,5902.694,87.70431,-402.079
87.628004,5904.422,87.70431,-335.085
87.648004,5906.142,87.70431,-297.734
87.668004,5907.855,85.49824,-228.047
87.688004,5909.561,85.49824,-189.358
87.708004,5911.262,85.49824,-150.028
87.728004,5912.958,85.49824,-117.159
87.748004,5914.651,85.49824,-101.744
87.768004,5916.341,84.45728,-101.004
87.788004,5918.028,84.45728,-110.788
87.808004,5919.712,84.45728,-116.406
87.828004,5921.391,84.45728,-123.416
87.848004,5923.067,84.45728,-127.065
87.868004,5924.739,83.60177,-147.206
87.888004,5926.407,83.60177,-151.765
87.908004,5928.071,83.60177,-156.859
87.928004,5929.73,83.60177,-156.81
87.948004,5931.386,83.60177,-155.561
87.968004,5933.037,82.49689,-156.29
87.988004,5934.684,82.49689,-160.102
88.008004,5936.326,82.49689,-159.642
88.028004,5937.963,82.49689,-147.788
88.048004,5939.595,82.49689,-130.175
88.068004,5941.224,81.39558,-109.814
88.088004,5942.848,81.39558,-88.096
88.108004,5944.47,81.39558,-71.265
88.128004,5946.089,81.39558,-64.376
88.148004,5947.705,81.39558,-57.068
88.168004,5949.318,80.68551,-52.482
88.188004,5950.93,80.68551,-50.986
88.208004,5952.539,80.68551,-48.912
88.228004,5954.146,80.68551,-46.81
88.248004,5955.751,80.68551,-46.159
88.268004,5957.354,80.12844,-45.688
88.288004,5958.955,80.12844,-45.522
88.308004,5960.554,80.12844,-45.152
88.328004,5962.151,80.12844,-44.734
88.348004,5963.746,80.12844,-44.545
88.368004,5965.34,79.65247,-44.121
88.388004,5966.932,79.65247,-43.653
88.408004,5968.522,79.65247,-42.327
88.428004,5970.11,79.65247,-41.419
88.448004,5971.695,79.65247,-40.171
88.468004,5973.279,79.10963,-39.558
88.488004,5974.86,79.10963,-38.496
88.508004,5976.439,79.10963,-36.898
88.528004,5978.016,79.10963,-32.073
88.548004,5979.59,79.10963,-24.613
88.568004,5981.163,78.59155,-6.999
88.588004,5982.734,78.59155,16.897
88.608004,5984.303,78.59155,39.91
88.628004,5985.87,78.59155,71.803
88.648004,5987.437,78.59155,100.777
88.668004,5989.002,78.1473,111.837
88.688004,5990.565,78.1473,122.418
88.708004,5992.126,78.1473,144.492
88.728004,5993.686,78.1473,181.789
88.748004,5995.245,78.1473,255.759
88.768004,5996.802,77.82182,289.381
88.788004,5998.359,77.82182,309.552
88.808004,5999.915,77.82182,313.978
88.828004,6001.47,77.82182,313.978
88.848004,6003.024,77.82182,319.564
88.868004,6004.577,77.66773,341.649
88.888004,6006.13,77.66773,356.41
88.908004,6007.682,77.66773,367.095
88.928004,6009.234,77.66773,381.102
88.948004,6010.786,77.66773,401.415
88.968004,6012.339,77.50292,424.896
88.988004,6013.89,77.50292,459.939
89.008004,6015.44,77.50292,492.618
89.028004,6016.99,77.50292,534.624
89.048004,6018.539,77.50292,587.349
89.068004,6020.089,77.48342,657.861
89.088004,6021.64,77.48342,714.808
89.108004,6023.192,77.48342,750
89.128004,6024.745,77.48342,750
89.148004,6026.3,77.48342,750
89.168004,6027.856,77.84488,750
89.188004,6029.415,77.84488,750
89.208004,6030.974,77.84488,750
89.228004,6032.535,77.84488,750
89.248004,6034.098,77.84488,750
89.268004,6035.662,78.24339,750
89.288004,6037.227,78.24339,750
89.308004,6038.794,78.24339,750
89.328004,6040.363,78.24339,750
89.348004,6041.934,78.24339,750
89.368004,6043.507,78.6945,750
89.388004,6045.081,78.6945,750
89.408004,6046.657,78.6945,750
89.428004,6048.234,78.6945,750
89.448004,6049.813,78.6945,750
89.468004,6051.394,79.12136,750
89.488004,6052.977,79.12136,750
89.508004,6054.563,79.12136,750
89.528004,6056.149,79.12136,750
89.548004,6057.737,79.12136,750
89.568004,6059.327,79.5582,750
89.588004,6060.919,79.5582,750
89.608004,6062.513,79.5582,749.988
89.628004,6064.109,79.5582,723.69
89.648004,6065.707,79.5582,585.442
89.668004,6067.306,79.98777,379.35
89.688004,6068.906,79.98777,-111.548
89.708004,6070.502,79.98777,-237.853
89.728004,6072.093,79.98777,-334.359
89.748004,6073.677,79.98777,-409.619
89.768004,6075.252,78.49738,-438.73
89.788004,6076.817,78.49738,-457.251
89.808004,6078.371,78.49738,-485.65
89.828004,6079.915,78.49738,-488.449
89.848004,6081.447,78.49738,-495.981
89.868004,6082.968,75.74809,-509.581
89.888004,6084.476,75.74809,-517.401
89.908004,6085.973,75.74809,-521.151
89.928004,6087.458,75.74809,-529.251
89.948004,6088.93,75.74809,-535.564
89.968004,6090.389,72.60067,-534.611
89.988004,6091.836,72.60067,-537.116
90.008004,6093.269,72.60067,-534.216
90.028004,6094.689,72.60067,-524.363
90.048004,6096.095,72.60067,-513.557
90.068004,6097.49,69.39313,-491.742
90.088004,6098.872,69.39313,-478.411
90.108004,6100.242,69.39313,-471.244
90.128004,6101.6,69.39313,-467.03
90.148004,6102.945,69.39313,-460.13
90.168004,6104.278,66.30459,-447.776
90.188004,6105.599,66.30459,-443.073
90.208004,6106.909,66.30459,-434.461
90.228004,6108.207,66.30459,-431.05
90.248004,6109.495,66.30459,-427.527
90.268004,6110.771,63.53667,-424.232
90.288004,6112.037,63.53667,-420.36
90.308004,6113.291,63.53667,-415.832
90.328004,6114.534,63.53667,-412.473
90.348004,6115.766,63.53667,-405.056
90.368004,6116.987,60.71568,-400.841
90.388004,6118.197,60.71568,-396.176
90.408004,6119.396,60.71568,-393.407
90.428004,6120.584,60.71568,-391.242
90.448004,6121.76,60.71568,-388.821
90.468004,6122.926,57.97261,-383.964
90.488004,6124.08,57.97261,-373.609
90.508004,6125.223,57.97261,-336.31
90.528004,6126.357,57.97261,-317.686
90.548004,6127.481,57.97261,-45
90.568004,6128.596,55.51738,-283.558
90.588004,6129.703,55.51738,-262.725
90.608004,6130.802,55.51738,-259.987
90.628004,6131.894,55.51738,-266.024
90.648004,6132.978,55.51738,-279.48
90.668004,6134.053,53.54001,-284.509
90.688004,6135.12,53.54001,-293.982
90.708004,6136.177,53.54001,-295.043
90.728004,6137.226,53.54001,-297.543
90.748004,6138.265,53.54001,-291.947
90.768004,6139.295,51.22878,-283.466
90.788004,6140.316,51.22878,-278.723
90.808004,6141.33,51.22878,-269.351
90.828004,6142.335,51.22878,-254.613
90.848004,6143.331,51.22878,-245.416
90.868004,6144.319,49.18154,-229.228
90.888004,6145.299,49.18154,-210.008
90.908004,6146.274,49.18154,-181.983
90.928004,6147.242,49.18154,-172.807
90.948004,6148.204,49.18154,-164.539
90.968004,6149.16,47.66957,-152.139
90.988004,6150.111,47.66957,-143.822
91.008004,6151.058,47.66957,-127.762
91.028004,6152,47.66957,-45
91.048004,6152.939,47.66957,-108.584
91.068004,6153.874,46.66011,-101.348
91.088004,6154.806,46.66011,-102.257
91.108004,6155.735,46.66011,-107.8
91.128004,6156.66,46.66011,-111.401
91.148004,6157.582,46.66011,-118.79
91.168004,6158.5,45.76823,-123.592
91.188004,6159.413,45.76823,-122.91
91.208004,6160.323,45.76823,-115.371
91.228004,6161.228,45.76823,-101.446
91.248004,6162.13,45.76823,-95.486
91.268004,6163.029,44.83679,-87.11
91.288004,6163.924,44.83679,-84.162
91.308004,6164.817,44.83679,-76.617
91.328004,6165.707,44.83679,-73.319
91.348004,6166.595,44.83679,-67.485
91.368004,6167.481,44.1826,-66.189
91.388004,6168.364,44.1826,-69.987
91.408004,6169.245,44.1826,-45
91.428004,6170.123,44.1826,-86.696
91.448004,6171,44.1826,-92.382
91.468004,6171.872,43.52112,-98.474
91.488004,6172.741,43.52112,-114.222
91.508004,6173.607,43.52112,-116.261
91.528004,6174.468,43.52112,-117.542
91.548004,6175.325,43.52112,-115.385
91.568004,6176.177,42.49596,-114.682
91.588004,6177.025,42.49596,-117.286
91.608004,6177.869,42.49596,-119.916
91.628004,6178.709,42.49596,-124.049
91.648004,6179.544,42.49596,-125.202
91.668004,6180.374,41.34474,-121.825
91.688004,6181.199,41.34474,-118.84
91.708004,6182.019,41.34474,-114.395
91.728004,6182.834,41.34474,-112.114
91.748004,6183.645,41.34474,-111.964
91.768004,6184.452,40.16907,-111.706
91.788004,6185.253,40.16907,-45
91.808004,6186.051,40.16907,-108.461
91.828004,6186.845,40.16907,-105.878
91.848004,6187.634,40.16907,-104.586
91.868004,6188.419,39.08328,-101.447
91.888004,6189.199,39.08328,-99.935
91.908004,6189.975,39.08328,-96.311
91.928004,6190.747,39.08328,-93.05
91.948004,6191.516,39.08328,-89.028
91.968004,6192.28,38.13019,-86.73
91.988004,6193.042,38.13019,-45
92.008004,6193.799,38.13019,-82.193
92.028004,6194.554,38.13019,-77.558
92.048004,6195.305,38.13019,-72.765
92.068004,6196.053,37.27947,-68.743
92.088004,6196.798,37.27947,-67.191
92.108004,6197.539,37.27947,-65.543
92.128004,6198.278,37.27947,-64.655
92.148004,6199.014,37.27947,-65.266
92.168004,6199.747,36.60888,-65.655
92.188004,6200.478,36.60888,-65.692
92.208004,6201.206,36.60888,-65.302
92.228004,6201.932,36.60888,-63.835
92.248004,6202.654,36.60888,-60.182
92.268004,6203.375,35.96351,-57.173
92.288004,6204.093,35.96351,-51.226
92.308004,6204.809,35.96351,-38.987
92.328004,6205.523,35.96351,-13.048
92.348004,6206.235,35.96351,21.43
92.368004,6206.946,35.51791,62.25
92.388004,6207.656,35.51791,103.903
92.408004,6208.366,35.51791,141.335
92.428004,6209.075,35.51791,191.419
92.448004,6209.785,35.51791,249.865
92.468004,6210.495,35.55694,311.838
92.488004,6211.207,35.55694,369.282
92.508004,6211.922,35.55694,408.604
92.528004,6212.638,35.55694,447.975
92.548004,6213.358,35.55694,482.221
92.568004,6214.081,36.24374,515.536
92.588004,6214.808,36.24374,557.386
92.608004,6215.538,36.24374,576.295
92.628004,6216.273,36.24374,589.918
92.648004,6217.012,36.24374,593.781
92.668004,6217.756,37.28982,590.854
92.688004,6218.504,37.28982,590.854
92.708004,6219.256,37.28982,590.854
92.728004,6220.012,37.28982,590.854
92.748004,6220.773,37.28982,590.854
92.768004,6221.538,38.37221,576.18
92.788004,6222.307,38.37221,563.358
92.808004,6223.08,38.37221,550.636
92.828004,6223.857,38.37221,538.81
92.848004,6224.638,38.37221,532.93
92.868004,6225.422,39.31749,536.319
92.888004,6226.21,39.31749,536.319
92.908004,6227.001,39.31749,536.319
92.928004,6227.796,39.31749,536.319
92.948004,6228.594,39.31749,542.212
92.968004,6229.397,40.2145,562.437
92.988004,6230.203,40.2145,580.476
93.008004,6231.012,40.2145,611.686
93.028004,6231.826,40.2145,639.009
93.048004,6232.644,40.2145,675.922
93.068004,6233.467,41.26998,741.493
93.088004,6234.295,41.26998,750
93.108004,6235.128,41.26998,750
93.128004,6235.966,41.26998,750
93.148004,6236.809,41.26998,750
93.168004,6237.658,42.59587,750
93.188004,6238.512,42.59587,750
93.208004,6239.372,42.59587,750
93.228004,6240.238,42.59587,750
93.248004,6241.108,42.59587,750
93.268004,6241.984,43.95922,750
93.288004,6242.866,43.95922,750
93.308004,6243.753,43.95922,750
93.328004,6244.646,43.95922,750
93.348004,6245.543,43.95922,750
93.368004,6246.447,45.31285,750
93.388004,6247.355,45.31285,750
93.408004,6248.269,45.31285,750
93.428004,6249.188,45.31285,750
93.448004,6250.113,45.31285,750
93.468004,6251.043,46.62399,750
93.488004,6251.977,46.62399,750
93.508004,6252.917,46.62399,750
93.528004,6253.862,46.62399,750
93.548004,6254.811,46.62399,750
93.568004,6255.766,47.85427,750
93.588004,6256.724,47.85427,750
93.608004,6257.688,47.85427,750
93.628004,6258.656,47.85427,750
93.648004,6259.629,47.85427,750
93.668004,6260.607,49.00415,750
93.688004,6261.589,49.00415,750
93.708004,6262.575,49.00415,750
93.728004,6263.565,49.00415,750
93.748004,6264.56,49.00415,750
93.768004,6265.559,50.08845,750
93.788004,6266.562,50.08845,750
93.808004,6267.57,50.08845,750
93.828004,6268.581,50.08845,750
93.848004,6269.597,50.08845,750
93.868004,6270.616,51.10657,739.594
93.888004,6271.64,51.10657,724.335
93.908004,6272.667,51.10657,724.713
93.928004,6273.698,51.10657,724.713
93.948004,6274.733,51.10657,735.801
93.968004,6275.772,52.06865,744.283
93.988004,6276.814,52.06865,744.283
94.008004,6277.861,52.06865,739.594
94.028004,6278.912,52.06865,739.594
94.048004,6279.967,52.06865,737.697
94.068004,6281.027,53.0726,737.697
94.088004,6282.091,53.0726,737.697
94.108004,6283.158,53.0726,737.697
94.128004,6284.229,53.0726,737.697
94.148004,6285.304,53.0726,737.697
94.168004,6286.382,54.01723,737.697
94.188004,6287.464,54.01723,737.697
94.208004,6288.549,54.01723,732.139
94.228004,6289.639,54.01723,711.684
94.248004,6290.732,54.01723,697.8719
94.268004,6291.829,54.92872,678.007
94.288004,6292.929,54.92872,648.169
94.308004,6294.032,54.92872,616.072
94.328004,6295.138,54.92872,572.704
94.348004,6296.247,54.92872,520.453
94.368004,6297.357,55.59405,477.105
94.388004,6298.47,55.59405,436.647
94.408004,6299.583,55.59405,406.959
94.428004,6300.699,55.59405,392.331
94.448004,6301.815,55.59405,392.331
94.468004,6302.933,55.94416,392.331
94.488004,6304.052,55.94416,407.473
94.508004,6305.171,55.94416,433.279
94.528004,6306.292,55.94416,471.034
94.548004,6307.415,55.94416,519.67
94.568004,6308.539,56.29918,562.437
94.588004,6309.666,56.29918,594.016
94.608004,6310.795,56.29918,620.469
94.628004,6311.926,56.29918,655.675
94.648004,6313.061,56.29918,682.678
94.668004,6314.198,56.90371,710.811
94.688004,6315.338,56.90371,739.594
94.708004,6316.481,56.90371,750
94.728004,6317.628,56.90371,750
94.748005,6318.778,56.90371,750
94.768005,6319.931,57.8287,750
94.788005,6321.089,57.8287,750
94.808005,6322.251,57.8287,750
94.828005,6323.417,57.8287,750
94.848005,6324.587,57.8287,750
94.868005,6325.761,58.81534,750
94.888005,6326.939,58.81534,750
94.908005,6328.12,58.81534,750
94.928005,6329.305,58.81534,750
94.948005,6330.493,58.81534,750
94.968005,6331.685,59.75218,750
94.988005,6332.882,59.75218,750
95.008005,6334.081,59.75218,750
95.028005,6335.284,59.75218,750
95.048005,6336.49,59.75218,750
95.068005,6337.7,60.65956,750
95.088005,6338.914,60.65956,750
95.108005,6340.131,60.65956,750
95.128005,6341.352,60.65956,750
95.148005,6342.577,60.65956,750
95.168005,6343.805,61.56099,750
95.188005,6345.036,61.56099,750
95.208005,6346.271,61.56099,750
95.228005,6347.508,61.56099,750
95.248005,6348.749,61.56099,750
95.268005,6349.994,62.43053,750
95.288005,6351.242,62.43053,750
95.308005,6352.495,62.43053,750
95.328005,6353.75,62.43053,750
95.348005,6355.01,62.43053,750
95.368005,6356.272,63.31017,750
95.388005,6357.538,63.31017,750
95.408005,6358.807,63.31017,750
95.428005,6360.079,63.31017,750
95.448005,6361.353,63.31017,750
95.468005,6362.629,64.11816,750
95.488005,6363.908,64.11816,750
95.508005,6365.189,64.11816,750
95.528005,6366.473,64.11816,750
95.548005,6367.759,64.11816,750
95.568005,6369.049,64.90175,750
95.588005,6370.344,64.90175,749.9969
95.608005,6371.642,64.90175,721.8
95.628005,6372.943,64.90175,552.394
95.648005,6374.247,64.90175,-83.248
95.668005,6375.552,65.50584,-188.598
95.688005,6376.853,65.50584,-240.271
95.708005,6378.149,65.50584,-296.119
95.728005,6379.438,65.50584,-333.372
95.748005,6380.718,65.50584,-332.772
95.768005,6381.99,63.65572,-326.864
95.788005,6383.253,63.65572,-331.066
95.808005,6384.508,63.65572,-343.627
95.828005,6385.754,63.65572,-348.764
95.848005,6386.991,63.65572,-362.612
95.868005,6388.22,61.4423,-366.206
95.888005,6389.438,61.4423,-375.469
95.908005,6390.645,61.4423,-383.206
95.928005,6391.841,61.4423,-384.125
95.948005,6393.027,61.4423,-382.945
95.968005,6394.201,58.69666,-382.277
95.988005,6395.365,58.69666,-382.193
96.008005,6396.518,58.69666,-383.881
96.028005,6397.66,58.69666,-379.552
96.048005,6398.791,58.69666,-370.778
96.068005,6399.913,56.09058,-362.489
96.088005,6401.024,56.09058,-350.405
96.108005,6402.124,56.09058,-345.979
96.128005,6403.214,56.09058,-347.257
96.148005,6404.293,56.09058,-348.534
96.168005,6405.359,53.27491,-351.429
96.188005,6406.414,53.27491,-352.138
96.208005,6407.458,53.27491,-351.641
96.228005,6408.491,53.27491,-349.042
96.248005,6409.513,53.27491,-343.16
96.268005,6410.525,50.55323,-333.526
96.288005,6411.526,50.55323,-322.519
96.308005,6412.516,50.55323,-315.65
96.328005,6413.497,50.55323,-305.793
96.348005,6414.468,50.55323,-301.17
96.368005,6415.43,48.09052,-288.599
96.388005,6416.382,48.09052,-284.237
96.408005,6417.325,48.09052,-266.856
96.428005,6418.259,48.09052,-249.363
96.448005,6419.186,48.09052,-238.744
96.468005,6420.104,45.90972,-219.862
96.488005,6421.014,45.90972,-203.687
96.508005,6421.917,45.90972,-185.885
96.528005,6422.814,45.90972,-176.554
96.548005,6423.705,45.90972,-156.212
96.568005,6424.591,44.39393,-146.085
96.588005,6425.472,44.39393,-130.715
96.608005,6426.35,44.39393,-130.564
96.628005,6427.223,44.39393,-133.58
96.648005,6428.091,44.39393,-134.45
96.668005,6428.956,43.35102,-133.725
96.688005,6429.816,43.35102,-131.418
96.708005,6430.671,43.35102,-127.064
96.728005,6431.522,43.35102,-126.258
96.748005,6432.37,43.35102,-127.111
96.768005,6433.213,42.31668,-128.236
96.788005,6434.052,42.31668,-131.577
96.808005,6434.887,42.31668,-134.794
96.828005,6435.718,42.31668,-137.596
96.848005,6436.543,42.31668,-139.052
96.868005,6437.364,41.19013,-142.426
96.888005,6438.179,41.19013,-144.956
96.908005,6438.99,41.19013,-147.115
96.928005,6439.796,41.19013,-149.633
96.948005,6440.598,41.19013,-159.6
96.968005,6441.393,39.88688,-161.363
96.988005,6442.182,39.88688,-163.707
97.008005,6442.965,39.88688,-164.289
97.028005,6443.743,39.88688,-164.227
97.048005,6444.514,39.88688,-162.668
97.068005,6445.279,38.35343,-160.093
97.088005,6446.038,38.35343,-158.307
97.108005,6446.791,38.35343,-156.414
97.128005,6447.538,38.35343,-154.397
97.148005,6448.278,38.35343,-152.717
97.168005,6449.013,36.87217,-151.623
97.188005,6449.743,36.87217,-149.52
97.208005,6450.466,36.87217,-148.984
97.228005,6451.183,36.87217,-45
97.248005,6451.896,36.87217,-145.999
97.268005,6452.603,35.36087,-144.147
97.288005,6453.304,35.36087,-140.181
97.308005,6453.999,35.36087,-138.076
97.328005,6454.688,35.36087,-133.151
97.348005,6455.372,35.36087,-130.188
97.368005,6456.05,34.00732,-123.592
97.388005,6456.723,34.00732,-117.361
97.408005,6457.391,34.00732,-112.579
97.428005,6458.056,34.00732,-110.901
97.448005,6458.715,34.00732,-110.034
97.468005,6459.371,32.8377,-110.183
97.488005,6460.022,32.8377,-111.485
97.508005,6460.668,32.8377,-111.589
97.528005,6461.31,32.8377,-111.505
97.548005,6461.947,32.8377,-110.936
97.568005,6462.58,31.66942,-109.985
97.588005,6463.208,31.66942,-109.48
97.608005,6463.83,31.66942,-109.449
97.628005,6464.449,31.66942,-108.985
97.648005,6465.063,31.66942,-107.25
97.668005,6465.672,30.4897,-102.831
97.688005,6466.277,30.4897,-99.49899
97.708005,6466.878,30.4897,-91.274
97.728005,6467.474,30.4897,-83.35
97.748005,6468.068,30.4897,-76.013
97.768005,6468.658,29.55383,-72.277
97.788005,6469.245,29.55383,-64.855
97.808005,6469.83,29.55383,-58.756
97.828005,6470.412,29.55383,-56.619
97.848005,6470.993,29.55383,-54.202
97.868005,6471.572,29.03928,-52.934
97.888005,6472.149,29.03928,-45
97.908005,6472.724,29.03928,-50.53
97.928005,6473.299,29.03928,-48.228
97.948005,6473.872,29.03928,-46.511
97.968005,6474.444,28.69186,-31.024
97.988005,6475.014,28.69186,0.175
98.008005,6475.585,28.69186,35.612
98.028005,6476.155,28.69186,61.916
98.048005,6476.725,28.69186,73.72701
98.068005,6477.295,28.64465,79.795
98.088005,6477.866,28.64465,81.731
98.108005,6478.436,28.64465,85.144
98.128005,6479.007,28.64465,89.382
98.148005,6479.579,28.64465,99.726
98.168005,6480.151,28.79621,110.304
98.188005,6480.725,28.79621,122.766
98.208005,6481.299,28.79621,141.529
98.228005,6481.874,28.79621,169.053
